variables,units,values,description
drivese.spinner_cm,m,[2.],
drivese.spinner_I,kg*m**2,"[2097.56478034 2097.56478034 2097.56478034    0.            0.
    0.        ]",
drivese.gear_ratio,,[97.],
drivese.rotor_diameter,m,[107.],
drivese.rated_torque,N*m,[1833250.2703254],
drivese.machine_rating,kW,[2400.],
drivese.gear_configuration,Unavailable,eep,
drivese.planet_numbers,Unavailable,"[3, 3, 0]",
drivese.L_12,m,[1.],
drivese.L_h1,m,[2.],
drivese.L_generator,m,[2.],
drivese.overhang,m,[5.],
drivese.drive_height,m,[2.],
drivese.tilt,deg,[4.99962972],
drivese.lss_diameter,m,[0.577 0.577],
drivese.lss_wall_thickness,m,[0.288 0.288],
drivese.D_top,m,[2.29436169],
drivese.lss_rho,kg/m**3,[8500.],
drivese.bedplate_rho,kg/m**3,[8500.],
drivese.L_hss,m,[1.5],
drivese.L_gearbox,m,[1.284],
drivese.hss_diameter,m,[0.288 0.288],
drivese.hss_wall_thickness,m,[0.144 0.144],
drivese.hss_rho,kg/m**3,[8500.],
drivese.bedplate_flange_width,m,[1.],
drivese.bedplate_flange_thickness,m,[0.05],
drivese.bedplate_web_thickness,m,[0.05],
drivese.upwind,Unavailable,True,
drivese.bear1.D_bearing,m,[0.],
drivese.bear1.D_shaft,m,[0.577],
drivese.bear1.bearing_type,Unavailable,CARB,
drivese.bear2.D_bearing,m,[0.],
drivese.bear2.D_shaft,m,[0.577],
drivese.bear2.bearing_type,Unavailable,SRB,
drivese.brake_mass_user,kg,[0.],
drivese.s_rotor,m,[0.],
drivese.s_gearbox,m,[-0.72290365],
drivese.converter_mass_user,kg,[0.],
drivese.transformer_mass_user,kg,[0.],
drivese.yaw.rho,kg/m**3,[8500.],
drivese.minimum_rpm,rpm,[5.5],
drivese.generator.E,Pa,[2.1e+11],
drivese.generator.G,Pa,[8.07692308e+10],
drivese.generator.B_r,T,[1.2],
drivese.generator.P_Fe0e,W/kg,[1.],
drivese.generator.P_Fe0h,W/kg,[4.],
drivese.generator.S_N,,[-0.002],
drivese.generator.alpha_p,,[1.09955743],
drivese.generator.b_r_tau_r,,[0.45],
drivese.generator.b_ro,m,[0.004],
drivese.generator.b_s_tau_s,,[0.45],
drivese.generator.b_so,m,[0.004],
drivese.generator.cofi,,[0.9],
drivese.generator.freq,Hz,[60.],
drivese.generator.h_i,m,[0.001],
drivese.generator.h_sy0,,[0.],
drivese.generator.h_w,m,[0.005],
drivese.generator.k_fes,,[0.9],
drivese.generator.k_fillr,,[0.55],
drivese.generator.k_fills,,[0.65],
drivese.generator.k_s,,[0.2],
drivese.generator.mu_0,m*kg/s**2/A**2,[1.25663706e-06],
drivese.generator.mu_r,m*kg/s**2/A**2,[1.06],
drivese.generator.p,,[3.],
drivese.generator.phi,rad,[1.57079633],
drivese.generator.ratio_mw2pp,,[0.7],
drivese.generator.resist_Cu,ohm/m,[2.52e-08],
drivese.generator.sigma,Pa,[21500.],
drivese.generator.v,,[0.3],
drivese.generator.y_tau_p,,[0.8],
drivese.generator.y_tau_pr,,[0.8333333],
drivese.generator.I_0,A,[40.],
drivese.generator.d_r,m,[0.],
drivese.generator.h_m,m,[0.],
drivese.generator.h_0,m,[0.01],
drivese.generator.h_s,m,[0.08],
drivese.generator.len_s,m,[0.49],
drivese.generator.shaft_rpm,rpm,"[ 533.50000004  561.93103452  590.362069    618.79310349  647.22413797
  675.65517245  704.08620693  732.51724141  760.9482759   789.37931038
  817.81034486  846.24137934  874.67241383  903.10344831  931.53448279
  959.96551727  988.39655175 1016.82758624 1045.25862072 1073.6896552
 1102.12068968 1130.55172417 1158.98275865 1187.41379313 1215.84482761
 1244.27586209 1272.70689658 1301.13793106 1329.56896554 1358.00000002]",
drivese.generator.n_r,,[0.],
drivese.generator.rad_ag,m,[0.61],
drivese.generator.t_wr,m,[0.],
drivese.generator.n_s,,[0.],
drivese.generator.b_st,m,[0.],
drivese.generator.d_s,m,[0.],
drivese.generator.t_ws,m,[0.],
drivese.generator.D_shaft,m,[0.288],
drivese.generator.rho_Copper,kg/m**3,[8900.],
drivese.generator.rho_Fe,kg/m**3,[7700.],
drivese.generator.rho_Fes,kg/m**3,[7850.],
drivese.generator.rho_PM,kg/m**3,[7450.],
drivese.generator.S_Nmax,,[-0.2],
drivese.generator.B_symax,T,[1.3],
drivese.generator.m,Unavailable,3.0,
drivese.generator.q1,Unavailable,5.0,
drivese.generator.q2,Unavailable,4.0,
drivese.generator.R_out,m,[0.91339013],
drivese.generator_stator_mass,kg,[0.],
drivese.generator_rotor_mass,kg,[0.],
drivese.generator_mass,kg,[25721.67048735],
drivese.generator.C_Cu,USD/kg,[4.786],
drivese.generator.C_Fe,USD/kg,[0.556],
drivese.generator.C_Fes,USD/kg,[0.50139],
drivese.generator.C_PM,USD/kg,[50.],
drivese.generator.Copper,kg,[354.99781024],
drivese.generator.Iron,kg,[7460.09439708],
drivese.generator.mass_PM,kg,[0.],
drivese.generator.Structural_mass,kg,[17906.57828004],
drivese.generator.u_allow_s,m,[0.],
drivese.generator.u_as,m,[0.],
drivese.generator.z_allow_s,m,[0.],
drivese.generator.z_as,m,[0.],
drivese.generator.y_allow_s,m,[0.],
drivese.generator.y_as,m,[0.],
drivese.generator.b_allow_s,m,[0.],
drivese.generator.u_allow_r,m,[0.],
drivese.generator.u_ar,m,[0.],
drivese.generator.y_allow_r,m,[0.],
drivese.generator.y_ar,m,[0.],
drivese.generator.z_allow_r,m,[0.],
drivese.generator.z_ar,m,[0.],
drivese.generator.b_allow_r,m,[0.],
drivese.generator.b_arm,m,[0.],
drivese.generator.TC1,m**3,[0.11899348],
drivese.generator.TC2r,m**3,[0.182329],
drivese.generator.TC2s,m**3,[0.],
drivese.generator.B_g,T,[1.39626475],
drivese.generator.B_smax,T,[0.],
drivese.generator.K_rad,,[0.40163934],
drivese.generator.K_rad_LL,,[0.],
drivese.generator.K_rad_UL,,[0.],
drivese.generator.D_ratio,,[1.49736086],
drivese.generator.D_ratio_LL,,[0.],
drivese.generator.D_ratio_UL,,[0.],
drivese.generator.eandm_efficiency,,"[0.95142255 0.95469177 0.95745361 0.95979831 0.96179678 0.96350534
 0.96496921 0.966225   0.96730264 0.9682268  0.9690179  0.96969305
 0.97026658 0.97075065 0.97115557 0.97149015 0.97176198 0.97197758
 0.97214261 0.97226199 0.97234001 0.97238045 0.97238662 0.97236142
 0.97230745 0.97222701 0.97212212 0.97199461 0.97184612 0.97167809]",
drivese.hvac_mass_coeff,kg/kW/m,[0.025],
drivese.H_bedplate,m,[1.13861627],
drivese.L_bedplate,m,[7.85400344],
drivese.R_generator,m,[0.91339013],
drivese.generator_cm,m,[-3.86490365],
drivese.rho_fiberglass,kg/m**3,[1940.],
drivese.rho_castiron,kg/m**3,[8500.],
drivese.mb1_mass,kg,[1480.55356999],
drivese.mb1_cm,m,[1.01909635],
drivese.mb1_I,kg*m**2,[134.02030141  70.60698288  70.60698288],
drivese.mb2_mass,kg,[1349.62411874],
drivese.mb2_cm,m,[0.01909635],
drivese.mb2_I,kg*m**2,[118.75932276  61.52201828  61.52201828],
drivese.gearbox_mass,kg,[27816.87781811],
drivese.gearbox_cm,m,[-0.72290365],
drivese.gearbox_I,kg*m**2,[5038.38089166 6340.8956555  6340.8956555 ],
drivese.hss_mass,kg,[830.58683213],
drivese.hss_cm,m,[-2.11490365],
drivese.hss_I,kg*m**2,[  8.61152428 160.04079316 160.04079316],
drivese.brake_mass,kg,[2236.5653298],
drivese.brake_cm,m,[-0.36145182],
drivese.brake_I,kg*m**2,[320.08045576 160.04022788 160.04022788],
drivese.generator_I,kg*m**2,[10729.55723672  5879.42637536  5879.42637536],
drivese.generator_rotor_I,kg*m**2,[5364.77861836 2939.71318768 2939.71318768],
drivese.generator_stator_I,kg*m**2,[5364.77861836 2939.71318768 2939.71318768],
drivese.nose_mass,kg,[0.],
drivese.nose_cm,m,[0.],
drivese.nose_I,kg*m**2,[0. 0. 0.],
drivese.lss_mass,kg,[6890.02539724],
drivese.lss_cm,m,[1.46909635],
drivese.lss_I,kg*m**2,[ 286.73701944 5661.13051534 5661.13051534],
drivese.converter_mass,kg,[2171.6],
drivese.converter_cm,m,[0.         1.94968085 0.8025    ],
drivese.converter_I,kg*m**2,[932.349315 932.349315 932.349315],
drivese.transformer_mass,kg,[6506.],
drivese.transformer_cm,m,[ 0.         -1.94968085  0.8025    ],
drivese.transformer_I,kg*m**2,[2793.269775 2793.269775 2793.269775],
drivese.yaw_mass,kg,[2644.09871891],
drivese.yaw_cm,m,[0. 0. 0.],
drivese.yaw_I,kg*m**2,[0. 0. 0.],
drivese.bedplate_mass,kg,[19951.71210944],
drivese.bedplate_cm,m,[-1.07299828  0.          0.54430814],
drivese.bedplate_I,kg*m**2,"[  6615.78071319 106701.77941791 110238.98662498      0.
      0.              0.        ]",
drivese.hvac_mass,kg,[258.25497426],
drivese.hvac_cm,m,[-3.86490365],
drivese.hvac_I,m,[121.19476146  60.59738073  60.59738073],
drivese.platform_mass,kg,[7159.16997423],
drivese.platform_cm,m,[0. 0. 0.],
drivese.platform_I,m,[12563.13953636 12563.13953636 25124.36996072],
drivese.cover_mass,kg,[3212.42333167],
drivese.cover_cm,m,[-0.39270017  0.          1.12860352],
drivese.cover_I,m,[ 45.47362251 116.4675946  113.81468162],
drivese.x_bedplate,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
drivese.constr_height,m,[1.13861627],
drivese.uptower,Unavailable,True,
drivese.L_drive,m,[7.884],
drivese.shaft_start,m,[0.         0.         1.13861627],
drivese.blades_mass,kg,[30831.29834606],
drivese.hub_system_mass,kg,[5714.64907029],
drivese.nacelle_mass,kg,[108229.16266186],
drivese.hub_system_cm,m,[1.84954938],
drivese.nacelle_cm,m,[ 0.81617114 -0.07808151  0.80895215],
drivese.hub_system_I,kg*m**2,"[21880.40020627 13063.576946   13063.576946       0.
     0.             0.        ]",
drivese.nacelle_I_TT,kg*m**2,"[ 1.55675167e+05  6.67707775e+05  6.33806488e+05 -4.21970696e+00
 -7.64015637e+04  6.77750168e+03]",
drivese.s_lss,m,[-0.08090365  0.01909635  0.51909635  1.01909635  3.01909635],
drivese.F_hub,N,"[[500092.51287333]
 [ -2367.15821657]
 [  3868.96200318]]",
drivese.M_hub,N*m,"[[3471661.76214285]
 [-271641.28535345]
 [ 620178.62280221]]",
drivese.s_mb1,m,[1.01909635],
drivese.s_mb2,m,[0.01909635],
drivese.carrier_mass,kg,[8800.],
drivese.carrier_I,kg*m**2,[1593.91546875  796.95773437  796.95773437],
drivese.lss_E,Pa,[2.1e+11],
drivese.lss_G,Pa,[8.07692308e+10],
drivese.lss_Xy,Pa,[4.5e+08],
drivese.s_hss,m,[-2.86490365 -2.11490365 -1.36490365],
drivese.s_generator,m,[-3.86490365],
drivese.hss_E,Pa,[2.1e+11],
drivese.hss_G,Pa,[8.07692308e+10],
drivese.hss_Xy,Pa,[4.5e+08],
drivese.s_drive,m,"[-4.86490365 -3.86490365 -2.86490365 -2.11490365 -1.36490365 -0.72290365
 -0.08090365  0.01909635  0.51909635  1.01909635  2.01909635  3.01909635]",
drivese.bedplate_web_height,m,[0.98861627],
drivese.mb1_max_defl_ang,rad,[0.00872665],
drivese.mb2_max_defl_ang,rad,[0.078],
drivese.F_mb1,N,"[[ 465547.65420945]
 [  -2367.15821656]
 [-391009.96804213]]",
drivese.F_mb2,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.F_torq,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.F_generator,N,"[[ -24603.35510838]
 [     -0.        ]
 [-281238.56879525]]",
drivese.M_mb1,N*m,"[[-0.]
 [-0.]
 [-0.]]",
drivese.M_mb2,N*m,"[[    -0.        ]
 [-12646.25107449]
 [625995.17107313]]",
drivese.M_torq,N*m,"[[3471661.76214285]
 [     -0.        ]
 [     -0.        ]]",
drivese.M_generator,N*m,"[[  35790.32744477]
 [-605716.24395564]
 [     -0.        ]]",
drivese.other_mass,kg,[21951.54699906],
drivese.bedplate_E,Pa,[2.1e+11],
drivese.bedplate_G,Pa,[8.07692308e+10],
drivese.bedplate_Xy,Pa,[4.5e+08],
drivese.lss_spring_constant,N*m/rad,[2.83522415e+08],
drivese.hss_spring_constant,N*m/rad,[36368428.31277599],
drivese.damping_ratio,,[0.01],
towerse.hub_height,m,[80.],
towerse.tower_height,m,[78.],
towerse.foundation_height,m,[0.],
towerse.tower_s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]",
towerse.member.s_const1,,[0.],
towerse.member.s_const2,,[0.],
towerse.joint1,m,[0. 0. 0.],
towerse.joint2,m,[ 0.  0. 78.],
towerse.tower_layer_thickness,m,"[[0.0280483  0.02245747 0.02335244 0.01773749 0.01861839 0.01378697
  0.01862301 0.0141363  0.01944124 0.01488189 0.01706672]]",
towerse.tower_outer_diameter_in,m,"[4.         4.         4.         4.         4.         3.72790468
 3.43340463 3.10082049 2.72183375 2.29436169 2.29436169]",
towerse.E_mat,Pa,"[[4.560e+06 4.560e+06 4.560e+06]
 [2.179e+10 1.467e+10 1.467e+10]
 [1.392e+10 1.392e+10 1.392e+10]
 [4.200e+10 1.230e+10 1.230e+10]
 [5.000e+07 5.000e+07 5.000e+07]
 [5.000e+07 5.000e+07 5.000e+07]
 [4.560e+06 4.560e+06 4.560e+06]
 [1.000e+06 1.000e+06 1.000e+06]
 [2.100e+11 2.100e+11 2.100e+11]]",
towerse.E_user,Pa,[0.],
towerse.G_mat,Pa,"[[1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [9.41300000e+09 9.41300000e+09 9.41300000e+09]
 [1.15000000e+10 1.15000000e+10 1.15000000e+10]
 [3.47000000e+09 3.47000000e+09 3.47000000e+09]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [3.84615385e+05 3.84615385e+05 3.84615385e+05]
 [8.07692308e+10 8.07692308e+10 8.07692308e+10]]",
towerse.sigma_y_mat,Pa,[0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 4.5e+08],
towerse.sigma_ult_mat,Pa,"[[0.00e+00 0.00e+00 0.00e+00]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [0.00e+00 0.00e+00 0.00e+00]
 [3.55e+08 3.55e+08 3.55e+08]]",
towerse.wohler_exp_mat,,[1. 1. 1. 1. 1. 1. 1. 1. 1.],
towerse.wohler_A_mat,,"[0.00e+00 6.00e+08 6.00e+08 6.00e+08 6.90e+05 6.90e+05 6.90e+05 0.00e+00
 3.55e+08]",
towerse.rho_mat,kg/m**3,[1100. 1845. 1845. 1940.  110.  110. 1100. 1150. 8500.],
towerse.unit_cost_mat,USD/kg,[ 7.23  2.86  3.    1.87 13.   13.    0.    3.63  0.  ],
towerse.outfitting_factor_in,,[1.07],
towerse.rho_water,kg/m**3,[0.],
towerse.tower_layer_materials,Unavailable,['steel'],
towerse.member.ballast_materials,Unavailable,[],
towerse.material_names,Unavailable,"['paint', 'triax', 'biax', 'ud', 'balsa', 'foam', 'adhesive', 'resin', 'steel']",
towerse.member.gc.d,m,"[4.         4.         4.         4.         4.         3.72790468
 3.43340463 3.10082049 2.72183375 2.29436169 2.29436169]",
towerse.member.gc.t,m,"[0.02525289 0.02290495 0.02054497 0.01817794 0.01620268 0.01620499
 0.01637965 0.01678877 0.01716156 0.0159743 ]",
towerse.member.s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]",
towerse.member.height,m,[78.],
towerse.tower_outer_diameter,m,"[4.         4.         4.         4.         4.         3.72790468
 3.43340463 3.10082049 2.72183375 2.29436169 2.29436169]",
towerse.tower_wall_thickness,m,"[0.02525289 0.02290495 0.02054497 0.01817794 0.01620268 0.01620499
 0.01637965 0.01678877 0.01716156 0.0159743 ]",
towerse.member.E,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11]",
towerse.member.G,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.member.sigma_y,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.rho,kg/m**3,[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.],
towerse.member.unit_cost,USD/kg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.member.outfitting_factor,,[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07],
towerse.nodes_xyz,m,"[[ 0.          0.          0.        ]
 [ 0.          0.          2.6       ]
 [ 0.          0.          5.2       ]
 [ 0.          0.          7.8       ]
 [ 0.          0.         10.40240741]
 [ 0.          0.         13.00481481]
 [ 0.          0.         15.60722222]
 [ 0.          0.         18.20722222]
 [ 0.          0.         20.80722222]
 [ 0.          0.         23.40722222]
 [ 0.          0.         26.00962963]
 [ 0.          0.         28.61203704]
 [ 0.          0.         31.21444444]
 [ 0.          0.         33.81444444]
 [ 0.          0.         36.41444444]
 [ 0.          0.         39.01444444]
 [ 0.          0.         41.61444444]
 [ 0.          0.         44.21444444]
 [ 0.          0.         46.81444444]
 [ 0.          0.         49.41685185]
 [ 0.          0.         52.01925926]
 [ 0.          0.         54.62166667]
 [ 0.          0.         57.22166667]
 [ 0.          0.         59.82166667]
 [ 0.          0.         62.42166667]
 [ 0.          0.         65.02166667]
 [ 0.          0.         67.62166667]
 [ 0.          0.         70.22166667]
 [ 0.          0.         72.81444444]
 [ 0.          0.         75.40722222]
 [ 0.          0.         78.        ]]",
towerse.s_full,m,"[0.         0.03333333 0.06666667 0.1        0.1333642  0.1667284
 0.20009259 0.23342593 0.26675926 0.30009259 0.33345679 0.36682099
 0.40018519 0.43351852 0.46685185 0.50018519 0.53351852 0.56685185
 0.60018519 0.63354938 0.66691358 0.70027778 0.73361111 0.76694444
 0.80027778 0.83361111 0.86694444 0.90027778 0.93351852 0.96675926
 1.        ]",
towerse.z_full,m,"[ 0.          2.6         5.2         7.8        10.40240741 13.00481481
 15.60722222 18.20722222 20.80722222 23.40722222 26.00962963 28.61203704
 31.21444444 33.81444444 36.41444444 39.01444444 41.61444444 44.21444444
 46.81444444 49.41685185 52.01925926 54.62166667 57.22166667 59.82166667
 62.42166667 65.02166667 67.62166667 70.22166667 72.81444444 75.40722222
 78.        ]",
towerse.d_full,m,"[4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         3.90930156 3.81860312 3.72790468 3.62973799 3.53157131
 3.43340463 3.32254325 3.21168187 3.10082049 2.97449158 2.84816267
 2.72183375 2.57934307 2.43685238 2.29436169 2.29436169 2.29436169
 2.29436169]",
towerse.member.s_ghost1,,[0.],
towerse.member.s_ghost2,,[1.],
towerse.t_full,m,"[0.02525289 0.02525289 0.02525289 0.02290495 0.02290495 0.02290495
 0.02054497 0.02054497 0.02054497 0.01817794 0.01817794 0.01817794
 0.01620268 0.01620268 0.01620268 0.01620499 0.01620499 0.01620499
 0.01637965 0.01637965 0.01637965 0.01678877 0.01678877 0.01678877
 0.01716156 0.01716156 0.01716156 0.0159743  0.0159743  0.0159743 ]",
towerse.E_full,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
towerse.G_full,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.sigma_y_full,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.rho_full,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.outfitting_full,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07]",
towerse.member.unit_cost_full,USD/kg,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
towerse.labor_cost_rate,USD/min,[0.98],
towerse.painting_cost_rate,USD/m**2,[30.],
towerse.rna_mass,kg,[144775.11007822],
towerse.rna_I,kg*m**2,"[ 1.34600157e+07  1.08553513e+07  1.07273263e+07 -4.21970696e+00
  5.44326529e+04  6.77750168e+03]",
towerse.rna_cg,m,[-1.83757302 -0.0583712   1.10630156],
towerse.tower_mass,kg,[144150.62725581],
towerse.tower_center_of_mass,m,[32.08653801],
towerse.tower_I_base,kg*m**2,"[2.17456207e+08 2.17456207e+08 4.76941005e+05 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.env.Uref,m/s,[20.25361435],
towerse.wind_reference_height,m,[80.],
towerse.z0,m,[0.],
towerse.shearExp,,[0.2],
towerse.env.windLoads.U,m/s,"[ 0.         10.20655567 11.7242537  12.71462218 13.46825439 14.08333057
 14.60661767 15.06375618 15.47131968 15.83997583 16.17749866 16.48899911
 16.77859769 17.04923866 17.30371194 17.54404063 17.77187947 17.98860036
 18.19535418 18.39329574 18.5830661  18.76538714 18.94072679 19.10980435
 19.27310161 19.43104504 19.5840141  19.73234797 19.87595693 20.01553152
 20.15131814]",
towerse.beta_wind,deg,[0.],
towerse.rho_air,kg/m**3,[1.225],
towerse.mu_air,kg/m/s,[1.81e-05],
towerse.cd_usr,,[-1.],
towerse.env.distLoads.windLoads_Px,N/m,"[  0.         151.11307135 209.17827189 252.17189792 288.36625524
 320.36861515 348.94089355 374.63461906 398.03269423 419.59858453
 439.68177269 458.50758237 476.2637641  480.00930705 482.20327424
 482.96326683 481.186554   478.06678573 473.66109453 465.76846487
 456.49945342 445.86455977 430.92414112 414.87544915 398.15911781
 378.07602737 357.47491932 336.10882389 341.81466069 347.4042128
 352.88444123]",
towerse.env.distLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_qdyn,N/m**2,"[  0.          63.80643937  84.19310151  99.01774052 111.10374919
 121.48337249 130.67888388 138.98650945 146.60906131 153.67921101
 160.29827103 166.5308437  172.43182105 178.03938012 183.39379871
 188.52343391 193.45181618 198.19871748 202.78093465 207.21691361
 211.51483671 215.68559953 219.73506785 223.67558112 227.51462288
 231.25887566 234.91433496 238.48640341 241.97036914 245.38067008
 248.7213189 ]",
towerse.env.distLoads.windLoads_z,m,"[ 0.          2.6         5.2         7.8        10.40240741 13.00481481
 15.60722222 18.20722222 20.80722222 23.40722222 26.00962963 28.61203704
 31.21444444 33.81444444 36.41444444 39.01444444 41.61444444 44.21444444
 46.81444444 49.41685185 52.01925926 54.62166667 57.22166667 59.82166667
 62.42166667 65.02166667 67.62166667 70.22166667 72.81444444 75.40722222
 78.        ]",
towerse.env.distLoads.windLoads_beta,deg,[0.],
towerse.env.distLoads.waveLoads_Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_qdyn,N/m**2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_z,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_beta,deg,[0.],
towerse.yaw,deg,[0.],
towerse.s_all,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Px_global,N/m,"[  0.         151.11307135 209.17827189 252.17189792 288.36625524
 320.36861515 348.94089355 374.63461906 398.03269423 419.59858453
 439.68177269 458.50758237 476.2637641  480.00930705 482.20327424
 482.96326683 481.186554   478.06678573 473.66109453 465.76846487
 456.49945342 445.86455977 430.92414112 414.87544915 398.15911781
 378.07602737 357.47491932 336.10882389 341.81466069 347.4042128
 352.88444123]",
towerse.g2e.Py_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Pz_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
