variables,units,values,description
rotorse.rc.ply_t,m,"[1.00000000e+06 8.92374929e-04 8.92374929e-04 1.31160224e-03
 1.00000000e+06 1.00000000e+06 1.00000000e+06 1.00000000e+06
 1.00000000e+06]",1D array of the ply thicknesses of the materials. Non-composite materials are kept at 0.
rotorse.rc.fwf,,[0.     0.6754 0.6754 0.7302 0.     0.     0.     0.     0.    ],1D array of the non-dimensional fiber weight fraction of the composite materials. Non-composite materials are kept at 0.
rotorse.rc.fvf,,[0.     0.4793 0.4793 0.5448 0.     0.     0.     0.     0.    ],1D array of the non-dimensional fiber volume fraction of the composite materials. Non-composite materials are kept at 0.
rotorse.rc.roll_mass,kg,"[  0.     181.4368 181.4368   0.       0.       0.       0.       0.
   0.    ]",1D array of the roll mass of the composite fabrics. Non-composite materials are kept at 0.
rotorse.rc.flange_adhesive_squeezed,,[0.2],Extra width of the adhesive once squeezed
rotorse.rc.flange_thick,m,[0.008],Average thickness of adhesive
rotorse.rc.flange_width,m,[0.05],Average width of adhesive lines
rotorse.rc.t_bolt_unit_cost,USD,[25.],Cost of one t-bolt
rotorse.rc.t_bolt_unit_mass,kg,[2.5],Mass of one t-bolt
rotorse.rc.t_bolt_spacing,m,[0.15],Spacing of t-bolts along blade root circumference
rotorse.rc.barrel_nut_unit_cost,USD,[12.],Cost of one barrel nut
rotorse.rc.barrel_nut_unit_mass,kg,[1.9],Mass of one barrel nut
rotorse.rc.LPS_unit_mass,kg/m,[1.],Unit mass of the lightining protection system. Linear scaling based on the weight of 150 lbs for the 61.5 m NREL 5MW blade
rotorse.rc.LPS_unit_cost,USD/m,[40.],Unit cost of the lightining protection system. Linear scaling based on the cost of 2500$ for the 61.5 m NREL 5MW blade
rotorse.rc.root_preform_length,,[0.01],Percentage of blade length starting from blade root that is preformed and later inserted into the mold
rotorse.rc.definition_layer,Unavailable,[ 9.  9.  2.  2.  5.  4.  6.  6.  6.  6. 10. 10. 10. 10. 10. 10.],"1D array of flags identifying how layers are specified in the yaml. 1) all around (skin, paint, ) 2) offset+rotation twist+width (spar caps) 3) offset+user defined rotation+width 4) midpoint TE+width (TE reinf) 5) midpoint LE+width (LE reinf) 6) layer position fixed to other layer (core fillers) 7) start and width 8) end and width 9) start and end nd 10) web layer"
rotorse.rc.mat_name,Unavailable,"['paint', 'triax', 'biax', 'ud', 'balsa', 'foam', 'adhesive', 'resin', 'steel']",1D array of names of materials.
rotorse.rc.orth,Unavailable,[0. 1. 1. 1. 0. 0. 0. 0. 0.],1D array of flags to set whether a material is isotropic (0) or orthtropic (1). Each entry represents a material.
rotorse.rc.component_id,Unavailable,[ 0.  2.  3.  4.  1.  1. -1. -1. -1.],"1D array of flags to set whether a material is used in a blade: 0 - coating, 1 - sandwich filler , 2 - shell skin, 3 - shear webs, 4 - spar caps, 5 - TE/LE reinf."
rotorse.total_bc.joint_cost,USD,[0.],Total blade joint cost
rotorse.total_bc.inner_blade_cost,USD,[71662.25223572],Total cost (variable and fixed) for the blade inner portion.
rotorse.total_bc.outer_blade_cost,USD,[0.],Total cost (variable and fixed) for the blade outer portion.
drivese.E_mat,Pa,"[[4.560e+06 4.560e+06 4.560e+06]
 [2.179e+10 1.467e+10 1.467e+10]
 [1.392e+10 1.392e+10 1.392e+10]
 [4.200e+10 1.230e+10 1.230e+10]
 [5.000e+07 5.000e+07 5.000e+07]
 [5.000e+07 5.000e+07 5.000e+07]
 [4.560e+06 4.560e+06 4.560e+06]
 [1.000e+06 1.000e+06 1.000e+06]
 [2.100e+11 2.100e+11 2.100e+11]]",
drivese.G_mat,Pa,"[[1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [9.41300000e+09 9.41300000e+09 9.41300000e+09]
 [1.15000000e+10 1.15000000e+10 1.15000000e+10]
 [3.47000000e+09 3.47000000e+09 3.47000000e+09]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [3.84615385e+05 3.84615385e+05 3.84615385e+05]
 [8.07692308e+10 8.07692308e+10 8.07692308e+10]]",
drivese.Xt_mat,Pa,"[[0.00e+00 0.00e+00 0.00e+00]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [0.00e+00 0.00e+00 0.00e+00]
 [3.55e+08 3.55e+08 3.55e+08]]",
drivese.Xy_mat,Pa,[0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 4.5e+08],
drivese.wohler_exp_mat,,[1. 1. 1. 1. 1. 1. 1. 1. 1.],
drivese.wohler_A_mat,,"[0.00e+00 6.00e+08 6.00e+08 6.00e+08 6.90e+05 6.90e+05 6.90e+05 0.00e+00
 3.55e+08]",
drivese.rho_mat,kg/m**3,[1100. 1845. 1845. 1940.  110.  110. 1100. 1150. 8500.],
drivese.unit_cost_mat,USD/kg,[ 7.23  2.86  3.    1.87 13.   13.    0.    3.63  0.  ],
drivese.material_names,Unavailable,"['paint', 'triax', 'biax', 'ud', 'balsa', 'foam', 'adhesive', 'resin', 'steel']",
drivese.lss_material,Unavailable,steel,
drivese.hss_material,Unavailable,steel,
drivese.hub_material,Unavailable,steel,
drivese.spinner_material,Unavailable,ud,
drivese.bedplate_material,Unavailable,steel,
drivese.blades_I,kg*m**2,"[4767041.39214449 2383520.69607225 2383520.69607225       0.
       0.               0.        ]",
drivese.rated_rpm,rpm,[15.76097495],
drivese.stop_time,s,[5.],
drivese.flange_t2shell_t,,[4.],
drivese.flange_OD2hub_D,,[0.5],
drivese.flange_ID2flange_OD,,[0.8],
drivese.hub_shell.rho,kg/m**3,[8500.],
drivese.max_torque,N*m,[1573586.4789668],
drivese.hub_shell.Xy,Pa,[4.5e+08],
drivese.hub_stress_concentration,,[2.5],
drivese.hub_shell.metal_cost,USD/kg,[0.],
drivese.hub_diameter,m,[4.],
drivese.blade_root_diameter,m,[2.6],
drivese.hub_in2out_circ,,[1.2],
drivese.hub_shell.n_blades,Unavailable,3,
drivese.clearance_hub_spinner,m,[0.5],
drivese.spin_hole_incr,,[1.2],
drivese.spinner_gust_ws,m/s,[70.],
drivese.spinner.composite_Xt,Pa,[6.e+08],
drivese.spinner.composite_rho,kg/m**3,[1940.],
drivese.spinner.Xy,Pa,[4.5e+08],
drivese.spinner.metal_rho,kg/m**3,[8500.],
drivese.spinner.composite_cost,USD/kg,[1.87],
drivese.spinner.metal_cost,USD/kg,[0.],
drivese.n_blades,Unavailable,3,
drivese.n_front_brackets,Unavailable,3,
drivese.n_rear_brackets,Unavailable,3,
drivese.blade_mass,kg,[7221.06899362],
drivese.pitch_system.rho,kg/m**3,[8500.],
drivese.pitch_system.Xy,Pa,[4.5e+08],
drivese.pitch_system_scaling_factor,,[0.54],
drivese.pitch_system.BRFM,N*m,[-3328685.96716614],
drivese.pitch_mass,kg,[3001.39170983],
drivese.pitch_cost,USD,[0.],
drivese.pitch_I,kg*m**2,"[12005.56683931  6002.78341965  6002.78341965     0.
     0.             0.        ]",
drivese.hub_mass,kg,[324.04966521],
drivese.hub_cost,USD,[0.],
drivese.hub_cm,m,[1.83492463],
drivese.hub_I,kg*m**2,"[864.13244057 864.13244057 864.13244057   0.           0.
   0.        ]",
drivese.spinner_mass,kg,[503.41554728],
drivese.spinner_cost,kg,[428.45156616],
drivese.spinner_cm,m,[2.],
drivese.spinner_I,kg*m**2,"[2097.56478034 2097.56478034 2097.56478034    0.            0.
    0.        ]",
drivese.gear_ratio,,[97.],
drivese.rotor_diameter,m,[82.5],
drivese.rated_torque,N*m,[1166274.14390995],
drivese.machine_rating,kW,[1680.],
drivese.gear_configuration,Unavailable,eep,
drivese.planet_numbers,Unavailable,"[3, 3, 0]",
drivese.L_12,m,[1.],
drivese.L_h1,m,[2.],
drivese.L_generator,m,[2.],
drivese.overhang,m,[5.],
drivese.drive_height,m,[2.],
drivese.tilt,deg,[4.99962972],
drivese.lss_diameter,m,[0.577 0.577],
drivese.lss_wall_thickness,m,[0.288 0.288],
drivese.D_top,m,[3.87],
drivese.lss_rho,kg/m**3,[8500.],
drivese.bedplate_rho,kg/m**3,[8500.],
drivese.L_hss,m,[1.5],
drivese.L_gearbox,m,[0.99],
drivese.hss_diameter,m,[0.288 0.288],
drivese.hss_wall_thickness,m,[0.144 0.144],
drivese.hss_rho,kg/m**3,[8500.],
drivese.bedplate_flange_width,m,[1.],
drivese.bedplate_flange_thickness,m,[0.05],
drivese.bedplate_web_thickness,m,[0.05],
drivese.upwind,Unavailable,True,
drivese.bear1.D_bearing,m,[0.],
drivese.bear1.D_shaft,m,[0.577],
drivese.bear1.bearing_type,Unavailable,CARB,
drivese.bear2.D_bearing,m,[0.],
drivese.bear2.D_shaft,m,[0.577],
drivese.bear2.bearing_type,Unavailable,SRB,
drivese.brake_mass_user,kg,[0.],
drivese.s_rotor,m,[0.],
drivese.s_gearbox,m,[-0.57590365],
drivese.converter_mass_user,kg,[0.],
drivese.transformer_mass_user,kg,[0.],
drivese.yaw.rho,kg/m**3,[8500.],
drivese.minimum_rpm,rpm,[8.],
drivese.generator.E,Pa,[2.1e+11],
drivese.generator.G,Pa,[8.07692308e+10],
drivese.generator.B_r,T,[1.2],
drivese.generator.P_Fe0e,W/kg,[1.],
drivese.generator.P_Fe0h,W/kg,[4.],
drivese.generator.S_N,,[-0.002],
drivese.generator.alpha_p,,[1.09955743],
drivese.generator.b_r_tau_r,,[0.45],
drivese.generator.b_ro,m,[0.004],
drivese.generator.b_s_tau_s,,[0.45],
drivese.generator.b_so,m,[0.004],
drivese.generator.cofi,,[0.9],
drivese.generator.freq,Hz,[60.],
drivese.generator.h_i,m,[0.001],
drivese.generator.h_sy0,,[0.],
drivese.generator.h_w,m,[0.005],
drivese.generator.k_fes,,[0.9],
drivese.generator.k_fillr,,[0.55],
drivese.generator.k_fills,,[0.65],
drivese.generator.k_s,,[0.2],
drivese.generator.mu_0,m*kg/s**2/A**2,[1.25663706e-06],
drivese.generator.mu_r,m*kg/s**2/A**2,[1.06],
drivese.generator.p,,[3.],
drivese.generator.phi,rad,[1.57079633],
drivese.generator.ratio_mw2pp,,[0.7],
drivese.generator.resist_Cu,ohm/m,[2.52e-08],
drivese.generator.sigma,Pa,[21500.],
drivese.generator.v,,[0.3],
drivese.generator.y_tau_p,,[0.8],
drivese.generator.y_tau_pr,,[0.8333333],
drivese.generator.I_0,A,[40.],
drivese.generator.d_r,m,[0.],
drivese.generator.h_m,m,[0.],
drivese.generator.h_0,m,[0.01],
drivese.generator.h_s,m,[0.08],
drivese.generator.len_s,m,[0.49],
drivese.generator.shaft_rpm,rpm,"[ 776.00000004  801.95912314  827.91824623  853.87736933  879.83649243
  905.79561553  931.75473862  957.71386172  983.67298482 1009.63210792
 1035.59123101 1061.55035411 1087.50947721 1113.4686003  1139.4277234
 1165.3868465  1191.3459696  1217.30509269 1243.26421579 1269.22333889
 1295.18246199 1321.14158508 1347.10070818 1373.05983128 1399.01895438
 1424.97807747 1450.93720057 1476.89632367 1502.85544676 1528.81456986]",
drivese.generator.n_r,,[0.],
drivese.generator.rad_ag,m,[0.61],
drivese.generator.t_wr,m,[0.],
drivese.generator.n_s,,[0.],
drivese.generator.b_st,m,[0.],
drivese.generator.d_s,m,[0.],
drivese.generator.t_ws,m,[0.],
drivese.generator.D_shaft,m,[0.288],
drivese.generator.rho_Copper,kg/m**3,[8900.],
drivese.generator.rho_Fe,kg/m**3,[7700.],
drivese.generator.rho_Fes,kg/m**3,[7850.],
drivese.generator.rho_PM,kg/m**3,[7450.],
drivese.generator.S_Nmax,,[-0.2],
drivese.generator.B_symax,T,[1.3],
drivese.generator.m,Unavailable,3.0,
drivese.generator.q1,Unavailable,5.0,
drivese.generator.q2,Unavailable,4.0,
drivese.generator.R_out,m,[0.93915529],
drivese.generator_stator_mass,kg,[0.],
drivese.generator_rotor_mass,kg,[0.],
drivese.generator_mass,kg,[29605.80407776],
drivese.generator.C_Cu,USD/kg,[4.786],
drivese.generator.C_Fe,USD/kg,[0.556],
drivese.generator.C_Fes,USD/kg,[0.50139],
drivese.generator.C_PM,USD/kg,[50.],
drivese.generator.Copper,kg,[355.0052154],
drivese.generator.Iron,kg,[8248.05084568],
drivese.generator.mass_PM,kg,[0.],
drivese.generator.Structural_mass,kg,[21002.74801668],
drivese.generator.u_allow_s,m,[0.],
drivese.generator.u_as,m,[0.],
drivese.generator.z_allow_s,m,[0.],
drivese.generator.z_as,m,[0.],
drivese.generator.y_allow_s,m,[0.],
drivese.generator.y_as,m,[0.],
drivese.generator.b_allow_s,m,[0.],
drivese.generator.u_allow_r,m,[0.],
drivese.generator.u_ar,m,[0.],
drivese.generator.y_allow_r,m,[0.],
drivese.generator.y_ar,m,[0.],
drivese.generator.z_allow_r,m,[0.],
drivese.generator.z_ar,m,[0.],
drivese.generator.b_allow_r,m,[0.],
drivese.generator.b_arm,m,[0.],
drivese.generator.TC1,m**3,[0.08329544],
drivese.generator.TC2r,m**3,[0.182329],
drivese.generator.TC2s,m**3,[0.],
drivese.generator.B_g,T,[1.56099284],
drivese.generator.B_smax,T,[0.],
drivese.generator.K_rad,,[0.40163934],
drivese.generator.K_rad_LL,,[0.],
drivese.generator.K_rad_UL,,[0.],
drivese.generator.D_ratio,,[1.53959884],
drivese.generator.D_ratio_LL,,[0.],
drivese.generator.D_ratio_UL,,[0.],
drivese.generator.eandm_efficiency,,"[0.96955232 0.96964564 0.96967645 0.96965163 0.96957709 0.96945792
 0.96929849 0.9691026  0.96887356 0.96861425 0.9683272  0.96801465
 0.96767856 0.96732067 0.96694252 0.9665455  0.96613084 0.96569963
 0.96525285 0.96479141 0.96431609 0.96382762 0.96332666 0.9628138
 0.96228958 0.96175448 0.96120897 0.96065343 0.96008826 0.95951379]",
drivese.hvac_mass_coeff,kg/kW/m,[0.025],
drivese.H_bedplate,m,[1.16423817],
drivese.L_bedplate,m,[7.56112203],
drivese.R_generator,m,[0.93915529],
drivese.generator_cm,m,[-3.57090365],
drivese.rho_fiberglass,kg/m**3,[1940.],
drivese.rho_castiron,kg/m**3,[8500.],
drivese.mb1_mass,kg,[1480.55356999],
drivese.mb1_cm,m,[1.01909635],
drivese.mb1_I,kg*m**2,[134.02030141  70.60698288  70.60698288],
drivese.mb2_mass,kg,[1349.62411874],
drivese.mb2_cm,m,[0.01909635],
drivese.mb2_I,kg*m**2,[118.75932276  61.52201828  61.52201828],
drivese.gearbox_mass,kg,[20658.23898681],
drivese.gearbox_cm,m,[-0.57590365],
drivese.gearbox_I,kg*m**2,[2224.41723973 2799.47028911 2799.47028911],
drivese.hss_mass,kg,[830.58683213],
drivese.hss_cm,m,[-1.82090365],
drivese.hss_I,kg*m**2,[  8.61152428 160.04079316 160.04079316],
drivese.brake_mass,kg,[1422.85445557],
drivese.brake_cm,m,[-0.28795182],
drivese.brake_I,kg*m**2,[121.05378923  60.52689461  60.52689461],
drivese.generator_I,kg*m**2,[13056.34698305  7120.53628811  7120.53628811],
drivese.generator_rotor_I,kg*m**2,[6528.17349153 3560.26814406 3560.26814406],
drivese.generator_stator_I,kg*m**2,[6528.17349153 3560.26814406 3560.26814406],
drivese.nose_mass,kg,[0.],
drivese.nose_cm,m,[0.],
drivese.nose_I,kg*m**2,[0. 0. 0.],
drivese.lss_mass,kg,[6890.02539724],
drivese.lss_cm,m,[1.46909635],
drivese.lss_I,kg*m**2,[ 286.73701944 5661.13051534 5661.13051534],
drivese.converter_mass,kg,[1610.9],
drivese.converter_cm,m,[0.      2.55375 0.61875],
drivese.converter_I,kg*m**2,[411.15705469 411.15705469 411.15705469],
drivese.transformer_mass,kg,[5127.2],
drivese.transformer_cm,m,[ 0.      -2.55375  0.61875],
drivese.transformer_I,kg*m**2,[1308.6376875 1308.6376875 1308.6376875],
drivese.yaw_mass,kg,[4059.47374583],
drivese.yaw_cm,m,[0. 0. 0.],
drivese.yaw_I,kg*m**2,[0. 0. 0.],
drivese.bedplate_mass,kg,[19372.36922937],
drivese.bedplate_cm,m,[-1.21943898  0.          0.55711908],
drivese.bedplate_I,kg*m**2,"[ 18183.66495597  96495.16492123 111500.25438238      0.
      0.              0.        ]",
drivese.hvac_mass,kg,[185.87793165],
drivese.hvac_cm,m,[-3.57090365],
drivese.hvac_I,m,[92.22001238 46.11000619 46.11000619],
drivese.platform_mass,kg,[20368.584],
drivese.platform_cm,m,[0. 0. 0.],
drivese.platform_I,m,[101688.7977144 101688.7977144 203372.1638064],
drivese.cover_mass,kg,[3197.81384788],
drivese.cover_cm,m,[-0.3780561  0.         1.1568664],
drivese.cover_I,m,[ 46.47355621 113.10632447 110.46715628],
drivese.x_bedplate,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
drivese.constr_height,m,[1.16423817],
drivese.uptower,Unavailable,True,
drivese.L_drive,m,[7.59],
drivese.shaft_start,m,[0.         0.         1.16423817],
drivese.blades_mass,kg,[21663.20698087],
drivese.hub_system_mass,kg,[3828.85692232],
drivese.nacelle_mass,kg,[116159.90619298],
drivese.hub_system_cm,m,[1.85662863],
drivese.nacelle_cm,m,[ 0.71711868 -0.07730508  0.70486942],
drivese.hub_system_I,kg*m**2,"[14967.26406022  8976.39501794  8976.39501794     0.
     0.             0.        ]",
drivese.nacelle_I_TT,kg*m**2,"[ 2.60091327e+05  7.26586514e+05  8.08747055e+05 -8.14950576e+00
 -7.60143763e+04  5.54821071e+03]",
drivese.s_lss,m,[-0.08090365  0.01909635  0.51909635  1.01909635  3.01909635],
drivese.F_hub,N,"[[330569.40444284]
 [  3744.49195433]
 [  5407.90929073]]",
drivese.M_hub,N*m,"[[3182302.24731051]
 [ 228702.26233402]
 [ 275903.52458094]]",
drivese.s_mb1,m,[1.01909635],
drivese.s_mb2,m,[0.01909635],
drivese.carrier_mass,kg,[8560.],
drivese.carrier_I,kg*m**2,[921.71513672 460.85756836 460.85756836],
drivese.lss_E,Pa,[2.1e+11],
drivese.lss_G,Pa,[8.07692308e+10],
drivese.lss_Xy,Pa,[4.5e+08],
drivese.s_hss,m,[-2.57090365 -1.82090365 -1.07090365],
drivese.s_generator,m,[-3.57090365],
drivese.hss_E,Pa,[2.1e+11],
drivese.hss_G,Pa,[8.07692308e+10],
drivese.hss_Xy,Pa,[4.5e+08],
drivese.s_drive,m,"[-4.57090365 -3.57090365 -2.57090365 -1.82090365 -1.07090365 -0.57590365
 -0.08090365  0.01909635  0.51909635  1.01909635  2.01909635  3.01909635]",
drivese.bedplate_web_height,m,[1.01423817],
drivese.mb1_max_defl_ang,rad,[0.00872665],
drivese.mb2_max_defl_ang,rad,[0.078],
drivese.F_mb1,N,"[[ 303754.05072707]
 [   3744.49195432]
 [-301115.79835995]]",
drivese.F_mb2,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.F_torq,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.F_generator,N,"[[ -27227.38393141]
 [     -0.        ]
 [-311233.5881122 ]]",
drivese.M_mb1,N*m,"[[-0.]
 [-0.]
 [-0.]]",
drivese.M_mb2,N*m,"[[    -0.        ]
 [417799.59132084]
 [268722.29682652]]",
drivese.M_torq,N*m,"[[3182302.24731051]
 [     -0.        ]
 [     -0.        ]]",
drivese.M_generator,N*m,"[[  32807.23966299]
 [-706538.64006077]
 [     -0.        ]]",
drivese.other_mass,kg,[34549.84952536],
drivese.bedplate_E,Pa,[2.1e+11],
drivese.bedplate_G,Pa,[8.07692308e+10],
drivese.bedplate_Xy,Pa,[4.5e+08],
drivese.lss_spring_constant,N*m/rad,[2.83522415e+08],
drivese.hss_spring_constant,N*m/rad,[36368428.31277599],
drivese.damping_ratio,,[0.01],
towerse.hub_height,m,[80.],
towerse.tower_height,m,[78.],
towerse.foundation_height,m,[0.],
towerse.tower_s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]",
towerse.member.s_const1,,[0.],
towerse.member.s_const2,,[0.],
towerse.joint1,m,[0. 0. 0.],
towerse.joint2,m,[ 0.  0. 78.],
towerse.tower_layer_thickness,m,"[[0.04237849 0.02908202 0.02435386 0.02191269 0.0164464  0.01559457
  0.01267209 0.00711073 0.0097997  0.00476741 0.00703374]]",
towerse.tower_outer_diameter_in,m,[4.   4.   4.   4.   4.   4.   4.   4.   4.   3.87 3.87],
towerse.E_mat,Pa,"[[4.560e+06 4.560e+06 4.560e+06]
 [2.179e+10 1.467e+10 1.467e+10]
 [1.392e+10 1.392e+10 1.392e+10]
 [4.200e+10 1.230e+10 1.230e+10]
 [5.000e+07 5.000e+07 5.000e+07]
 [5.000e+07 5.000e+07 5.000e+07]
 [4.560e+06 4.560e+06 4.560e+06]
 [1.000e+06 1.000e+06 1.000e+06]
 [2.100e+11 2.100e+11 2.100e+11]]",
towerse.E_user,Pa,[0.],
towerse.G_mat,Pa,"[[1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [9.41300000e+09 9.41300000e+09 9.41300000e+09]
 [1.15000000e+10 1.15000000e+10 1.15000000e+10]
 [3.47000000e+09 3.47000000e+09 3.47000000e+09]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [3.84615385e+05 3.84615385e+05 3.84615385e+05]
 [8.07692308e+10 8.07692308e+10 8.07692308e+10]]",
towerse.sigma_y_mat,Pa,[0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 4.5e+08],
towerse.sigma_ult_mat,Pa,"[[0.00e+00 0.00e+00 0.00e+00]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [0.00e+00 0.00e+00 0.00e+00]
 [3.55e+08 3.55e+08 3.55e+08]]",
towerse.wohler_exp_mat,,[1. 1. 1. 1. 1. 1. 1. 1. 1.],
towerse.wohler_A_mat,,"[0.00e+00 6.00e+08 6.00e+08 6.00e+08 6.90e+05 6.90e+05 6.90e+05 0.00e+00
 3.55e+08]",
towerse.rho_mat,kg/m**3,[1100. 1845. 1845. 1940.  110.  110. 1100. 1150. 8500.],
towerse.unit_cost_mat,USD/kg,[ 7.23  2.86  3.    1.87 13.   13.    0.    3.63  0.  ],
towerse.outfitting_factor_in,,[1.07],
towerse.rho_water,kg/m**3,[0.],
towerse.tower_layer_materials,Unavailable,['steel'],
towerse.member.ballast_materials,Unavailable,[],
towerse.material_names,Unavailable,"['paint', 'triax', 'biax', 'ud', 'balsa', 'foam', 'adhesive', 'resin', 'steel']",
towerse.member.gc.d,m,[4.   4.   4.   4.   4.   4.   4.   4.   4.   3.87 3.87],
towerse.member.gc.t,m,"[0.03573026 0.02671794 0.02313327 0.01917954 0.01602048 0.01413333
 0.00989141 0.00845522 0.00728356 0.00590058]",
towerse.member.s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]",
towerse.member.height,m,[78.],
towerse.tower_outer_diameter,m,[4.   4.   4.   4.   4.   4.   4.   4.   4.   3.87 3.87],
towerse.tower_wall_thickness,m,"[0.03573026 0.02671794 0.02313327 0.01917954 0.01602048 0.01413333
 0.00989141 0.00845522 0.00728356 0.00590058]",
towerse.member.E,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11]",
towerse.member.G,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.member.sigma_y,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.rho,kg/m**3,[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.],
towerse.member.unit_cost,USD/kg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.member.outfitting_factor,,[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07],
towerse.nodes_xyz,m,"[[ 0.          0.          0.        ]
 [ 0.          0.          2.6       ]
 [ 0.          0.          5.2       ]
 [ 0.          0.          7.8       ]
 [ 0.          0.         10.40240741]
 [ 0.          0.         13.00481481]
 [ 0.          0.         15.60722222]
 [ 0.          0.         18.20722222]
 [ 0.          0.         20.80722222]
 [ 0.          0.         23.40722222]
 [ 0.          0.         26.00962963]
 [ 0.          0.         28.61203704]
 [ 0.          0.         31.21444444]
 [ 0.          0.         33.81444444]
 [ 0.          0.         36.41444444]
 [ 0.          0.         39.01444444]
 [ 0.          0.         41.61444444]
 [ 0.          0.         44.21444444]
 [ 0.          0.         46.81444444]
 [ 0.          0.         49.41685185]
 [ 0.          0.         52.01925926]
 [ 0.          0.         54.62166667]
 [ 0.          0.         57.22166667]
 [ 0.          0.         59.82166667]
 [ 0.          0.         62.42166667]
 [ 0.          0.         65.02166667]
 [ 0.          0.         67.62166667]
 [ 0.          0.         70.22166667]
 [ 0.          0.         72.81444444]
 [ 0.          0.         75.40722222]
 [ 0.          0.         78.        ]]",
towerse.s_full,m,"[0.         0.03333333 0.06666667 0.1        0.1333642  0.1667284
 0.20009259 0.23342593 0.26675926 0.30009259 0.33345679 0.36682099
 0.40018519 0.43351852 0.46685185 0.50018519 0.53351852 0.56685185
 0.60018519 0.63354938 0.66691358 0.70027778 0.73361111 0.76694444
 0.80027778 0.83361111 0.86694444 0.90027778 0.93351852 0.96675926
 1.        ]",
towerse.z_full,m,"[ 0.          2.6         5.2         7.8        10.40240741 13.00481481
 15.60722222 18.20722222 20.80722222 23.40722222 26.00962963 28.61203704
 31.21444444 33.81444444 36.41444444 39.01444444 41.61444444 44.21444444
 46.81444444 49.41685185 52.01925926 54.62166667 57.22166667 59.82166667
 62.42166667 65.02166667 67.62166667 70.22166667 72.81444444 75.40722222
 78.        ]",
towerse.d_full,m,"[4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         3.95666667 3.91333333 3.87       3.87       3.87
 3.87      ]",
towerse.member.s_ghost1,,[0.],
towerse.member.s_ghost2,,[1.],
towerse.t_full,m,"[0.03573026 0.03573026 0.03573026 0.02671794 0.02671794 0.02671794
 0.02313327 0.02313327 0.02313327 0.01917954 0.01917954 0.01917954
 0.01602048 0.01602048 0.01602048 0.01413333 0.01413333 0.01413333
 0.00989141 0.00989141 0.00989141 0.00845522 0.00845522 0.00845522
 0.00728356 0.00728356 0.00728356 0.00590058 0.00590058 0.00590058]",
towerse.E_full,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
