variables,units,values,description
towerse.member.ballast_unit_cost,USD/kg,[],
towerse.z_param,m,"[ 0.          8.         16.00740741 24.00740741 32.01481481 40.01481481
 48.01481481 56.02222222 64.02222222 72.02222222 80.        ]",
towerse.member.sec_loc,,"[0.         0.1111454  0.2222908  0.3334362  0.4445816  0.55567556
 0.66682096 0.77796636 0.88906033 1.        ]",normalized sectional location
towerse.member.str_tw,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],structural twist of section
towerse.member.tw_iner,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],inertial twist of section
towerse.member.mass_den,kg/m,"[3065.1710791  2659.50170086 2517.73144041 2134.81918108 1796.23994305
 1556.39797016 1237.51426485  952.99161126  720.04286068  441.84955009]",sectional mass per unit length
towerse.member.foreaft_iner,kg*m,"[5862.58990038 5195.41521084 4829.19972813 4150.96654312 3492.43495429
 3029.37558281 2461.62905232 1836.59575494 1343.46491535  825.48387549]",sectional fore-aft intertia per unit length about the Y_G inertia axis
towerse.member.sideside_iner,kg*m,"[5862.58990038 5195.41521084 4829.19972813 4150.96654312 3492.43495429
 3029.37558281 2461.62905232 1836.59575494 1343.46491535  825.48387549]",sectional side-side intertia per unit length about the Y_G inertia axis
towerse.member.foreaft_stff,N*m**2,"[1.35364912e+11 1.19960109e+11 1.11504337e+11 9.58441973e+10
 8.06389599e+10 6.99470998e+10 5.68380540e+10 4.24062791e+10
 3.10200805e+10 1.90601005e+10]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
towerse.member.sideside_stff,N*m**2,"[1.35364912e+11 1.19960109e+11 1.11504337e+11 9.58441973e+10
 8.06389599e+10 6.99470998e+10 5.68380540e+10 4.24062791e+10
 3.10200805e+10 1.90601005e+10]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
towerse.member.tor_stff,N*m**2,"[1.04126856e+11 9.22770072e+10 8.57725667e+10 7.37263056e+10
 6.20299692e+10 5.38054614e+10 4.37215800e+10 3.26202147e+10
 2.38616004e+10 1.46616158e+10]",sectional torsional stiffness
towerse.member.axial_stff,N,"[7.07736038e+10 6.14068562e+10 5.81334362e+10 4.92921416e+10
 4.14744792e+10 3.59366216e+10 2.85737213e+10 2.20042043e+10
 1.66255086e+10 1.02021336e+10]",sectional axial stiffness
towerse.member.cg_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional center of mass
towerse.member.sc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional shear center
towerse.member.tc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional tension center
towerse.member.axial_load2stress,m**2,"[[ 0.          0.          2.96720795  3.0554083   3.0554083   0.        ]
 [ 0.          0.          3.41981357  3.48079709  3.48079709  0.        ]
 [ 0.          0.          3.61237893  3.70983966  3.70983966  0.        ]
 [ 0.          0.          4.26031398  4.34148778  4.34148778  0.        ]
 [ 0.          0.          5.06335472  5.15607908  5.15607908  0.        ]
 [ 0.          0.          5.84362109  5.94421864  5.94421864  0.        ]
 [ 0.          0.          7.34941023  7.38941555  7.38941555  0.        ]
 [ 0.          0.          9.5436307   9.7432505   9.7432505   0.        ]
 [ 0.          0.         12.63119253 13.09957915 13.09957915  0.        ]
 [ 0.          0.         20.58392953 21.31940492 21.31940492  0.        ]]",
towerse.member.shear_load2stress,m**2,"[[ 4.87144635  4.87144635  0.          0.          0.          1.52770415]
 [ 5.61722299  5.61722299  0.          0.          0.          1.74039855]
 [ 5.93409725  5.93409725  0.          0.          0.          1.85491983]
 [ 7.00144691  7.00144691  0.          0.          0.          2.17074389]
 [ 8.32402843  8.32402843  0.          0.          0.          2.57803954]
 [ 9.60910879  9.60910879  0.          0.          0.          2.97210932]
 [12.08938314 12.08938314  0.          0.          0.          3.69470778]
 [15.70265376 15.70265376  0.          0.          0.          4.87162525]
 [20.78715954 20.78715954  0.          0.          0.          6.54978958]
 [33.88475094 33.88475094  0.          0.          0.         10.65970246]]",
towerse.constr_d_to_t,,"[143.62685028 168.89852237 175.13441129 209.18986509 248.42016708
 286.85714869 368.41892939 463.24896904 593.31258075 967.5       ]",
towerse.constr_taper,,"[0.96950037 0.98836571 0.99301209 0.9814591  0.97990883 0.97990883
 1.         0.9675     1.         1.        ]",
towerse.slope,,"[1.03145912 0.98836571 0.99301209 1.01889116 0.97990883 1.0205031
 1.         0.9675     1.         1.        ]",
towerse.thickness_slope,,"[0.85851915 0.95540102 0.84214787 0.84142201 0.86600654 0.78651778
 0.78237006 0.76788668 0.61324298]",
towerse.member.nu_full,,"[0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3
 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3]",
towerse.member.nodes_r,m,"[1.93900074 1.95933383 1.97966691 2.         1.99224381 1.98448762
 1.97673143 1.97212702 1.96752261 1.9629182  1.9752788  1.9876394
 2.         1.98660589 1.97321177 1.95981766 1.97321177 1.98660589
 2.         2.         2.         2.         1.97833333 1.95666667
 1.935      1.935      1.935      1.935      1.935      1.935
 1.935     ]",
towerse.member.center_of_buoyancy,m,[0. 0. 0.],
towerse.member.displacement,m**3,[0.],
towerse.member.buoyancy_force,N,[0.],
towerse.member.idx_cb,,[0.],
towerse.member.Awater,m**2,[0.],
towerse.member.Iwater,m**4,[0.],
towerse.member.added_mass,kg,[0. 0. 0. 0. 0. 0.],
towerse.member.waterline_centroid,m,[0. 0.],
towerse.member.z_dim,m,"[ 0.          2.66666667  5.33333333  8.         10.6691358  13.3382716
 16.00740741 18.67407407 21.34074074 24.00740741 26.67654321 29.34567901
 32.01481481 34.68148148 37.34814815 40.01481481 42.68148148 45.34814815
 48.01481481 50.68395062 53.35308642 56.02222222 58.68888889 61.35555556
 64.02222222 66.68888889 69.35555556 72.02222222 74.68148148 77.34074074
 80.        ]",
towerse.member.d_eff,m,"[3.87800148 3.91866765 3.95933383 4.         3.98448762 3.96897523
 3.95346285 3.94425403 3.93504522 3.9258364  3.9505576  3.9752788
 4.         3.97321177 3.94642355 3.91963532 3.94642355 3.97321177
 4.         4.         4.         4.         3.95666667 3.91333333
 3.87       3.87       3.87       3.87       3.87       3.87
 3.87      ]",
towerse.tower_cost,USD,[336690.48559901],
towerse.member.section_D,m,"[3.89833457 3.93900074 3.97966691 3.99224381 3.97673143 3.96121904
 3.94885844 3.93964963 3.93044081 3.938197   3.9629182  3.9876394
 3.98660589 3.95981766 3.93302944 3.93302944 3.95981766 3.98660589
 4.         4.         4.         3.97833333 3.935      3.89166667
 3.87       3.87       3.87       3.87       3.87       3.87      ]",
towerse.member.section_t,m,"[0.02934501 0.02934501 0.02934501 0.02519325 0.02519325 0.02519325
 0.02406966 0.02406966 0.02406966 0.02027021 0.02027021 0.02027021
 0.0170558  0.0170558  0.0170558  0.01477044 0.01477044 0.01477044
 0.01161721 0.01161721 0.01161721 0.00908896 0.00908896 0.00908896
 0.00697929 0.00697929 0.00697929 0.00428    0.00428    0.00428   ]",
towerse.member.section_sigma_y,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.turbine_mass,kg,[277567.88185232],
towerse.turbine_center_of_mass,m,[-7.58993912e-01 -2.91141979e-02  5.52986103e+01],
towerse.turbine_I_base,kg*m**2,"[ 1.08001382e+09  1.07945798e+09  8.31711752e+06 -7.97815909e+00
  1.71973505e+05  6.23582332e+03]",
towerse.env.wind.U,m/s,"[ 0.          5.28164738  6.06701965  6.57951155  6.96949811  7.28778526
  7.55857377  7.79513196  8.00603629  8.19680699  8.37146694  8.53266094
  8.68252125  8.82257145  8.95425526  9.07861958  9.19652071  9.30866857
  9.4156587   9.51808871  9.61629031  9.71063706  9.80137112  9.8888647
  9.97336711 10.05509904 10.13425685 10.21101607 10.28533025 10.35755675
 10.42782306]",
towerse.env.windLoads.windLoads_Px,N/m,"[  0.          29.80518724  42.79137205  53.31760263  61.16746421
  67.83567163  73.63896489  78.93851908  83.74181538  88.15613038
  93.29955751  98.27559615 103.13084731 106.07909801 108.81111226
 111.34682567 115.80178363 120.25349652 124.69898093 127.94732036
 131.11154079 134.19684895 135.15283807 135.95915879 136.62409394
 139.30708465 141.93567411 144.51248672 147.03298495 149.50661072
 151.93541385]",
towerse.env.windLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.windLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.windLoads.windLoads_qdyn,N/m**2,"[ 0.         17.0861769  22.54534558 26.51510799 29.75151617 32.5309861
 34.9933729  37.21800041 39.25917793 41.15243243 42.92489351 44.59386047
 46.17403237 47.67563232 49.10944596 50.4830668  51.80279584 53.07392766
 54.30096014 55.48883274 56.63973655 57.75658921 58.84096146 59.89615757
 60.9241815  61.92682271 62.90568667 63.86222012 64.7951613  65.70837642
 66.60293999]",
towerse.env.windLoads.windLoads_z,m,"[ 0.          2.66666667  5.33333333  8.         10.6691358  13.3382716
 16.00740741 18.67407407 21.34074074 24.00740741 26.67654321 29.34567901
 32.01481481 34.68148148 37.34814815 40.01481481 42.68148148 45.34814815
 48.01481481 50.68395062 53.35308642 56.02222222 58.68888889 61.35555556
 64.02222222 66.68888889 69.35555556 72.02222222 74.68148148 77.34074074
 80.        ]",
towerse.env.windLoads.windLoads_beta,deg,[0.],
towerse.env.Px,N/m,"[  0.          29.80518724  42.79137205  53.31760263  61.16746421
  67.83567163  73.63896489  78.93851908  83.74181538  88.15613038
  93.29955751  98.27559615 103.13084731 106.07909801 108.81111226
 111.34682567 115.80178363 120.25349652 124.69898093 127.94732036
 131.11154079 134.19684895 135.15283807 135.95915879 136.62409394
 139.30708465 141.93567411 144.51248672 147.03298495 149.50661072
 151.93541385]",
towerse.env.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.qdyn,N/m**2,"[ 0.         17.0861769  22.54534558 26.51510799 29.75151617 32.5309861
 34.9933729  37.21800041 39.25917793 41.15243243 42.92489351 44.59386047
 46.17403237 47.67563232 49.10944596 50.4830668  51.80279584 53.07392766
 54.30096014 55.48883274 56.63973655 57.75658921 58.84096146 59.89615757
 60.9241815  61.92682271 62.90568667 63.86222012 64.7951613  65.70837642
 66.60293999]",
towerse.g2e.Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Pz,N/m,"[   0.          -29.80518724  -42.79137205  -53.31760263  -61.16746421
  -67.83567163  -73.63896489  -78.93851908  -83.74181538  -88.15613038
  -93.29955751  -98.27559615 -103.13084731 -106.07909801 -108.81111226
 -111.34682567 -115.80178363 -120.25349652 -124.69898093 -127.94732036
 -131.11154079 -134.19684895 -135.15283807 -135.95915879 -136.62409394
 -139.30708465 -141.93567411 -144.51248672 -147.03298495 -149.50661072
 -151.93541385]",
towerse.g2e.qdyn,Pa,"[ 0.         17.0861769  22.54534558 26.51510799 29.75151617 32.5309861
 34.9933729  37.21800041 39.25917793 41.15243243 42.92489351 44.59386047
 46.17403237 47.67563232 49.10944596 50.4830668  51.80279584 53.07392766
 54.30096014 55.48883274 56.63973655 57.75658921 58.84096146 59.89615757
 60.9241815  61.92682271 62.90568667 63.86222012 64.7951613  65.70837642
 66.60293999]",
towerse.tower.section_L,m,"[2.66666667 2.66666667 2.66666667 2.6691358  2.6691358  2.6691358
 2.66666667 2.66666667 2.66666667 2.6691358  2.6691358  2.6691358
 2.66666667 2.66666667 2.66666667 2.66666667 2.66666667 2.66666667
 2.6691358  2.6691358  2.6691358  2.66666667 2.66666667 2.66666667
 2.66666667 2.66666667 2.66666667 2.65925926 2.65925926 2.65925926]",
towerse.tower.f1,Hz,[0.3099991],
towerse.tower.f2,Hz,[0.31027567],
towerse.tower.structural_frequencies,Hz,[0.3099991  0.31027567 1.33186689 1.93192081 1.97609502 4.08024336],
towerse.tower.fore_aft_modes,,"[[ 1.12500180e+00 -2.59857987e-01  3.14428206e-01 -1.92787255e-01
   1.32152403e-02]
 [-4.41616480e+02  2.73218174e+02  4.12396717e+02 -5.16145610e+02
   2.73147199e+02]
 [-8.01493299e+01  1.43546410e+02 -9.58208118e+01  1.07352359e+02
  -7.39286277e+01]]",
towerse.tower.side_side_modes,,"[[ 1.12416500e+00 -2.60151619e-01  3.17226623e-01 -1.96419799e-01
   1.51797953e-02]
 [-1.51545334e+03  8.86749199e+02  1.52929902e+03 -1.92025476e+03
   1.02033551e+03]
 [-7.88201452e+01  1.40345400e+02 -9.40389150e+01  1.06138724e+02
  -7.26250631e+01]]",
towerse.tower.torsion_modes,,"[[  5.00596345 -19.42824329  36.58462949 -32.20483522  11.04248556]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]",
towerse.tower.fore_aft_freqs,Hz,[0.31027567 1.97609502 4.11791425],
towerse.tower.side_side_freqs,Hz,[0.3099991  1.93192081 4.08024336],
towerse.tower.torsion_freqs,Hz,[7.87649457 0.         0.        ],
towerse.tower.tower_deflection,m,"[[0.        ]
 [0.00101609]
 [0.00385007]
 [0.00838824]
 [0.01468614]
 [0.02279711]
 [0.03267518]
 [0.0443022 ]
 [0.05766494]
 [0.07270297]
 [0.08952231]
 [0.1081344 ]
 [0.12842167]
 [0.15042855]
 [0.17422241]
 [0.19973785]
 [0.22703068]
 [0.2560711 ]
 [0.28670808]
 [0.31906355]
 [0.35311929]
 [0.38873056]
 [0.42597223]
 [0.46488173]
 [0.50531796]
 [0.54738621]
 [0.59097418]
 [0.63581618]
 [0.68199955]
 [0.72935343]
 [0.77744828]]",
towerse.tower.top_deflection,m,[0.77744828],
towerse.tower.tower_Fz,N,"[[-2343263.20292521]
 [-2263012.49841379]
 [-2181897.43654625]
 [-2111862.08904993]
 [-2042080.71717957]
 [-1972556.01852849]
 [-1906360.62198389]
 [-1840306.67136269]
 [-1774395.33515982]
 [-1718628.17073779]
 [-1662497.39353851]
 [-1606003.37795854]
 [-1558436.11271371]
 [-1511180.3999856 ]
 [-1464236.7875349 ]
 [-1423513.11509388]
 [-1382501.38485733]
 [-1341201.60929288]
 [-1308476.58168037]
 [-1275743.08164191]
 [-1243001.32456958]
 [-1217449.8201168 ]
 [-1192171.01990927]
 [-1167165.30657208]
 [-1147971.80387028]
 [-1128771.28991697]
 [-1109563.90481715]
 [-1097657.76989906]
 [-1085745.06102739]
 [-1073825.89895708]]",
towerse.tower.tower_Vx,N,"[[446094.47998938]
 [446122.0023137 ]
 [446148.37959692]
 [446161.98333309]
 [446185.38385503]
 [446208.00806706]
 [446223.66828936]
 [446244.85710059]
 [446265.20397791]
 [446255.06418003]
 [446275.06047277]
 [446294.05526789]
 [446275.63949451]
 [446290.18821341]
 [446303.9500501 ]
 [446287.76181711]
 [446302.67507273]
 [446316.60735573]
 [446277.71666116]
 [446288.19496801]
 [446297.78948601]
 [446257.80151965]
 [446263.80394226]
 [446268.97139612]
 [446230.7733254 ]
 [446236.30117451]
 [446240.87499181]
 [446182.77168765]
 [446185.45201882]
 [446187.17129463]]",
towerse.tower.tower_Vy,N,"[[4081.32904576]
 [4081.55400316]
 [4081.76874745]
 [4081.87843228]
 [4082.06718552]
 [4082.24873811]
 [4082.37295156]
 [4082.54103528]
 [4082.70136744]
 [4082.61563218]
 [4082.7712063 ]
 [4082.91779732]
 [4082.76545224]
 [4082.87459734]
 [4082.97639464]
 [4082.84139773]
 [4082.9500065 ]
 [4083.04984281]
 [4082.73888932]
 [4082.80957643]
 [4082.87221376]
 [4082.55646557]
 [4082.58897723]
 [4082.61361494]
 [4082.31630854]
 [4082.34017076]
 [4082.35536123]
 [4081.92629667]
 [4081.92413065]
 [4081.91324076]]",
towerse.tower.tower_Mxx,N*m,"[[-297915.33122594]
 [-286977.63142881]
 [-276010.40542324]
 [-265004.97219632]
 [-253972.25020146]
 [-242915.17174661]
 [-231846.20266526]
 [-220757.21179877]
 [-209651.04683429]
 [-198518.01312752]
 [-187368.59079049]
 [-176206.09932144]
 [-165041.75388335]
 [-153864.74154798]
 [-142677.26825454]
 [-131480.10089459]
 [-120273.70460784]
 [-109060.98582232]
 [ -97831.93936099]
 [ -86596.0883534 ]
 [ -75355.86477774]
 [ -64121.83620193]
 [ -52882.96437338]
 [ -41641.41167078]
 [ -30397.54708743]
 [ -19152.13640018]
 [  -7908.15231738]
 [   3302.67722148]
 [  14508.40779985]
 [  25704.84412546]]",
towerse.tower.tower_Myy,N*m,"[[36449741.84750628]
 [35253556.02226672]
 [34053741.14099716]
 [32849353.62845282]
 [31641578.3841756 ]
 [30430760.68182516]
 [29218281.33883187]
 [28003262.83427501]
 [26786043.99081483]
 [25565554.20108232]
 [24342921.30760661]
 [23118548.19975612]
 [21893661.02369249]
 [20667035.8689923 ]
 [19438933.51029879]
 [18209426.42004341]
 [16978543.04389361]
 [15746643.46272206]
 [14512602.94895798]
 [13277396.53263658]
 [12041320.43614838]
 [10805485.1646477 ]
 [ 9568571.01384425]
 [ 8330820.30263418]
 [ 7092175.85802761]
 [ 5852594.231172  ]
 [ 4612433.96602339]
 [ 3374950.91827513]
 [ 2136732.84992746]
 [  898274.32769734]]",
towerse.tower.tower_Mzz,N*m,"[[346505.7690052 ]
 [346504.5219821 ]
 [346503.29015158]
 [346506.44492542]
 [346505.60150598]
 [346504.75493717]
 [346505.14733324]
 [346504.25552673]
 [346503.36157883]
 [346507.14521752]
 [346506.00136091]
 [346504.86558496]
 [346509.0287836 ]
 [346508.28300281]
 [346507.53339437]
 [346511.18618572]
 [346509.99743075]
 [346508.81801096]
 [346516.16696985]
 [346515.20253116]
 [346514.23784815]
 [346523.69073824]
 [346523.23211733]
 [346522.77381523]
 [346535.75948015]
 [346534.78720364]
 [346533.81457742]
 [346568.2330696 ]
 [346567.25002845]
 [346566.26645009]]",
towerse.tower.turbine_F,N,"[[  446079.36238067]
 [    4081.20413952]
 [-2422624.10186586]]",
towerse.tower.turbine_M,N*m,"[[ -308818.82909709]
 [37641742.12431937]
 [  346476.64483981]]",
towerse.post.axial_stress,Pa,"[[ 1.06707130e+08]
 [ 1.01002748e+08]
 [ 9.55065358e+07]
 [ 1.06256981e+08]
 [ 1.03157926e+08]
 [ 9.99930254e+07]
 [ 1.01018902e+08]
 [ 9.72429581e+07]
 [ 9.34203003e+07]
 [ 1.05035822e+08]
 [ 9.86048650e+07]
 [ 9.23228801e+07]
 [ 1.03529901e+08]
 [ 9.89121821e+07]
 [ 9.41451139e+07]
 [ 1.01355666e+08]
 [ 9.28478901e+07]
 [ 8.45588881e+07]
 [ 9.76255594e+07]
 [ 8.87383279e+07]
 [ 7.98447362e+07]
 [ 9.15020170e+07]
 [ 8.18527681e+07]
 [ 7.17306847e+07]
 [ 7.84051195e+07]
 [ 6.24092044e+07]
 [ 4.64059173e+07]
 [ 4.93578695e+07]
 [ 2.32060231e+07]
 [-2.94504320e+06]]",
towerse.post.shear_stress,Pa,"[[ 2736551.19211781]
 [ 2702706.74760041]
 [ 2669666.62040394]
 [ 3094866.87532026]
 [ 3109485.52905452]
 [ 3124233.61332294]
 [ 3281570.35247804]
 [ 3290908.81222501]
 [ 3300293.38490802]
 [ 3905947.30964202]
 [ 3876877.68452851]
 [ 3848222.05142189]
 [ 4571225.98408401]
 [ 4608399.72684066]
 [ 4646158.30540753]
 [ 5361894.28326057]
 [ 5318616.00888239]
 [ 5276006.41139655]
 [ 6675724.04749558]
 [ 6675847.16295963]
 [ 6675959.59261558]
 [ 8582745.61484751]
 [ 8695950.55783121]
 [ 8812084.73048872]
 [11545994.7408758 ]
 [11546103.28068031]
 [11546191.98576341]
 [18813739.0156003 ]
 [18813819.35455627]
 [18813867.12132285]]",
towerse.post.hoop_stress,Pa,"[[  -602.90304826]
 [ -1413.12980565]
 [ -1767.52121457]
 [ -2371.03839996]
 [ -2614.28502517]
 [ -2823.18813557]
 [ -3151.0115667 ]
 [ -3329.32710673]
 [ -3492.37754995]
 [ -4348.5825333 ]
 [ -4555.12939571]
 [ -4753.85081378]
 [ -5844.5050719 ]
 [ -5986.64506025]
 [ -6118.45608593]
 [ -7260.16245724]
 [ -7494.94028643]
 [ -7725.56255271]
 [-10084.71203897]
 [-10299.5397206 ]
 [-10507.84388401]
 [-13622.97791978]
 [-13721.52771376]
 [-13808.18020656]
 [-18191.54883711]
 [-18484.96644752]
 [-18771.55650684]
 [-31086.83978485]
 [-31532.91730017]
 [-31969.72182767]]",
towerse.post.hoop_stress_euro,Pa,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.post.constr_stress,,"[[0.41656933]
 [0.39433632]
 [0.37291523]
 [0.41493384]
 [0.40286895]
 [0.39054893]
 [0.39460298]
 [0.37990498]
 [0.36502739]
 [0.410497  ]
 [0.38545851]
 [0.36100561]
 [0.404957  ]
 [0.38702316]
 [0.36851675]
 [0.3969571 ]
 [0.36389925]
 [0.33171483]
 [0.38342039]
 [0.34902507]
 [0.31466321]
 [0.36156295]
 [0.32461164]
 [0.28603889]
 [0.31560422]
 [0.25562113]
 [0.19710726]
 [0.23071409]
 [0.15605516]
 [0.12760005]]",
towerse.post.constr_shell_buckling,,"[[0.02210249]
 [0.0212788 ]
 [0.02045172]
 [0.02587216]
 [0.02503723]
 [0.02420435]
 [0.02546957]
 [0.02459814]
 [0.02372803]
 [0.03222246]
 [0.03119058]
 [0.03015226]
 [0.03935956]
 [0.03824213]
 [0.03712988]
 [0.04660214]
 [0.04521751]
 [0.04382851]
 [0.06797955]
 [0.06629496]
 [0.06460972]
 [0.10550494]
 [0.10317255]
 [0.10087392]
 [0.17686971]
 [0.17396026]
 [0.1710492 ]
 [0.52269797]
 [0.517164  ]
 [0.51162535]]",
towerse.post.constr_global_buckling,,"[[1.00000116]
 [0.94457581]
 [0.89140375]
 [1.00000331]
 [0.97016414]
 [0.939806  ]
 [0.95173038]
 [0.91591715]
 [0.87978089]
 [1.00000094]
 [0.93950785]
 [0.88064016]
 [1.00000158]
 [0.95865176]
 [0.91608268]
 [1.00000055]
 [0.9213398 ]
 [0.84503465]
 [0.99999971]
 [0.92026087]
 [0.84070965]
 [1.00000878]
 [0.91856764]
 [0.83306714]
 [0.97642004]
 [0.8318768 ]
 [0.68776649]
 [0.93204932]
 [0.68515307]
 [0.43918407]]",
