variables,units,values,description
drivese.generator_rotor_I,kg*m**2,[6484.95792033 3537.26346598 3537.26346598],
drivese.generator_stator_I,kg*m**2,[6484.95792033 3537.26346598 3537.26346598],
drivese.nose_mass,kg,[0.],
drivese.nose_cm,m,[0.],
drivese.nose_I,kg*m**2,[0. 0. 0.],
drivese.lss_mass,kg,[6890.02539724],
drivese.lss_cm,m,[1.46909635],
drivese.lss_I,kg*m**2,[ 286.73701944 5661.13051534 5661.13051534],
drivese.converter_mass,kg,[1626.475],
drivese.converter_cm,m,[0.     2.7075 0.7725],
drivese.converter_I,kg*m**2,[647.07274781 647.07274781 647.07274781],
drivese.transformer_mass,kg,[5165.5],
drivese.transformer_cm,m,[ 0.     -2.7075  0.7725],
drivese.transformer_I,kg*m**2,[2055.02960625 2055.02960625 2055.02960625],
drivese.yaw_mass,kg,[5259.34297964],
drivese.yaw_cm,m,[0. 0. 0.],
drivese.yaw_I,kg*m**2,[0. 0. 0.],
drivese.bedplate_mass,kg,[19857.99688891],
drivese.bedplate_cm,m,[-1.09690697  0.          0.54639972],
drivese.bedplate_I,kg*m**2,"[ 18639.50590711 104991.33922465 120535.25419263      0.
      0.              0.        ]",
drivese.hvac_mass,kg,[187.91081295],
drivese.hvac_cm,m,[-3.81690365],
drivese.hvac_I,m,[93.0502871  46.52514355 46.52514355],
drivese.platform_mass,kg,[20368.584],
drivese.platform_cm,m,[0. 0. 0.],
drivese.platform_I,m,[101688.7977144 101688.7977144 203372.1638064],
drivese.cover_mass,kg,[3267.45461965],
drivese.cover_cm,m,[-0.3903093   0.          1.14458092],
drivese.cover_I,m,[ 47.19649496 118.23792642 115.78736891],
drivese.x_bedplate,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
drivese.constr_height,m,[1.14279944],
drivese.uptower,Unavailable,True,
drivese.L_drive,m,[7.836],
drivese.shaft_start,m,[0.         0.         1.14279944],
drivese.blades_mass,kg,[26708.19898249],
drivese.hub_system_mass,kg,[4834.08744682],
drivese.nacelle_mass,kg,[118905.51600416],
drivese.hub_system_cm,m,[1.85215349],
drivese.nacelle_cm,m,[ 0.80217974 -0.08058424  0.68864366],
drivese.hub_system_I,kg*m**2,"[18693.08866155 11134.77353775 11134.77353775     0.
     0.             0.        ]",
drivese.nacelle_I_TT,kg*m**2,"[ 2.67037529e+05  7.87418285e+05  8.77701285e+05 -1.57336670e+01
 -8.16595968e+04  7.38851881e+03]",
drivese.s_lss,m,[-0.08090365  0.01909635  0.51909635  1.01909635  3.01909635],
drivese.F_hub,N,"[[428659.32072025]
 [ -1372.55539734]
 [  3063.66735319]]",
drivese.M_hub,N*m,"[[2827698.96001464]
 [-177061.99265126]
 [ 471726.47728173]]",
drivese.s_mb1,m,[1.01909635],
drivese.s_mb2,m,[0.01909635],
drivese.carrier_mass,kg,[8566.66666667],
drivese.carrier_I,kg*m**2,[1437.80958984  718.90479492  718.90479492],
drivese.lss_E,Pa,[2.1e+11],
drivese.lss_G,Pa,[8.07692308e+10],
drivese.lss_Xy,Pa,[4.5e+08],
drivese.s_hss,m,[-2.81690365 -2.06690365 -1.31690365],
drivese.s_generator,m,[-3.81690365],
drivese.hss_E,Pa,[2.1e+11],
drivese.hss_G,Pa,[8.07692308e+10],
drivese.hss_Xy,Pa,[4.5e+08],
drivese.s_drive,m,"[-4.81690365 -3.81690365 -2.81690365 -2.06690365 -1.31690365 -0.69890365
 -0.08090365  0.01909635  0.51909635  1.01909635  2.01909635  3.01909635]",
drivese.bedplate_web_height,m,[0.99279944],
drivese.mb1_max_defl_ang,rad,[0.00872665],
drivese.mb2_max_defl_ang,rad,[0.078],
drivese.F_mb1,N,"[[ 400162.8756474 ]
 [  -1372.55539734]
 [-322676.43277255]]",
drivese.F_mb2,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.F_torq,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.F_generator,N,"[[ -27204.06999077]
 [     -0.        ]
 [-310967.08871482]]",
drivese.M_mb1,N*m,"[[-0.]
 [-0.]
 [-0.]]",
drivese.M_mb2,N*m,"[[    -0.        ]
 [ 15545.33517798]
 [475174.76802054]]",
drivese.M_torq,N*m,"[[2827698.96001464]
 [     -0.        ]
 [     -0.        ]]",
drivese.M_generator,N*m,"[[  29151.53567025]
 [-702305.3135519 ]
 [     -0.        ]]",
drivese.other_mass,kg,[35875.26741224],
drivese.bedplate_E,Pa,[2.1e+11],
drivese.bedplate_G,Pa,[8.07692308e+10],
drivese.bedplate_Xy,Pa,[4.5e+08],
drivese.lss_spring_constant,N*m/rad,[2.83522415e+08],
drivese.hss_spring_constant,N*m/rad,[36368428.31277599],
drivese.damping_ratio,,[0.01],
towerse.hub_height,m,[80.],
towerse.tower_height,m,[78.],
towerse.foundation_height,m,[0.],
towerse.tower_s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]",
towerse.member.s_const1,,[0.],
towerse.member.s_const2,,[0.],
towerse.joint1,m,[0. 0. 0.],
towerse.joint2,m,[ 0.  0. 78.],
towerse.tower_layer_thickness,m,"[[0.04237849 0.02908202 0.02435386 0.02191269 0.0164464  0.01559457
  0.01267209 0.00711073 0.0097997  0.00476741 0.00703374]]",
towerse.tower_outer_diameter_in,m,[4.   4.   4.   4.   4.   4.   4.   4.   4.   3.87 3.87],
towerse.E_mat,Pa,"[[4.560e+06 4.560e+06 4.560e+06]
 [2.179e+10 1.467e+10 1.467e+10]
 [1.392e+10 1.392e+10 1.392e+10]
 [4.200e+10 1.230e+10 1.230e+10]
 [5.000e+07 5.000e+07 5.000e+07]
 [5.000e+07 5.000e+07 5.000e+07]
 [4.560e+06 4.560e+06 4.560e+06]
 [1.000e+06 1.000e+06 1.000e+06]
 [2.100e+11 2.100e+11 2.100e+11]]",
towerse.E_user,Pa,[0.],
towerse.G_mat,Pa,"[[1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [9.41300000e+09 9.41300000e+09 9.41300000e+09]
 [1.15000000e+10 1.15000000e+10 1.15000000e+10]
 [3.47000000e+09 3.47000000e+09 3.47000000e+09]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [3.84615385e+05 3.84615385e+05 3.84615385e+05]
 [8.07692308e+10 8.07692308e+10 8.07692308e+10]]",
towerse.sigma_y_mat,Pa,[0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 4.5e+08],
towerse.sigma_ult_mat,Pa,"[[0.00e+00 0.00e+00 0.00e+00]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [0.00e+00 0.00e+00 0.00e+00]
 [3.55e+08 3.55e+08 3.55e+08]]",
towerse.wohler_exp_mat,,[1. 1. 1. 1. 1. 1. 1. 1. 1.],
towerse.wohler_A_mat,,"[0.00e+00 6.00e+08 6.00e+08 6.00e+08 6.90e+05 6.90e+05 6.90e+05 0.00e+00
 3.55e+08]",
towerse.rho_mat,kg/m**3,[1100. 1845. 1845. 1940.  110.  110. 1100. 1150. 8500.],
towerse.unit_cost_mat,USD/kg,[ 7.23  2.86  3.    1.87 13.   13.    0.    3.63  0.  ],
towerse.outfitting_factor_in,,[1.07],
towerse.rho_water,kg/m**3,[0.],
towerse.tower_layer_materials,Unavailable,['steel'],
towerse.member.ballast_materials,Unavailable,[],
towerse.material_names,Unavailable,"['paint', 'triax', 'biax', 'ud', 'balsa', 'foam', 'adhesive', 'resin', 'steel']",
towerse.member.gc.d,m,[4.   4.   4.   4.   4.   4.   4.   4.   4.   3.87 3.87],
towerse.member.gc.t,m,"[0.03573026 0.02671794 0.02313327 0.01917954 0.01602048 0.01413333
 0.00989141 0.00845522 0.00728356 0.00590058]",
towerse.member.s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]",
towerse.member.height,m,[78.],
towerse.tower_outer_diameter,m,[4.   4.   4.   4.   4.   4.   4.   4.   4.   3.87 3.87],
towerse.tower_wall_thickness,m,"[0.03573026 0.02671794 0.02313327 0.01917954 0.01602048 0.01413333
 0.00989141 0.00845522 0.00728356 0.00590058]",
towerse.member.E,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11]",
towerse.member.G,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.member.sigma_y,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.rho,kg/m**3,[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.],
towerse.member.unit_cost,USD/kg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.member.outfitting_factor,,[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07],
towerse.nodes_xyz,m,"[[ 0.          0.          0.        ]
 [ 0.          0.          2.6       ]
 [ 0.          0.          5.2       ]
 [ 0.          0.          7.8       ]
 [ 0.          0.         10.40240741]
 [ 0.          0.         13.00481481]
 [ 0.          0.         15.60722222]
 [ 0.          0.         18.20722222]
 [ 0.          0.         20.80722222]
 [ 0.          0.         23.40722222]
 [ 0.          0.         26.00962963]
 [ 0.          0.         28.61203704]
 [ 0.          0.         31.21444444]
 [ 0.          0.         33.81444444]
 [ 0.          0.         36.41444444]
 [ 0.          0.         39.01444444]
 [ 0.          0.         41.61444444]
 [ 0.          0.         44.21444444]
 [ 0.          0.         46.81444444]
 [ 0.          0.         49.41685185]
 [ 0.          0.         52.01925926]
 [ 0.          0.         54.62166667]
 [ 0.          0.         57.22166667]
 [ 0.          0.         59.82166667]
 [ 0.          0.         62.42166667]
 [ 0.          0.         65.02166667]
 [ 0.          0.         67.62166667]
 [ 0.          0.         70.22166667]
 [ 0.          0.         72.81444444]
 [ 0.          0.         75.40722222]
 [ 0.          0.         78.        ]]",
towerse.s_full,m,"[0.         0.03333333 0.06666667 0.1        0.1333642  0.1667284
 0.20009259 0.23342593 0.26675926 0.30009259 0.33345679 0.36682099
 0.40018519 0.43351852 0.46685185 0.50018519 0.53351852 0.56685185
 0.60018519 0.63354938 0.66691358 0.70027778 0.73361111 0.76694444
 0.80027778 0.83361111 0.86694444 0.90027778 0.93351852 0.96675926
 1.        ]",
towerse.z_full,m,"[ 0.          2.6         5.2         7.8        10.40240741 13.00481481
 15.60722222 18.20722222 20.80722222 23.40722222 26.00962963 28.61203704
 31.21444444 33.81444444 36.41444444 39.01444444 41.61444444 44.21444444
 46.81444444 49.41685185 52.01925926 54.62166667 57.22166667 59.82166667
 62.42166667 65.02166667 67.62166667 70.22166667 72.81444444 75.40722222
 78.        ]",
towerse.d_full,m,"[4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         3.95666667 3.91333333 3.87       3.87       3.87
 3.87      ]",
towerse.member.s_ghost1,,[0.],
towerse.member.s_ghost2,,[1.],
towerse.t_full,m,"[0.03573026 0.03573026 0.03573026 0.02671794 0.02671794 0.02671794
 0.02313327 0.02313327 0.02313327 0.01917954 0.01917954 0.01917954
 0.01602048 0.01602048 0.01602048 0.01413333 0.01413333 0.01413333
 0.00989141 0.00989141 0.00989141 0.00845522 0.00845522 0.00845522
 0.00728356 0.00728356 0.00728356 0.00590058 0.00590058 0.00590058]",
towerse.E_full,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
towerse.G_full,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.sigma_y_full,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.rho_full,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.outfitting_full,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07]",
towerse.member.unit_cost_full,USD/kg,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
towerse.labor_cost_rate,USD/min,[0.98],
towerse.painting_cost_rate,USD/m**2,[30.],
towerse.rna_mass,kg,[150447.80243348],
towerse.rna_I,kg*m**2,"[ 8.95752899e+06  8.15112989e+06  8.14950371e+06 -1.57336670e+01
  1.50166235e+05  7.38851881e+03]",
towerse.rna_cg,m,[-1.38945359 -0.06368927  0.96087605],
towerse.tower_mass,kg,[147332.71518246],
towerse.tower_center_of_mass,m,[27.07229213],
towerse.tower_I_base,kg*m**2,"[1.70193856e+08 1.70193856e+08 5.80876164e+05 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.env.Uref,m/s,[19.21295752],
towerse.wind_reference_height,m,[80.],
towerse.z0,m,[0.],
towerse.shearExp,,[0.2],
towerse.env.windLoads.U,m/s,"[ 0.          9.68212967 11.12184642 12.06132849 12.7762381  13.35971088
 13.85611081 14.28976095 14.67638332 15.02609744 15.34627791 15.64177307
 15.9164917  16.17322679 16.4146249  16.64260519 16.85873738 17.06432286
 17.26045341 17.44822448 17.62824419 17.80119734 17.96752781 18.12791795
 18.28282478 18.43265288 18.57776219 18.71847448 18.85470462 18.98710769
 19.11591742]",
towerse.beta_wind,deg,[0.],
towerse.rho_air,kg/m**3,[1.225],
towerse.mu_air,kg/m/s,[1.81e-05],
towerse.cd_usr,,[-1.],
towerse.env.distLoads.windLoads_Px,N/m,"[  0.         133.25997181 185.08745737 223.30611599 255.00310617
 282.93367396 308.32150571 331.51355516 352.82360632 372.4959881
 390.80476934 407.95630687 424.12288764 439.4255487  453.98711696
 467.89493906 481.22108366 494.0257797  506.3599279  518.27781135
 529.80530677 540.97495987 551.8053273  562.33184693 572.57658708
 575.50539119 577.97639406 580.01031426 589.00702974 597.80642811
 606.419755  ]",
towerse.env.distLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_qdyn,N/m**2,"[  0.          57.41797639  75.76347406  89.10383252  99.97975926
 109.32014828 117.59498169 125.07082666 131.93018923 138.29245757
 144.24880047 149.85735211 155.1675086  160.2136246  165.03194518
 169.64798825 174.08292836 178.35455783 182.47799177 186.46982923
 190.33743334 194.09060877 197.73463403 201.28061309 204.73528023
 208.10464889 211.39411431 214.60853819 217.74368041 220.81253334
 223.81870791]",
towerse.env.distLoads.windLoads_z,m,"[ 0.          2.6         5.2         7.8        10.40240741 13.00481481
 15.60722222 18.20722222 20.80722222 23.40722222 26.00962963 28.61203704
 31.21444444 33.81444444 36.41444444 39.01444444 41.61444444 44.21444444
 46.81444444 49.41685185 52.01925926 54.62166667 57.22166667 59.82166667
 62.42166667 65.02166667 67.62166667 70.22166667 72.81444444 75.40722222
 78.        ]",
towerse.env.distLoads.windLoads_beta,deg,[0.],
towerse.env.distLoads.waveLoads_Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_qdyn,N/m**2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_z,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_beta,deg,[0.],
towerse.yaw,deg,[0.],
towerse.s_all,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Px_global,N/m,"[  0.         133.25997181 185.08745737 223.30611599 255.00310617
 282.93367396 308.32150571 331.51355516 352.82360632 372.4959881
 390.80476934 407.95630687 424.12288764 439.4255487  453.98711696
 467.89493906 481.22108366 494.0257797  506.3599279  518.27781135
 529.80530677 540.97495987 551.8053273  562.33184693 572.57658708
 575.50539119 577.97639406 580.01031426 589.00702974 597.80642811
 606.419755  ]",
towerse.g2e.Py_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Pz_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.qdyn_global,Pa,"[  0.          57.41797639  75.76347406  89.10383252  99.97975926
 109.32014828 117.59498169 125.07082666 131.93018923 138.29245757
 144.24880047 149.85735211 155.1675086  160.2136246  165.03194518
 169.64798825 174.08292836 178.35455783 182.47799177 186.46982923
 190.33743334 194.09060877 197.73463403 201.28061309 204.73528023
 208.10464889 211.39411431 214.60853819 217.74368041 220.81253334
 223.81870791]",
towerse.lc:Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Pz,N/m,"[   0.         -133.25997181 -185.08745737 -223.30611599 -255.00310617
 -282.93367396 -308.32150571 -331.51355516 -352.82360632 -372.4959881
 -390.80476934 -407.95630687 -424.12288764 -439.4255487  -453.98711696
 -467.89493906 -481.22108366 -494.0257797  -506.3599279  -518.27781135
 -529.80530677 -540.97495987 -551.8053273  -562.33184693 -572.57658708
 -575.50539119 -577.97639406 -580.01031426 -589.00702974 -597.80642811
 -606.419755  ]",
towerse.lc:qdyn,Pa,"[  0.          57.41797639  75.76347406  89.10383252  99.97975926
 109.32014828 117.59498169 125.07082666 131.93018923 138.29245757
 144.24880047 149.85735211 155.1675086  160.2136246  165.03194518
 169.64798825 174.08292836 178.35455783 182.47799177 186.46982923
 190.33743334 194.09060877 197.73463403 201.28061309 204.73528023
 208.10464889 211.39411431 214.60853819 217.74368041 220.81253334
 223.81870791]",
towerse.section_A,m**2,"[0.47613816 0.47613816 0.47613816 0.35685032 0.35685032 0.35685032
 0.30925149 0.30925149 0.30925149 0.25665192 0.25665192 0.25665192
 0.21454893 0.21454893 0.21454893 0.18936548 0.18936548 0.18936548
 0.13267119 0.13267119 0.13267119 0.11344868 0.11344868 0.11344868
 0.097226   0.09616504 0.09510408 0.07664368 0.07664368 0.07664368]",
towerse.section_Asx,m**2,"[0.27129398 0.27129398 0.27129398 0.20311188 0.20311188 0.20311188
 0.17594678 0.17594678 0.17594678 0.14595448 0.14595448 0.14595448
 0.12196729 0.12196729 0.12196729 0.10762799 0.10762799 0.10762799
 0.07536927 0.07536927 0.07536927 0.06443881 0.06443881 0.06443881
 0.05521739 0.05461533 0.05401327 0.0435222  0.0435222  0.0435222 ]",
towerse.section_Asy,m**2,"[0.27129398 0.27129398 0.27129398 0.20311188 0.20311188 0.20311188
 0.17594678 0.17594678 0.17594678 0.14595448 0.14595448 0.14595448
 0.12196729 0.12196729 0.12196729 0.10762799 0.10762799 0.10762799
 0.07536927 0.07536927 0.07536927 0.06443881 0.06443881 0.06443881
 0.05521739 0.05461533 0.05401327 0.0435222  0.0435222  0.0435222 ]",
towerse.section_Ixx,kg*m**2,"[0.93541575 0.93541575 0.93541575 0.70423001 0.70423001 0.70423001
 0.61139036 0.61139036 0.61139036 0.50840497 0.50840497 0.50840497
 0.42567445 0.42567445 0.42567445 0.37606406 0.37606406 0.37606406
 0.26403333 0.26403333 0.26403333 0.22594015 0.22594015 0.22594015
 0.19164812 0.18544238 0.17937207 0.14304872 0.14304872 0.14304872]",
towerse.section_Iyy,kg*m**2,"[0.93541575 0.93541575 0.93541575 0.70423001 0.70423001 0.70423001
 0.61139036 0.61139036 0.61139036 0.50840497 0.50840497 0.50840497
 0.42567445 0.42567445 0.42567445 0.37606406 0.37606406 0.37606406
 0.26403333 0.26403333 0.26403333 0.22594015 0.22594015 0.22594015
 0.19164812 0.18544238 0.17937207 0.14304872 0.14304872 0.14304872]",
towerse.section_J0,kg*m**2,"[1.8708315  1.8708315  1.8708315  1.40846002 1.40846002 1.40846002
 1.22278072 1.22278072 1.22278072 1.01680993 1.01680993 1.01680993
 0.8513489  0.8513489  0.8513489  0.75212812 0.75212812 0.75212812
 0.52806665 0.52806665 0.52806665 0.45188029 0.45188029 0.45188029
 0.38329624 0.37088475 0.35874413 0.28609744 0.28609744 0.28609744]",
towerse.section_rho,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.section_E,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
towerse.section_G,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.tower.rna_F,N,"[[  426761.36319917]
 [   -1372.56489362]
 [-1173023.15622916]]",
towerse.tower.rna_M,N*m,"[[ -5276.5228104 ]
 [384169.91447959]
 [318902.05883011]]",
towerse.Px,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Py,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Pz,N/m,"[[   0.        ]
 [-133.25997181]
 [-185.08745737]
 [-223.30611599]
 [-255.00310617]
 [-282.93367396]
 [-308.32150571]
 [-331.51355516]
 [-352.82360632]
 [-372.4959881 ]
 [-390.80476934]
 [-407.95630687]
 [-424.12288764]
 [-439.4255487 ]
 [-453.98711696]
 [-467.89493906]
 [-481.22108366]
 [-494.0257797 ]
 [-506.3599279 ]
 [-518.27781135]
 [-529.80530677]
 [-540.97495987]
 [-551.8053273 ]
 [-562.33184693]
 [-572.57658708]
 [-575.50539119]
 [-577.97639406]
 [-580.01031426]
 [-589.00702974]
 [-597.80642811]
 [-606.419755  ]]",
