variables,units,values,description
towerse.lc:Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Pz,N/m,"[   0.         -178.94965147 -246.6311786  -297.95114571 -341.16235653
 -378.21418631 -410.70190195 -439.81321386 -466.35263465 -490.84308843
 -513.6770882  -535.10693315 -555.34288083 -559.90015644 -562.70767073
 -563.9038381  -562.26969866 -559.1447552  -554.59983563 -546.21193482
 -536.33047444 -524.96732205 -508.72776225 -490.70930124 -471.02922817
 -446.39681525 -421.4938864  -396.44415992 -403.12103093 -409.67128583
 -416.10248463]",
towerse.lc:qdyn,Pa,"[  0.          73.61025718  97.12931666 114.2317518  128.17476782
 140.14921348 150.75760919 160.34169602 169.135448   177.2919216
 184.92799587 192.11819926 198.92585794 205.39501481 211.57213632
 217.48993662 223.17556162 228.65182121 233.93809306 239.0556573
 244.01395348 248.82555128 253.49721777 258.04318833 262.47209636
 266.79165114 271.00876938 275.12968382 279.14895861 283.08325007
 286.9371874 ]",
towerse.section_A,m**2,"[0.33740705 0.33740705 0.33740705 0.30621682 0.30621682 0.30621682
 0.27482907 0.27482907 0.27482907 0.24331015 0.24331015 0.24331015
 0.21450908 0.20956915 0.20462923 0.19951419 0.19416674 0.18881929
 0.18509027 0.17898621 0.17288215 0.17048421 0.16335477 0.15622533
 0.15191889 0.14369879 0.13547869 0.12234414 0.12234414 0.12234414]",
towerse.section_Asx,m**2,"[0.19201262 0.19201262 0.19201262 0.17421565 0.17421565 0.17421565
 0.15631595 0.15631595 0.15631595 0.13835141 0.13835141 0.13835141
 0.12194972 0.11914654 0.11634336 0.11344088 0.11040646 0.10737205
 0.10526093 0.1017972  0.09833347 0.09698454 0.09293901 0.08889349
 0.08646091 0.08179659 0.0771323  0.06964492 0.06964492 0.06964492]",
towerse.section_Asy,m**2,"[0.19201262 0.19201262 0.19201262 0.17421565 0.17421565 0.17421565
 0.15631595 0.15631595 0.15631595 0.13835141 0.13835141 0.13835141
 0.12194972 0.11914654 0.11634336 0.11344088 0.11040646 0.10737205
 0.10526093 0.1017972  0.09833347 0.09698454 0.09293901 0.08889349
 0.08646091 0.08179659 0.0771323  0.06964492 0.06964492 0.06964492]",
towerse.section_Ixx,kg*m**2,"[0.6663474  0.6663474  0.6663474  0.60545993 0.60545993 0.60545993
 0.54404079 0.54404079 0.54404079 0.48221751 0.48221751 0.48221751
 0.41592334 0.38784544 0.36106051 0.33456088 0.30837474 0.28359195
 0.26145353 0.23643033 0.21305697 0.19447817 0.17108623 0.14964952
 0.13169908 0.11145741 0.09340393 0.07939071 0.07939071 0.07939071]",
towerse.section_Iyy,kg*m**2,"[0.6663474  0.6663474  0.6663474  0.60545993 0.60545993 0.60545993
 0.54404079 0.54404079 0.54404079 0.48221751 0.48221751 0.48221751
 0.41592334 0.38784544 0.36106051 0.33456088 0.30837474 0.28359195
 0.26145353 0.23643033 0.21305697 0.19447817 0.17108623 0.14964952
 0.13169908 0.11145741 0.09340393 0.07939071 0.07939071 0.07939071]",
towerse.section_J0,kg*m**2,"[1.33269479 1.33269479 1.33269479 1.21091986 1.21091986 1.21091986
 1.08808159 1.08808159 1.08808159 0.96443503 0.96443503 0.96443503
 0.83184669 0.77569088 0.72212102 0.66912175 0.61674948 0.5671839
 0.52290705 0.47286066 0.42611395 0.38895635 0.34217246 0.29929904
 0.26339817 0.22291482 0.18680787 0.15878141 0.15878141 0.15878141]",
towerse.section_rho,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.section_E,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
towerse.section_G,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.tower.rna_F,N,"[[  519722.30642853]
 [    5636.14551953]
 [-1065959.09588841]]",
towerse.tower.rna_M,N*m,"[[  76255.13363549]
 [1030597.32384254]
 [ 516018.54544119]]",
towerse.Px,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Py,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Pz,N/m,"[[   0.        ]
 [-178.94965147]
 [-246.6311786 ]
 [-297.95114571]
 [-341.16235653]
 [-378.21418631]
 [-410.70190195]
 [-439.81321386]
 [-466.35263465]
 [-490.84308843]
 [-513.6770882 ]
 [-535.10693315]
 [-555.34288083]
 [-559.90015644]
 [-562.70767073]
 [-563.9038381 ]
 [-562.26969866]
 [-559.1447552 ]
 [-554.59983563]
 [-546.21193482]
 [-536.33047444]
 [-524.96732205]
 [-508.72776225]
 [-490.70930124]
 [-471.02922817]
 [-446.39681525]
 [-421.4938864 ]
 [-396.44415992]
 [-403.12103093]
 [-409.67128583]
 [-416.10248463]]",
towerse.post.cylinder_Fz,N,"[[-2441152.02136108]
 [-2367481.48022773]
 [-2293657.78413762]
 [-2226409.76010453]
 [-2159058.34194231]
 [-2091617.34350961]
 [-2030961.80497684]
 [-1970234.64400185]
 [-1909441.80761783]
 [-1855368.82185126]
 [-1801238.81583379]
 [-1747055.13615905]
 [-1699131.43255056]
 [-1652268.8340575 ]
 [-1606471.66328238]
 [-1561783.58859593]
 [-1518260.5355576 ]
 [-1475906.2504809 ]
 [-1434338.30910814]
 [-1394117.99860329]
 [-1355249.15146239]
 [-1316971.4688386 ]
 [-1280282.96724577]
 [-1245188.07140431]
 [-1211083.49995651]
 [-1178824.13642955]
 [-1148410.52426693]
 [-1120943.58576711]
 [-1093459.67118331]
 [-1065959.09588841]]",
towerse.post.cylinder_Vx,N,"[[519737.97776147]
 [519766.46767092]
 [519794.10602511]
 [519813.28453083]
 [519839.22834561]
 [519864.27548255]
 [519872.84364521]
 [519896.0397986 ]
 [519918.31541899]
 [519916.78928755]
 [519937.27540155]
 [519956.82123899]
 [519947.41780087]
 [519960.51029192]
 [519972.99606436]
 [519984.62274158]
 [519995.25754365]
 [520005.15151618]
 [520016.93113877]
 [520024.0367011 ]
 [520030.21562549]
 [520041.57355705]
 [520043.74345805]
 [520044.67875956]
 [520049.93316612]
 [520045.62210563]
 [520039.51664791]
 [520019.13933185]
 [520027.56474568]
 [520032.97584087]]",
towerse.post.cylinder_Vy,N,"[[5636.28407309]
 [5636.52977486]
 [5636.76606502]
 [5636.92761247]
 [5637.14512854]
 [5637.35282318]
 [5637.41882952]
 [5637.60638855]
 [5637.78391253]
 [5637.76104792]
 [5637.91887074]
 [5638.06646923]
 [5637.97544898]
 [5638.06486679]
 [5638.14612312]
 [5638.21694363]
 [5638.27598663]
 [5638.3248891 ]
 [5638.38323454]
 [5638.40042722]
 [5638.40449233]
 [5638.43892317]
 [5638.39871535]
 [5638.34026169]
 [5638.29903957]
 [5638.18040178]
 [5638.03359567]
 [5637.78832592]
 [5637.69012154]
 [5637.55981526]]",
towerse.post.cylinder_Mxx,N*m,"[[-358042.05358606]
 [-343321.84401457]
 [-328564.36180533]
 [-313757.95441153]
 [-298918.4043129 ]
 [-284049.67657613]
 [-269167.36963591]
 [-254259.33418288]
 [-239329.25097588]
 [-224364.79725019]
 [-209380.90795585]
 [-194381.02230739]
 [-179380.24252588]
 [-164364.49357496]
 [-149335.30699477]
 [-134294.24513015]
 [-119242.8732692 ]
 [-104182.8120552 ]
 [ -89101.91048658]
 [ -74016.01144018]
 [ -58926.9574629 ]
 [ -43850.96655891]
 [ -28776.64662966]
 [ -13706.577551  ]
 [   1355.98903183]
 [  16406.94061612]
 [  31441.18900476]
 [  46410.53386527]
 [  61350.38062504]
 [  76255.16554435]]",
towerse.post.cylinder_Myy,N*m,"[[41519016.87485141]
 [40160127.14579128]
 [38796873.3510626 ]
 [37428191.02620406]
 [36055543.04237767]
 [34679356.64616016]
 [33301084.48715794]
 [31919592.84565669]
 [30535283.08546111]
 [29147011.24735069]
 [27756134.45325986]
 [26363032.45562863]
 [24969092.20505366]
 [23572916.07727805]
 [22174621.88959667]
 [20774325.31642252]
 [19372134.10121888]
 [17968153.48902917]
 [16561200.74119657]
 [15152691.68882138]
 [13742709.02701113]
 [12332682.24897233]
 [10921439.07424945]
 [ 9509044.04356533]
 [ 8095605.27352864]
 [ 6681253.43858162]
 [ 5266087.14858145]
 [ 3854224.5706888 ]
 [ 2442158.48630083]
 [ 1030598.11599314]]",
towerse.post.cylinder_Mzz,N*m,"[[516066.16198106]
 [516064.77278725]
 [516063.37758963]
 [516066.40395337]
 [516065.00065767]
 [516063.59521204]
 [516067.17270901]
 [516065.76242093]
 [516064.35047529]
 [516068.68815243]
 [516067.26803996]
 [516065.8464378 ]
 [516070.58385959]
 [516070.34935569]
 [516070.13666643]
 [516069.99266864]
 [516069.93899354]
 [516069.92170914]
 [516069.49464705]
 [516069.74833462]
 [516070.06973882]
 [516069.33765317]
 [516070.057307  ]
 [516070.90764772]
 [516070.91593185]
 [516072.3954325 ]
 [516074.14152387]
 [516078.52231989]
 [516077.08766904]
 [516075.65213948]]",
towerse.qdyn,Pa,"[[  0.        ]
 [ 73.61025718]
 [ 97.12931666]
 [114.2317518 ]
 [128.17476782]
 [140.14921348]
 [150.75760919]
 [160.34169602]
 [169.135448  ]
 [177.2919216 ]
 [184.92799587]
 [192.11819926]
 [198.92585794]
 [205.39501481]
 [211.57213632]
 [217.48993662]
 [223.17556162]
 [228.65182121]
 [233.93809306]
 [239.0556573 ]
 [244.01395348]
 [248.82555128]
 [253.49721777]
 [258.04318833]
 [262.47209636]
 [266.79165114]
 [271.00876938]
 [275.12968382]
 [279.14895861]
 [283.08325007]
 [286.9371874 ]]",
tcons.rated_Omega,rpm,[14.],rotor rotation speed at rated
tcons.tower_freq,Hz,[0.29785944],
tcons.blade_number,Unavailable,3,
tcons.tip_deflection,m,[6.14231485],
tcons.Rtip,m,[53.778552],
tcons.ref_axis_blade,m,"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  1.78546731e+00]
 [ 0.00000000e+00  0.00000000e+00  3.57093462e+00]
 [-1.93940887e-04  0.00000000e+00  5.35640193e+00]
 [-4.74379310e-03  0.00000000e+00  7.14186924e+00]
 [-1.48310345e-02  0.00000000e+00  8.92733655e+00]
 [-2.80497044e-02  0.00000000e+00  1.07128039e+01]
 [-4.59059113e-02  0.00000000e+00  1.24982712e+01]
 [-6.73467980e-02  0.00000000e+00  1.42837385e+01]
 [-9.33451232e-02  0.00000000e+00  1.60692058e+01]
 [-1.23527488e-01  0.00000000e+00  1.78546731e+01]
 [-1.58543399e-01  0.00000000e+00  1.96401404e+01]
 [-1.99150690e-01  0.00000000e+00  2.14256077e+01]
 [-2.46070148e-01  0.00000000e+00  2.32110750e+01]
 [-2.98472562e-01  0.00000000e+00  2.49965423e+01]
 [-3.58187833e-01  0.00000000e+00  2.67820097e+01]
 [-4.24086995e-01  0.00000000e+00  2.85674770e+01]
 [-4.99321773e-01  0.00000000e+00  3.03529443e+01]
 [-5.81902660e-01  0.00000000e+00  3.21384116e+01]
 [-6.75648966e-01  0.00000000e+00  3.39238789e+01]
 [-7.78562512e-01  0.00000000e+00  3.57093462e+01]
 [-8.94316207e-01  0.00000000e+00  3.74948135e+01]
 [-1.02216493e+00  0.00000000e+00  3.92802808e+01]
 [-1.16611172e+00  0.00000000e+00  4.10657481e+01]
 [-1.32539527e+00  0.00000000e+00  4.28512154e+01]
 [-1.50497089e+00  0.00000000e+00  4.46366828e+01]
 [-1.70707828e+00  0.00000000e+00  4.64221501e+01]
 [-1.93547803e+00  0.00000000e+00  4.82076174e+01]
 [-2.19474517e+00  0.00000000e+00  4.99930847e+01]
 [-2.50000000e+00  0.00000000e+00  5.17785520e+01]]",
tcons.precone,deg,[3.],
tcons.tilt,deg,[4.99962972],
tcons.overhang,m,[5.],
tcons.ref_axis_tower,m,"[[ 0.          0.          0.        ]
 [ 0.          0.          7.8       ]
 [ 0.          0.         15.60722222]
 [ 0.          0.         23.40722222]
 [ 0.          0.         31.21444444]
 [ 0.          0.         39.01444444]
 [ 0.          0.         46.81444444]
 [ 0.          0.         54.62166667]
 [ 0.          0.         62.42166667]
 [ 0.          0.         70.22166667]
 [ 0.          0.         78.        ]]",
tcons.d_full,m,"[4.         4.         4.         4.         4.         3.72790468
 3.43340463 3.10082049 2.72183375 2.29436169 2.29436169]",
tcons.max_allowable_td_ratio,,[1.4175],
tcons.rotor_orientation,Unavailable,upwind,
tcc.blade_mass,kg,[10293.97832955],
tcc.blade_mass_cost_coeff,USD/kg,[14.6],
tcc.blade_cost_external,USD,[94400.19433589],
tcc.hub_mass,kg,[799.07316255],
tcc.hub_mass_cost_coeff,USD/kg,[3.9],
tcc.pitch_system_mass,kg,[4520.52209461],
tcc.pitch_system_mass_cost_coeff,USD/kg,[22.1],
tcc.spinner_mass,kg,[503.41554728],
tcc.spinner_mass_cost_coeff,USD/kg,[11.1],
tcc.hub_cost,USD,[3116.38533395],
tcc.pitch_system_cost,USD,[99903.53829089],
tcc.spinner_cost,USD,[5587.91257482],
tcc.hub_assemblyCostMultiplier,,[0.],
tcc.hub_overheadCostMultiplier,,[0.],
tcc.hub_profitMultiplier,,[0.],
tcc.hub_transportMultiplier,,[0.],
tcc.blade_cost,USD,[94400.19433589],
tcc.hub_system_cost,USD,[108607.83619965],
tcc.hub_system_mass_tcc,kg,[5823.01080444],
tcc.blade_number,Unavailable,3,
tcc.lss_mass,kg,[6890.02539724],
tcc.lss_mass_cost_coeff,USD/kg,[11.9],
tcc.main_bearing_mass,kg,[1415.08884437],
tcc.bearing_mass_cost_coeff,USD/kg,[4.5],
tcc.gearbox_mass,kg,[27817.05605654],
tcc.gearbox_mass_cost_coeff,USD/kg,[12.9],
tcc.hss_mass,kg,[830.58683213],
tcc.hss_mass_cost_coeff,USD/kg,[6.8],
tcc.brake_mass,kg,[2236.56541844],
tcc.brake_mass_cost_coeff,USD/kg,[3.6254],
tcc.generator_mass,kg,[25721.67048735],
tcc.generator_mass_cost_coeff,USD/kg,[12.4],
tcc.generator_cost_external,USD,[75626.0325416],
tcc.bedplate_mass,kg,[19951.71210944],
tcc.bedplate_mass_cost_coeff,USD/kg,[2.9],
tcc.yaw_mass,kg,[2644.09871891],
tcc.yaw_mass_cost_coeff,USD/kg,[8.3],
tcc.hvac_mass,kg,[258.25497426],
tcc.hvac_mass_cost_coeff,USD/kg,[124.],
tcc.machine_rating,kW,[2400.],
tcc.controls_machine_rating_cost_coeff,USD/kW,[21.15],
tcc.converter_mass,kg,[2171.6],
tcc.converter_mass_cost_coeff,USD/kg,[18.8],
tcc.elec_connec_machine_rating_cost_coeff,USD/kW,[41.85],
tcc.cover_mass,kg,[3212.42333167],
tcc.cover_mass_cost_coeff,USD/kg,[5.7],
tcc.platforms_mass,kg,[7159.16997423],
tcc.platforms_mass_cost_coeff,USD/kg,[17.1],
tcc.crane_cost,USD,[12000.],
tcc.crane,Unavailable,False,
tcc.transformer_mass,kg,[6506.],
tcc.transformer_mass_cost_coeff,USD/kg,[18.8],
tcc.lss_cost,USD,[81991.3022272],
tcc.main_bearing_cost,USD,[6367.89979965],
tcc.gearbox_cost,USD,[358840.02312936],
tcc.hss_cost,USD,[5647.99045846],
tcc.brake_cost,USD,[8108.44426802],
tcc.generator_cost,USD,[75626.0325416],
tcc.bedplate_cost,USD,[57859.96511737],
tcc.yaw_system_cost,USD,[21946.01936698],
tcc.converter_cost,USD,[40826.08],
tcc.hvac_cost,USD,[32023.6168079],
tcc.cover_cost,USD,[18310.8129905],
tcc.elec_cost,USD,[100440.],
tcc.controls_cost,USD,[50760.],
tcc.platforms_cost,USD,[122421.80655928],
tcc.transformer_cost,USD,[122312.8],
tcc.nacelle_assemblyCostMultiplier,,[0.],
tcc.nacelle_overheadCostMultiplier,,[0.],
tcc.nacelle_profitMultiplier,,[0.],
tcc.nacelle_transportMultiplier,,[0.],
tcc.main_bearing_number,Unavailable,2,
tcc.tower_mass,kg,[144150.62725581],
tcc.tower_mass_cost_coeff,USD/kg,[2.9],
tcc.tower_cost_external,USD,[330774.9688214],
tcc.tower_parts_cost,USD,[330774.9688214],
tcc.tower_assemblyCostMultiplier,,[0.],
tcc.tower_overheadCostMultiplier,,[0.],
tcc.tower_profitMultiplier,,[0.],
tcc.tower_transportMultiplier,,[0.],
tcc.rotor_cost,USD,[391808.41920731],
tcc.rotor_mass_tcc,kg,[36704.94579309],
tcc.nacelle_cost,USD,[1109850.69306597],
tcc.nacelle_mass_tcc,kg,[108229.34098894],
tcc.tower_cost,USD,[330774.9688214],
tcc.turbine_assemblyCostMultiplier,,[0.],
tcc.turbine_overheadCostMultiplier,,[0.],
tcc.turbine_profitMultiplier,,[0.],
tcc.turbine_transportMultiplier,,[0.],
tcc.turbine_cost,USD,[1832434.08109468],
tcc.turbine_cost_kW,USD/kW,[763.51420046],
tcc.turbine_mass_tcc,kg,[289084.91403784],
financese.machine_rating,kW,[2400.],
financese.tcc_per_kW,USD/kW,[763.51420046],
financese.offset_tcc_per_kW,USD/kW,[0.],
financese.bos_per_kW,USD/kW,[459.],
financese.opex_per_kW,USD/kW/year,[44.],
financese.plant_aep_in,kW*h,[0.],
financese.turbine_aep,kW*h,[9204027.37620443],
financese.wake_loss_factor,,[0.15],
financese.fixed_charge_rate,,[0.075],
financese.electricity_price,USD/kW/h,[0.04],
financese.reserve_margin_price,USD/kW/year,[120.],
financese.capacity_credit,,[0.],
financese.benchmark_price,USD/kW/h,[0.071],
financese.turbine_number,Unavailable,178.0,
outputs_2_screen.aep,GW*h,[9.20402738],
outputs_2_screen.blade_mass,kg,[10293.97832955],
outputs_2_screen.lcoe,USD/MW/h,[41.62532754],
outputs_2_screen.My_std,N*m,[0.],
outputs_2_screen.flp1_std,deg,[0.],
outputs_2_screen.PC_omega,rad/s,[0.],
outputs_2_screen.PC_zeta,,[0.],
outputs_2_screen.VS_omega,rad/s,[0.],
outputs_2_screen.VS_zeta,,[0.],
outputs_2_screen.Flp_omega,rad/s,[0.],
outputs_2_screen.Flp_zeta,,[0.],
outputs_2_screen.tip_deflection,m,[6.14231485],
materials.E,Pa,"[[4.560e+06 4.560e+06 4.560e+06]
 [2.179e+10 1.467e+10 1.467e+10]
 [1.392e+10 1.392e+10 1.392e+10]
 [4.200e+10 1.230e+10 1.230e+10]
 [5.000e+07 5.000e+07 5.000e+07]
 [5.000e+07 5.000e+07 5.000e+07]
 [4.560e+06 4.560e+06 4.560e+06]
 [1.000e+06 1.000e+06 1.000e+06]
 [2.100e+11 2.100e+11 2.100e+11]]","2D array of the Youngs moduli of the materials. Each row represents a material, the three columns represent E11, E22 and E33."
materials.G,Pa,"[[1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [9.41300000e+09 9.41300000e+09 9.41300000e+09]
 [1.15000000e+10 1.15000000e+10 1.15000000e+10]
 [3.47000000e+09 3.47000000e+09 3.47000000e+09]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [3.84615385e+05 3.84615385e+05 3.84615385e+05]
 [8.07692308e+10 8.07692308e+10 8.07692308e+10]]","2D array of the shear moduli of the materials. Each row represents a material, the three columns represent G12, G13 and G23."
materials.nu,,"[[0.49 0.49 0.49]
 [0.48 0.48 0.48]
 [0.49 0.49 0.49]
 [0.31 0.31 0.31]
 [0.49 0.49 0.49]
 [0.49 0.49 0.49]
 [0.49 0.49 0.49]
 [0.3  0.3  0.3 ]
 [0.3  0.3  0.3 ]]","2D array of the Poisson ratio of the materials. Each row represents a material, the three columns represent nu12, nu13 and nu23."
materials.Xt,Pa,"[[0.00e+00 0.00e+00 0.00e+00]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [0.00e+00 0.00e+00 0.00e+00]
 [3.55e+08 3.55e+08 3.55e+08]]","2D array of the Ultimate Tensile Strength (UTS) of the materials. Each row represents a material, the three columns represent Xt12, Xt13 and Xt23."
materials.Xc,Pa,"[[0.00e+00 0.00e+00 0.00e+00]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [4.00e+05 4.00e+05 4.00e+05]
 [4.00e+05 4.00e+05 4.00e+05]
 [4.00e+05 4.00e+05 4.00e+05]
 [0.00e+00 0.00e+00 0.00e+00]
 [3.55e+08 3.55e+08 3.55e+08]]","2D array of the Ultimate Compressive Strength (UCS) of the materials. Each row represents a material, the three columns represent Xc12, Xc13 and Xc23."
materials.S,Pa,"[[0.0e+00 0.0e+00 0.0e+00]
 [5.0e+08 2.0e+08 2.0e+08]
 [5.0e+08 2.0e+08 2.0e+08]
 [5.0e+08 2.0e+08 2.0e+08]
 [3.1e+05 3.1e+05 3.1e+05]
 [3.1e+05 3.1e+05 3.1e+05]
 [3.1e+05 3.1e+05 3.1e+05]
 [0.0e+00 0.0e+00 0.0e+00]
 [0.0e+00 0.0e+00 0.0e+00]]","2D array of the Ultimate Shear Strength (USS) of the materials. Each row represents a material, the three columns represent S12, S13 and S23."
materials.sigma_y,Pa,[0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 4.5e+08],Yield stress of the material (in the principle direction for composites).
materials.wohler_exp,,[1. 1. 1. 1. 1. 1. 1. 1. 1.],Exponent of S-N Wohler fatigue curve in the form of S = A*N^-(1/m).
materials.wohler_intercept,,"[0.00e+00 6.00e+08 6.00e+08 6.00e+08 6.90e+05 6.90e+05 6.90e+05 0.00e+00
 3.55e+08]","Stress-intercept (A) of S-N Wohler fatigue curve in the form of S = A*N^-(1/m), taken as ultimate stress unless otherwise specified."
materials.unit_cost,USD/kg,[ 7.23  2.86  3.    1.87 13.   13.    0.    3.63  0.  ],1D array of the unit costs of the materials.
materials.waste,,[0.25 0.15 0.15 0.05 0.2  0.2  0.   0.2  0.  ],1D array of the non-dimensional waste fraction of the materials.
materials.roll_mass,kg,"[  0.     181.4368 181.4368   0.       0.       0.       0.       0.
   0.    ]",1D array of the roll mass of the composite fabrics. Non-composite materials are kept at 0.
materials.orth,Unavailable,[0. 1. 1. 1. 0. 0. 0. 0. 0.],1D array of flags to set whether a material is isotropic (0) or orthtropic (1). Each entry represents a material.
materials.ply_t,m,"[0.         0.00089237 0.00089237 0.0013116  0.         0.
 0.         0.         0.        ]",1D array of the ply thicknesses of the materials. Non-composite materials are kept at 0.
materials.fvf,,[0.     0.4793 0.4793 0.5448 0.     0.     0.     0.     0.    ],1D array of the non-dimensional fiber volume fraction of the composite materials. Non-composite materials are kept at 0.
materials.fwf,,[0.     0.6754 0.6754 0.7302 0.     0.     0.     0.     0.    ],1D array of the non-dimensional fiber weight- fraction of the composite materials. Non-composite materials are kept at 0.
airfoils.ac,,[0.25 0.25 0.25 0.25 0.25 0.25 0.5 ],1D array of the aerodynamic centers of each airfoil.
airfoils.r_thick,,[0.21 0.25 0.3  0.35 0.4  0.5  1.  ],1D array of the relative thicknesses of each airfoil.
