variables,units,values,description
towerse.member.ballast_unit_cost,USD/kg,[],
towerse.z_param,m,"[ 0.          8.         16.00740741 24.00740741 32.01481481 40.01481481
 48.01481481 56.02222222 64.02222222 72.02222222 80.        ]",
towerse.member.sec_loc,,"[0.         0.1111454  0.2222908  0.3334362  0.4445816  0.55567556
 0.66682096 0.77796636 0.88906033 1.        ]",normalized sectional location
towerse.member.str_tw,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],structural twist of section
towerse.member.tw_iner,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],inertial twist of section
towerse.member.mass_den,kg/m,"[3290.50187206 3059.54967506 2711.57544888 2402.36023134 2034.59083916
 1724.20484124 1388.6429195  1098.03366077  833.23328434  820.98958828]",sectional mass per unit length
towerse.member.foreaft_iner,kg*m,"[6232.617655   5681.3534784  5041.29675958 4520.01644713 3876.90209679
 3298.54342496 2630.33392806 2045.09336084 1553.83180553 1531.08744144]",sectional fore-aft intertia per unit length about the Y_G inertia axis
towerse.member.sideside_iner,kg*m,"[6232.617655   5681.3534784  5041.29675958 4520.01644713 3876.90209679
 3298.54342496 2630.33392806 2045.09336084 1553.83180553 1531.08744144]",sectional side-side intertia per unit length about the Y_G inertia axis
towerse.member.foreaft_stff,N*m**2,"[1.43908709e+11 1.31180234e+11 1.16401574e+11 1.04365415e+11
 8.95161562e+10 7.61620802e+10 6.07333837e+10 4.72204075e+10
 3.58773699e+10 3.53522114e+10]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
towerse.member.sideside_stff,N*m**2,"[1.43908709e+11 1.31180234e+11 1.16401574e+11 1.04365415e+11
 8.95161562e+10 7.61620802e+10 6.07333837e+10 4.72204075e+10
 3.58773699e+10 3.53522114e+10]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
towerse.member.tor_stff,N*m**2,"[1.10699007e+11 1.00907872e+11 8.95396726e+10 8.02810888e+10
 6.88585817e+10 5.85862155e+10 4.67179875e+10 3.63233903e+10
 2.75979768e+10 2.71940088e+10]",sectional torsional stiffness
towerse.member.axial_stff,N,"[7.59764039e+10 7.06438078e+10 6.26092187e+10 5.54695600e+10
 4.69779083e+10 3.98112168e+10 3.20632230e+10 2.53531686e+10
 1.92390313e+10 1.89563291e+10]",sectional axial stiffness
towerse.member.cg_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional center of mass
towerse.member.sc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional shear center
towerse.member.tc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional tension center
towerse.member.axial_load2stress,m**2,"[[ 0.          0.          2.76401605  2.86172023  2.86172023  0.        ]
 [ 0.          0.          2.97265969  3.10721374  3.10721374  0.        ]
 [ 0.          0.          3.35413864  3.50097679  3.50097679  0.        ]
 [ 0.          0.          3.78586021  3.92501306  3.92501306  0.        ]
 [ 0.          0.          4.47018625  4.60103983  4.60103983  0.        ]
 [ 0.          0.          5.27489529  5.41461797  5.41461797  0.        ]
 [ 0.          0.          6.54955991  6.7515796   6.7515796   0.        ]
 [ 0.          0.          8.28298833  8.60538953  8.60538953  0.        ]
 [ 0.          0.         10.91531048 11.32608107 11.32608107  0.        ]
 [ 0.          0.         11.0780942  11.49433045 11.49433045  0.        ]]",
towerse.member.shear_load2stress,m**2,"[[ 4.53662678  4.53662678  0.          0.          0.          1.43086012]
 [ 4.87995563  4.87995563  0.          0.          0.          1.55360687]
 [ 5.50828193  5.50828193  0.          0.          0.          1.7504884 ]
 [ 6.2195194   6.2195194   0.          0.          0.          1.96250653]
 [ 7.3467912   7.3467912   0.          0.          0.          2.30051991]
 [ 8.6721806   8.6721806   0.          0.          0.          2.70730899]
 [10.77133931 10.77133931  0.          0.          0.          3.3757898 ]
 [13.62593311 13.62593311  0.          0.          0.          4.30269477]
 [17.96121371 17.96121371  0.          0.          0.          5.66304054]
 [18.22930819 18.22930819  0.          0.          0.          5.74716523]]",
towerse.constr_d_to_t,,"[132.57206092 139.72565688 157.71976015 180.01637831 215.07391471
 254.61813045 312.79404369 388.72294722 512.57780074 520.23701858]",
towerse.constr_taper,,"[0.97561198 0.99577754 0.99535735 0.98514857 0.99596408 0.99345496
 0.98213249 1.         1.         1.        ]",
towerse.slope,,"[0.97561198 1.00424037 0.99535735 1.01507532 0.99596408 1.00658816
 0.98213249 1.         1.         1.        ]",
towerse.thickness_slope,,"[0.93907683 0.8857244  0.88069132 0.84155787 0.84576092 0.80938864
 0.79741737 0.75836867 0.98527745]",
towerse.member.nu_full,,"[0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3
 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3]",
towerse.member.nodes_r,m,"[1.98528701 1.96914794 1.95300886 1.93686979 1.93960747 1.94234515
 1.94508284 1.94207272 1.93906261 1.9360525  1.94578137 1.95551024
 1.96523911 1.96259526 1.95995141 1.95730756 1.96160591 1.96590426
 1.97020261 1.95846841 1.9467342  1.935      1.935      1.935
 1.935      1.935      1.935      1.935      1.935      1.935
 1.935     ]",
towerse.member.center_of_buoyancy,m,[0. 0. 0.],
towerse.member.displacement,m**3,[0.],
towerse.member.buoyancy_force,N,[0.],
towerse.member.idx_cb,,[0.],
towerse.member.Awater,m**2,[0.],
towerse.member.Iwater,m**4,[0.],
towerse.member.added_mass,kg,[0. 0. 0. 0. 0. 0.],
towerse.member.waterline_centroid,m,[0. 0.],
towerse.member.z_dim,m,"[ 0.          2.66666667  5.33333333  8.         10.6691358  13.3382716
 16.00740741 18.67407407 21.34074074 24.00740741 26.67654321 29.34567901
 32.01481481 34.68148148 37.34814815 40.01481481 42.68148148 45.34814815
 48.01481481 50.68395062 53.35308642 56.02222222 58.68888889 61.35555556
 64.02222222 66.68888889 69.35555556 72.02222222 74.68148148 77.34074074
 80.        ]",
towerse.member.d_eff,m,"[3.97057402 3.93829587 3.90601773 3.87373959 3.87921495 3.88469031
 3.89016567 3.88414545 3.87812523 3.87210501 3.89156274 3.91102048
 3.93047821 3.92519051 3.91990282 3.91461512 3.92321182 3.93180852
 3.94040523 3.91693682 3.89346841 3.87       3.87       3.87
 3.87       3.87       3.87       3.87       3.87       3.87
 3.87      ]",
towerse.tower_cost,USD,[360283.38729788],
towerse.member.section_D,m,"[3.95443494 3.9221568  3.88987866 3.87647727 3.88195263 3.88742799
 3.88715556 3.88113534 3.87511512 3.88183387 3.90129161 3.92074934
 3.92783436 3.92254666 3.91725897 3.91891347 3.92751017 3.93610688
 3.92867102 3.90520261 3.8817342  3.87       3.87       3.87
 3.87       3.87       3.87       3.87       3.87       3.87      ]",
towerse.member.section_t,m,"[0.03165605 0.03165605 0.03165605 0.02972746 0.02972746 0.02972746
 0.02633034 0.02633034 0.02633034 0.0231889  0.0231889  0.0231889
 0.0195148  0.0195148  0.0195148  0.01650486 0.01650486 0.01650486
 0.01335884 0.01335884 0.01335884 0.01065257 0.01065257 0.01065257
 0.00807858 0.00807858 0.00807858 0.00795964 0.00795964 0.00795964]",
towerse.member.section_sigma_y,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.turbine_mass,kg,[302156.47987789],
towerse.turbine_center_of_mass,m,[-9.17261214e-01 -2.81776730e-02  5.48145766e+01],
towerse.turbine_I_base,kg*m**2,"[ 1.16470821e+09  1.16137162e+09  1.25613424e+07 -4.92333218e+00
  1.02634932e+03  7.40271877e+03]",
towerse.env.wind.U,m/s,"[ 0.          5.40263836  6.20600179  6.73023376  7.12915406  7.45473247
  7.73172415  7.97370137  8.18943705  8.38457789  8.56323893  8.72812553
  8.88141881  9.02467725  9.15937765  9.28659089  9.40719287  9.52190979
  9.63135083  9.73612728  9.83657847  9.9330865  10.02589908 10.11539694
 10.20183512 10.28543935 10.36641049 10.4449281  10.52094466 10.59482571
 10.66670166]",
towerse.env.windLoads.windLoads_Px,N/m,"[  0.          31.75599792  44.38345798  53.76997158  62.19141519
  69.50648824  76.00173856  81.53788689  86.57567696  91.22485262
  96.38406132 101.36175878 106.20359834 110.02106799 113.67902971
 117.19647435 121.17246936 125.07576346 128.90348337 131.17910923
 133.3128555  135.31356963 138.34489701 141.30672968 144.2028498
 147.03670346 149.81144146 152.52995409 155.18756985 157.7943502
 160.35254675]",
towerse.env.windLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.windLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.windLoads.windLoads_qdyn,N/m**2,"[ 0.         17.877957   23.59010568 27.74382843 31.13021303 34.03848468
 36.61497945 38.94269706 41.07846354 43.05945219 44.91404981 46.66035735
 48.31375504 49.88493971 51.38519684 52.8224718  54.2033576  55.53339416
 56.8172878  58.06020688 59.26444403 60.43305207 61.56767455 62.67176886
 63.74743182 64.79653581 65.82076072 66.8216203  67.79779433 68.7533282
 69.6893462 ]",
towerse.env.windLoads.windLoads_z,m,"[ 0.          2.66666667  5.33333333  8.         10.6691358  13.3382716
 16.00740741 18.67407407 21.34074074 24.00740741 26.67654321 29.34567901
 32.01481481 34.68148148 37.34814815 40.01481481 42.68148148 45.34814815
 48.01481481 50.68395062 53.35308642 56.02222222 58.68888889 61.35555556
 64.02222222 66.68888889 69.35555556 72.02222222 74.68148148 77.34074074
 80.        ]",
towerse.env.windLoads.windLoads_beta,deg,[0.],
towerse.env.Px,N/m,"[  0.          31.75599792  44.38345798  53.76997158  62.19141519
  69.50648824  76.00173856  81.53788689  86.57567696  91.22485262
  96.38406132 101.36175878 106.20359834 110.02106799 113.67902971
 117.19647435 121.17246936 125.07576346 128.90348337 131.17910923
 133.3128555  135.31356963 138.34489701 141.30672968 144.2028498
 147.03670346 149.81144146 152.52995409 155.18756985 157.7943502
 160.35254675]",
towerse.env.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.qdyn,N/m**2,"[ 0.         17.877957   23.59010568 27.74382843 31.13021303 34.03848468
 36.61497945 38.94269706 41.07846354 43.05945219 44.91404981 46.66035735
 48.31375504 49.88493971 51.38519684 52.8224718  54.2033576  55.53339416
 56.8172878  58.06020688 59.26444403 60.43305207 61.56767455 62.67176886
 63.74743182 64.79653581 65.82076072 66.8216203  67.79779433 68.7533282
 69.6893462 ]",
towerse.g2e.Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Pz,N/m,"[   0.          -31.75599792  -44.38345798  -53.76997158  -62.19141519
  -69.50648824  -76.00173856  -81.53788689  -86.57567696  -91.22485262
  -96.38406132 -101.36175878 -106.20359834 -110.02106799 -113.67902971
 -117.19647435 -121.17246936 -125.07576346 -128.90348337 -131.17910923
 -133.3128555  -135.31356963 -138.34489701 -141.30672968 -144.2028498
 -147.03670346 -149.81144146 -152.52995409 -155.18756985 -157.7943502
 -160.35254675]",
towerse.g2e.qdyn,Pa,"[ 0.         17.877957   23.59010568 27.74382843 31.13021303 34.03848468
 36.61497945 38.94269706 41.07846354 43.05945219 44.91404981 46.66035735
 48.31375504 49.88493971 51.38519684 52.8224718  54.2033576  55.53339416
 56.8172878  58.06020688 59.26444403 60.43305207 61.56767455 62.67176886
 63.74743182 64.79653581 65.82076072 66.8216203  67.79779433 68.7533282
 69.6893462 ]",
towerse.tower.section_L,m,"[2.66666667 2.66666667 2.66666667 2.6691358  2.6691358  2.6691358
 2.66666667 2.66666667 2.66666667 2.6691358  2.6691358  2.6691358
 2.66666667 2.66666667 2.66666667 2.66666667 2.66666667 2.66666667
 2.6691358  2.6691358  2.6691358  2.66666667 2.66666667 2.66666667
 2.66666667 2.66666667 2.66666667 2.65925926 2.65925926 2.65925926]",
towerse.tower.f1,Hz,[0.31001877],
towerse.tower.f2,Hz,[0.31149872],
towerse.tower.structural_frequencies,Hz,[0.31001877 0.31149872 1.1977558  1.74799551 1.89966473 4.16412771],
towerse.tower.fore_aft_modes,,"[[ 1.09107874e+00  7.90845932e-02 -5.84987742e-01  7.87787637e-01
  -3.72963231e-01]
 [-1.62895195e+03  2.04998220e+03 -1.92519328e+03  2.30558122e+03
  -8.00672743e+02]
 [-8.05570902e+01  1.11812609e+02  3.06038126e+01 -4.67366465e+01
  -1.41226848e+01]]",
towerse.tower.side_side_modes,,"[[ 1.08583316e+00  8.51195610e-02 -5.92158484e-01  7.95242197e-01
  -3.74036429e-01]
 [ 1.39327441e+02 -1.71959166e+02  1.67972646e+02 -1.97641953e+02
   6.33010324e+01]
 [-7.58902024e+01  1.05400102e+02  1.96918539e+01 -2.98633843e+01
  -1.83383688e+01]]",
towerse.tower.torsion_modes,,"[[  5.48249013 -19.5072364   32.89581396 -25.12965899   7.2585913 ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]",
towerse.tower.fore_aft_freqs,Hz,[0.31149872 1.89966473 4.2840676 ],
towerse.tower.side_side_freqs,Hz,[0.31001877 1.74799551 4.16412771],
towerse.tower.torsion_freqs,Hz,[8.50072186 0.         0.        ],
towerse.tower.tower_deflection,m,"[[0.        ]
 [0.00116543]
 [0.00447259]
 [0.00990362]
 [0.01750222]
 [0.02725338]
 [0.03906943]
 [0.05298937]
 [0.06905463]
 [0.08718603]
 [0.10745657]
 [0.12984635]
 [0.15422436]
 [0.1806388 ]
 [0.20914738]
 [0.23964155]
 [0.27219727]
 [0.30681345]
 [0.34333925]
 [0.38191486]
 [0.42253363]
 [0.46505767]
 [0.50956094]
 [0.55604117]
 [0.60427521]
 [0.65435522]
 [0.70615589]
 [0.75938304]
 [0.81360303]
 [0.86866954]
 [0.92428646]]",
towerse.tower.top_deflection,m,[0.92428646],
towerse.tower.tower_Fz,N,"[[-2514574.47380901]
 [-2428426.64406685]
 [-2342963.28128948]
 [-2262841.87675706]
 [-2182585.91532215]
 [-2102197.94193413]
 [-2030971.02387926]
 [-1959840.83973829]
 [-1888808.56028216]
 [-1825995.66208173]
 [-1762853.99323412]
 [-1699383.98583284]
 [-1645821.53000751]
 [-1592321.26334185]
 [-1538883.58188017]
 [-1493579.69347703]
 [-1448166.32281591]
 [-1402643.66561274]
 [-1365733.97933296]
 [-1329037.59504788]
 [-1292554.87596459]
 [-1263479.83232125]
 [-1234396.87770103]
 [-1205306.19055853]
 [-1183132.52699289]
 [-1160951.46009931]
 [-1138763.14210804]
 [-1116948.66791432]
 [-1095127.26400995]
 [-1073299.06127304]]",
towerse.tower.tower_Vx,N,"[[572337.34164072]
 [572371.79151841]
 [572405.39904182]
 [572432.41493455]
 [572464.96684946]
 [572496.30162016]
 [572504.26848817]
 [572532.62745827]
 [572559.85028608]
 [572556.88013601]
 [572583.19492622]
 [572608.21121877]
 [572583.64968763]
 [572604.34909481]
 [572623.90993175]
 [572594.91717996]
 [572613.13106821]
 [572630.14098917]
 [572585.10155645]
 [572597.60702671]
 [572609.00383092]
 [572560.99976183]
 [572571.847983  ]
 [572581.48336267]
 [572526.60560714]
 [572533.83327542]
 [572539.84033126]
 [572540.78999043]
 [572544.33568867]
 [572546.66680767]]",
towerse.tower.tower_Vy,N,"[[7376.33391259]
 [7376.69606957]
 [7377.04665174]
 [7377.32540619]
 [7377.65929613]
 [7377.97763217]
 [7378.05136866]
 [7378.33303023]
 [7378.59995862]
 [7378.55621871]
 [7378.80764238]
 [7379.04281027]
 [7378.77870788]
 [7378.96421176]
 [7379.13500996]
 [7378.82730974]
 [7378.97787304]
 [7379.11319295]
 [7378.65474915]
 [7378.7393477 ]
 [7378.8092834 ]
 [7378.33207514]
 [7378.38800508]
 [7378.4284447 ]
 [7377.90743638]
 [7377.91689961]
 [7377.91080039]
 [7377.8590686 ]
 [7377.82207233]
 [7377.76963307]]",
towerse.tower.tower_Mxx,N*m,"[[-493408.1873014 ]
 [-473650.43497271]
 [-453841.88934538]
 [-433967.43711142]
 [-414049.41107583]
 [-394093.7736308 ]
 [-374121.70658362]
 [-354116.5975736 ]
 [-334083.51263024]
 [-314006.21067428]
 [-293905.00552129]
 [-273785.29000585]
 [-253667.48663632]
 [-233532.87017994]
 [-213385.69896917]
 [-193227.44518575]
 [-173058.31030949]
 [-152882.56749893]
 [-132682.59629558]
 [-112476.39735508]
 [ -92267.57335497]
 [ -72075.91172565]
 [ -51883.17423288]
 [ -31693.46311367]
 [ -11508.65637328]
 [   8669.19457197]
 [  28835.65163125]
 [  48930.58631156]
 [  69006.1064731 ]
 [  89058.49760864]]",
towerse.tower.tower_Myy,N*m,"[[46933086.28725776]
 [45398588.20661762]
 [43859217.60865586]
 [42313819.6729802 ]
 [40764159.78558961]
 [39210775.89963683]
 [37655332.36268926]
 [36096523.43231007]
 [34534808.04979175]
 [32968927.11559168]
 [31400449.77284038]
 [29829881.28863144]
 [28258812.60230654]
 [26685712.28829104]
 [25110975.54314315]
 [23534695.84976953]
 [21956813.62510741]
 [20377737.98729879]
 [18796036.87256229]
 [17212969.14858443]
 [15628859.79847044]
 [14045156.63555408]
 [12460249.50686902]
 [10874529.19108546]
 [ 9287987.00960544]
 [ 7700519.41297469]
 [ 6112544.60280326]
 [ 4528859.44847119]
 [ 2945411.40771058]
 [ 1362562.06095216]]",
towerse.tower.tower_Mzz,N*m,"[[582385.71166619]
 [582384.49325667]
 [582383.26677488]
 [582384.65780593]
 [582382.98590873]
 [582381.3160729 ]
 [582385.098105  ]
 [582383.56211546]
 [582382.02352315]
 [582386.08700885]
 [582384.24147565]
 [582382.40602797]
 [582388.77924503]
 [582387.23484557]
 [582385.68814872]
 [582392.47945618]
 [582390.74842346]
 [582389.02110537]
 [582399.19421414]
 [582397.93599754]
 [582396.6719918 ]
 [582409.8064557 ]
 [582408.1833045 ]
 [582406.55972071]
 [582426.32015476]
 [582424.68879508]
 [582423.05689986]
 [582422.67392071]
 [582421.04507275]
 [582419.41571648]]",
towerse.tower.turbine_F,N,"[[  572318.37651202]
 [    7376.13035645]
 [-2601377.2364041 ]]",
towerse.tower.turbine_M,N*m,"[[ -513110.32402428]
 [48462292.40315644]
 [  582337.65667787]]",
towerse.post.axial_stress,Pa,"[[1.25215379e+08]
 [1.23212919e+08]
 [1.21105177e+08]
 [1.25124472e+08]
 [1.20181406e+08]
 [1.15255495e+08]
 [1.24623483e+08]
 [1.19805594e+08]
 [1.14945557e+08]
 [1.23773051e+08]
 [1.16578655e+08]
 [1.09517205e+08]
 [1.22325696e+08]
 [1.15668754e+08]
 [1.08966664e+08]
 [1.20102878e+08]
 [1.11252525e+08]
 [1.02473910e+08]
 [1.16495906e+08]
 [1.07512601e+08]
 [9.82903073e+07]
 [1.10400247e+08]
 [9.70017353e+07]
 [8.35964200e+07]
 [9.22823157e+07]
 [7.45446168e+07]
 [5.68019928e+07]
 [3.96855827e+07]
 [2.17328992e+07]
 [3.80504883e+06]]",
towerse.post.shear_stress,Pa,"[[ 3395027.59202619]
 [ 3430163.58045583]
 [ 3465999.23777643]
 [ 3705020.19930951]
 [ 3698629.82694402]
 [ 3692255.32613061]
 [ 4165148.58438061]
 [ 4173388.6640837 ]
 [ 4181653.22012393]
 [ 4733749.74490378]
 [ 4704420.86236786]
 [ 4675434.1057627 ]
 [ 5537490.82532546]
 [ 5546947.31204401]
 [ 5556425.98881052]
 [ 6560658.70728649]
 [ 6542928.48891582]
 [ 6525280.86251096]
 [ 8073637.25590227]
 [ 8134208.20454204]
 [ 8195645.88290317]
 [10308257.27092051]
 [10308398.10168051]
 [10308522.40313455]
 [13582430.38423877]
 [13582550.95489004]
 [13582649.59704607]
 [13785168.36294925]
 [13785223.62326122]
 [13785256.73792347]]",
towerse.post.hoop_stress,Pa,"[[  -592.93624636]
 [ -1364.00961728]
 [ -1674.52619636]
 [ -2038.93432016]
 [ -2260.14259939]
 [ -2453.84312118]
 [ -2964.9664736 ]
 [ -3135.22427403]
 [ -3291.37247236]
 [ -3917.42803606]
 [ -4098.32967873]
 [ -4271.79814673]
 [ -5262.56232402]
 [ -5419.82364365]
 [ -5569.4827803 ]
 [ -6771.01080619]
 [ -6957.80745599]
 [ -7139.19627327]
 [ -9008.5146999 ]
 [ -9145.28183277]
 [ -9273.99143944]
 [-11825.620322  ]
 [-12042.62079021]
 [-12253.90626887]
 [-16440.06006586]
 [-16705.22732472]
 [-16964.22439152]
 [-17474.84587451]
 [-17725.59943718]
 [-17971.14037502]]",
towerse.post.hoop_stress_euro,Pa,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.post.constr_stress,,"[[0.48887934]
 [0.48109135]
 [0.47289339]
 [0.48863078]
 [0.4693773 ]
 [0.45019263]
 [0.48685103]
 [0.46809761]
 [0.44918313]
 [0.48378047]
 [0.45577395]
 [0.42829148]
 [0.47854464]
 [0.45267214]
 [0.42663509]
 [0.47050621]
 [0.43614361]
 [0.40208549]
 [0.45761305]
 [0.42290171]
 [0.38732718]
 [0.43617801]
 [0.38468502]
 [0.33340285]
 [0.37144281]
 [0.30488928]
 [0.23980704]
 [0.18065598]
 [0.12594051]
 [0.09429995]]",
towerse.post.constr_shell_buckling,,"[[0.02083867]
 [0.02019426]
 [0.01954983]
 [0.02094169]
 [0.02019112]
 [0.01943992]
 [0.02311104]
 [0.02231254]
 [0.02151447]
 [0.02623498]
 [0.02531935]
 [0.02440062]
 [0.03336949]
 [0.03230553]
 [0.03124167]
 [0.04013054]
 [0.03889468]
 [0.03765743]
 [0.05398438]
 [0.05257407]
 [0.05117174]
 [0.07824552]
 [0.07646368]
 [0.07468115]
 [0.13185477]
 [0.12941948]
 [0.12698298]
 [0.12869805]
 [0.12622246]
 [0.12374575]]",
towerse.post.constr_global_buckling,,"[[0.99997378]
 [0.98285433]
 [0.96496343]
 [0.9999759 ]
 [0.95908264]
 [0.91847151]
 [0.99998088]
 [0.96082091]
 [0.92144532]
 [0.99998496]
 [0.94181675]
 [0.8849466 ]
 [0.99998495]
 [0.94754226]
 [0.89490071]
 [0.99998581]
 [0.9303368 ]
 [0.8614974 ]
 [0.99999032]
 [0.93215585]
 [0.86264361]
 [0.99997108]
 [0.89634464]
 [0.79300967]
 [0.92816034]
 [0.79045737]
 [0.65318486]
 [0.52503288]
 [0.38694415]
 [0.2495051 ]]",
