variables,units,values,description
drivese.hub_mass,kg,[517.52295446],
drivese.hub_cost,USD,[0.],
drivese.hub_cm,m,[1.83496183],
drivese.hub_I,kg*m**2,"[1380.06121189 1380.06121189 1380.06121189    0.            0.
    0.        ]",
drivese.spinner_mass,kg,[503.41554728],
drivese.spinner_cost,kg,[428.45156616],
drivese.spinner_cm,m,[2.],
drivese.spinner_I,kg*m**2,"[2097.56478034 2097.56478034 2097.56478034    0.            0.
    0.        ]",
drivese.gear_ratio,,[97.],
drivese.rotor_diameter,m,[103.],
drivese.rated_torque,N*m,[1268669.29378275],
drivese.machine_rating,kW,[1715.],
drivese.gear_configuration,Unavailable,eep,
drivese.planet_numbers,Unavailable,"[3, 3, 0]",
drivese.L_12,m,[1.],
drivese.L_h1,m,[2.],
drivese.L_generator,m,[2.],
drivese.overhang,m,[5.],
drivese.drive_height,m,[2.],
drivese.tilt,deg,[4.99962972],
drivese.lss_diameter,m,[0.577 0.577],
drivese.lss_wall_thickness,m,[0.288 0.288],
drivese.D_top,m,[3.],
drivese.lss_rho,kg/m**3,[8500.],
drivese.bedplate_rho,kg/m**3,[8500.],
drivese.L_hss,m,[1.5],
drivese.L_gearbox,m,[1.236],
drivese.hss_diameter,m,[0.288 0.288],
drivese.hss_wall_thickness,m,[0.144 0.144],
drivese.hss_rho,kg/m**3,[8500.],
drivese.bedplate_flange_width,m,[1.],
drivese.bedplate_flange_thickness,m,[0.05],
drivese.bedplate_web_thickness,m,[0.05],
drivese.upwind,Unavailable,True,
drivese.bear1.D_bearing,m,[0.],
drivese.bear1.D_shaft,m,[0.577],
drivese.bear1.bearing_type,Unavailable,CARB,
drivese.bear2.D_bearing,m,[0.],
drivese.bear2.D_shaft,m,[0.577],
drivese.bear2.bearing_type,Unavailable,SRB,
drivese.brake_mass_user,kg,[0.],
drivese.s_rotor,m,[0.],
drivese.s_gearbox,m,[-0.69890365],
drivese.converter_mass_user,kg,[0.],
drivese.transformer_mass_user,kg,[0.],
drivese.yaw.rho,kg/m**3,[8500.],
drivese.minimum_rpm,rpm,[8.],
drivese.generator.E,Pa,[2.1e+11],
drivese.generator.G,Pa,[8.07692308e+10],
drivese.generator.B_r,T,[1.2],
drivese.generator.P_Fe0e,W/kg,[1.],
drivese.generator.P_Fe0h,W/kg,[4.],
drivese.generator.S_N,,[-0.002],
drivese.generator.alpha_p,,[1.09955743],
drivese.generator.b_r_tau_r,,[0.45],
drivese.generator.b_ro,m,[0.004],
drivese.generator.b_s_tau_s,,[0.45],
drivese.generator.b_so,m,[0.004],
drivese.generator.cofi,,[0.9],
drivese.generator.freq,Hz,[60.],
drivese.generator.h_i,m,[0.001],
drivese.generator.h_sy0,,[0.],
drivese.generator.h_w,m,[0.005],
drivese.generator.k_fes,,[0.9],
drivese.generator.k_fillr,,[0.55],
drivese.generator.k_fills,,[0.65],
drivese.generator.k_s,,[0.2],
drivese.generator.mu_0,m*kg/s**2/A**2,[1.25663706e-06],
drivese.generator.mu_r,m*kg/s**2/A**2,[1.06],
drivese.generator.p,,[3.],
drivese.generator.phi,rad,[1.57079633],
drivese.generator.ratio_mw2pp,,[0.7],
drivese.generator.resist_Cu,ohm/m,[2.52e-08],
drivese.generator.sigma,Pa,[21500.],
drivese.generator.v,,[0.3],
drivese.generator.y_tau_p,,[0.8],
drivese.generator.y_tau_pr,,[0.8333333],
drivese.generator.I_0,A,[40.],
drivese.generator.d_r,m,[0.],
drivese.generator.h_m,m,[0.],
drivese.generator.h_0,m,[0.01],
drivese.generator.h_s,m,[0.08],
drivese.generator.len_s,m,[0.49],
drivese.generator.shaft_rpm,rpm,"[ 776.00000004  798.52989901  821.05979797  843.58969694  866.1195959
  888.64949487  911.17939383  933.7092928   956.23919176  978.76909073
 1001.29898969 1023.82888866 1046.35878763 1068.88868659 1091.41858556
 1113.94848452 1136.47838349 1159.00828245 1181.53818142 1204.06808038
 1226.59797935 1249.12787831 1271.65777728 1294.18767625 1316.71757521
 1339.24747418 1361.77737314 1384.30727211 1406.83717107 1429.36707004]",
drivese.generator.n_r,,[0.],
drivese.generator.rad_ag,m,[0.61],
drivese.generator.t_wr,m,[0.],
drivese.generator.n_s,,[0.],
drivese.generator.b_st,m,[0.],
drivese.generator.d_s,m,[0.],
drivese.generator.t_ws,m,[0.],
drivese.generator.D_shaft,m,[0.288],
drivese.generator.rho_Copper,kg/m**3,[8900.],
drivese.generator.rho_Fe,kg/m**3,[7700.],
drivese.generator.rho_Fes,kg/m**3,[7850.],
drivese.generator.rho_PM,kg/m**3,[7450.],
drivese.generator.S_Nmax,,[-0.2],
drivese.generator.B_symax,T,[1.3],
drivese.generator.m,Unavailable,3.0,
drivese.generator.q1,Unavailable,5.0,
drivese.generator.q2,Unavailable,4.0,
drivese.generator.R_out,m,[0.93759179],
drivese.generator_stator_mass,kg,[0.],
drivese.generator_rotor_mass,kg,[0.],
drivese.generator_mass,kg,[29363.02725642],
drivese.generator.C_Cu,USD/kg,[4.786],
drivese.generator.C_Fe,USD/kg,[0.556],
drivese.generator.C_Fes,USD/kg,[0.50139],
drivese.generator.C_PM,USD/kg,[50.],
drivese.generator.Copper,kg,[355.00481086],
drivese.generator.Iron,kg,[8200.23568184],
drivese.generator.mass_PM,kg,[0.],
drivese.generator.Structural_mass,kg,[20807.78676372],
drivese.generator.u_allow_s,m,[0.],
drivese.generator.u_as,m,[0.],
drivese.generator.z_allow_s,m,[0.],
drivese.generator.z_as,m,[0.],
drivese.generator.y_allow_s,m,[0.],
drivese.generator.y_as,m,[0.],
drivese.generator.b_allow_s,m,[0.],
drivese.generator.u_allow_r,m,[0.],
drivese.generator.u_ar,m,[0.],
drivese.generator.y_allow_r,m,[0.],
drivese.generator.y_ar,m,[0.],
drivese.generator.z_allow_r,m,[0.],
drivese.generator.z_ar,m,[0.],
drivese.generator.b_allow_r,m,[0.],
drivese.generator.b_arm,m,[0.],
drivese.generator.TC1,m**3,[0.08503076],
drivese.generator.TC2r,m**3,[0.182329],
drivese.generator.TC2s,m**3,[0.],
drivese.generator.B_g,T,[1.5509967],
drivese.generator.B_smax,T,[0.],
drivese.generator.K_rad,,[0.40163934],
drivese.generator.K_rad_LL,,[0.],
drivese.generator.K_rad_UL,,[0.],
drivese.generator.D_ratio,,[1.53703572],
drivese.generator.D_ratio_LL,,[0.],
drivese.generator.D_ratio_UL,,[0.],
drivese.generator.eandm_efficiency,,"[0.96964356 0.96976007 0.9698274  0.96985036 0.96983313 0.96977938
 0.96969235 0.96957487 0.96942945 0.96925832 0.96906347 0.96884665
 0.96860945 0.96835328 0.96807942 0.967789   0.96748307 0.96716255
 0.96682829 0.96648107 0.96612157 0.96575043 0.96536825 0.96497554
 0.96457279 0.96416045 0.96373894 0.96330862 0.96286984 0.96242292]",
drivese.hvac_mass_coeff,kg/kW/m,[0.025],
drivese.H_bedplate,m,[1.14279944],
drivese.L_bedplate,m,[7.80618607],
drivese.R_generator,m,[0.93759179],
drivese.generator_cm,m,[-3.81690365],
drivese.rho_fiberglass,kg/m**3,[1940.],
drivese.rho_castiron,kg/m**3,[8500.],
drivese.mb1_mass,kg,[1480.55356999],
drivese.mb1_cm,m,[1.01909635],
drivese.mb1_I,kg*m**2,[134.02030141  70.60698288  70.60698288],
drivese.mb2_mass,kg,[1349.62411874],
drivese.mb2_cm,m,[0.01909635],
drivese.mb2_I,kg*m**2,[118.75932276  61.52201828  61.52201828],
drivese.gearbox_mass,kg,[21731.97690896],
drivese.gearbox_cm,m,[-0.69890365],
drivese.gearbox_I,kg*m**2,[3647.44491898 4590.37697582 4590.37697582],
drivese.hss_mass,kg,[830.58683213],
drivese.hss_cm,m,[-2.06690365],
drivese.hss_I,kg*m**2,[  8.61152428 160.04079316 160.04079316],
drivese.brake_mass,kg,[1547.77653841],
drivese.brake_cm,m,[-0.34945182],
drivese.brake_I,kg*m**2,[205.2545162 102.6272581 102.6272581],
drivese.generator_I,kg*m**2,[12906.20101703  7040.60574554  7040.60574554],
drivese.generator_rotor_I,kg*m**2,[6453.10050852 3520.30287277 3520.30287277],
drivese.generator_stator_I,kg*m**2,[6453.10050852 3520.30287277 3520.30287277],
drivese.nose_mass,kg,[0.],
drivese.nose_cm,m,[0.],
drivese.nose_I,kg*m**2,[0. 0. 0.],
drivese.lss_mass,kg,[6890.02539724],
drivese.lss_cm,m,[1.46909635],
drivese.lss_I,kg*m**2,[ 286.73701944 5661.13051534 5661.13051534],
drivese.converter_mass,kg,[1638.15625],
drivese.converter_cm,m,[0.     2.2725 0.7725],
drivese.converter_I,kg*m**2,[651.71998711 651.71998711 651.71998711],
drivese.transformer_mass,kg,[5194.225],
drivese.transformer_cm,m,[ 0.     -2.2725  0.7725],
drivese.transformer_I,kg*m**2,[2066.45748844 2066.45748844 2066.45748844],
drivese.yaw_mass,kg,[3615.4179314],
drivese.yaw_cm,m,[0. 0. 0.],
drivese.yaw_I,kg*m**2,[0. 0. 0.],
drivese.bedplate_mass,kg,[19857.99688891],
drivese.bedplate_cm,m,[-1.09690697  0.          0.54639972],
drivese.bedplate_I,kg*m**2,"[ 11221.42705677 104991.33922465 113117.17534229      0.
      0.              0.        ]",
drivese.hvac_mass,kg,[189.43449347],
drivese.hvac_cm,m,[-3.81690365],
drivese.hvac_I,m,[93.67186785 46.83593392 46.83593392],
drivese.platform_mass,kg,[12240.],
drivese.platform_cm,m,[0. 0. 0.],
drivese.platform_I,m,[36721.632 36721.632 73440.   ],
drivese.cover_mass,kg,[3265.61541213],
drivese.cover_cm,m,[-0.3903093   0.          1.14421518],
drivese.cover_I,m,[ 47.14604122 118.16340935 115.70626875],
drivese.x_bedplate,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
drivese.constr_height,m,[1.14279944],
drivese.uptower,Unavailable,True,
drivese.L_drive,m,[7.836],
drivese.shaft_start,m,[0.         0.         1.14279944],
drivese.blades_mass,kg,[26798.16949495],
drivese.hub_system_mass,kg,[4882.35756576],
drivese.nacelle_mass,kg,[109194.41659781],
drivese.hub_system_cm,m,[1.85197877],
drivese.nacelle_cm,m,[ 0.87074223 -0.07400714  0.75062587],
drivese.hub_system_I,kg*m**2,"[18923.30224833 11212.76213522 11212.76213522     0.
     0.             0.        ]",
drivese.nacelle_I_TT,kg*m**2,"[ 1.80266493e+05  7.21251415e+05  7.24502730e+05 -7.97815909e+00
 -8.14876134e+04  6.23582332e+03]",
drivese.s_lss,m,[-0.08090365  0.01909635  0.51909635  1.01909635  3.01909635],
drivese.F_hub,N,"[[448290.34498721]
 [  4081.2706283 ]
 [  5798.66998378]]",
drivese.M_hub,N*m,"[[4250841.27332887]
 [ 327769.83702152]
 [ 420558.08468985]]",
drivese.s_mb1,m,[1.01909635],
drivese.s_mb2,m,[0.01909635],
drivese.carrier_mass,kg,[8571.66666667],
drivese.carrier_I,kg*m**2,[1438.64877832  719.32438916  719.32438916],
drivese.lss_E,Pa,[2.1e+11],
drivese.lss_G,Pa,[8.07692308e+10],
drivese.lss_Xy,Pa,[4.5e+08],
drivese.s_hss,m,[-2.81690365 -2.06690365 -1.31690365],
drivese.s_generator,m,[-3.81690365],
drivese.hss_E,Pa,[2.1e+11],
drivese.hss_G,Pa,[8.07692308e+10],
drivese.hss_Xy,Pa,[4.5e+08],
drivese.s_drive,m,"[-4.81690365 -3.81690365 -2.81690365 -2.06690365 -1.31690365 -0.69890365
 -0.08090365  0.01909635  0.51909635  1.01909635  2.01909635  3.01909635]",
drivese.bedplate_web_height,m,[0.99279944],
drivese.mb1_max_defl_ang,rad,[0.00872665],
drivese.mb2_max_defl_ang,rad,[0.078],
drivese.F_mb1,N,"[[ 419657.02162181]
 [   4081.2706283 ]
 [-321506.07264634]]",
drivese.F_mb2,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.F_torq,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.F_generator,N,"[[ -27126.66352275]
 [     -0.        ]
 [-310082.26287638]]",
drivese.M_mb1,N*m,"[[-0.]
 [-0.]
 [-0.]]",
drivese.M_mb2,N*m,"[[    -0.        ]
 [527748.25323991]
 [413037.5423202 ]]",
drivese.M_torq,N*m,"[[4250841.27332887]
 [     -0.        ]
 [     -0.        ]]",
drivese.M_generator,N*m,"[[  43823.10591061]
 [-699694.12491081]
 [     -0.        ]]",
drivese.other_mass,kg,[26142.849087],
drivese.bedplate_E,Pa,[2.1e+11],
drivese.bedplate_G,Pa,[8.07692308e+10],
drivese.bedplate_Xy,Pa,[4.5e+08],
drivese.lss_spring_constant,N*m/rad,[2.83522415e+08],
drivese.hss_spring_constant,N*m/rad,[36368428.31277599],
drivese.damping_ratio,,[0.01],
towerse.hub_height,m,[80.],
towerse.tower_height,m,[78.],
towerse.foundation_height,m,[0.],
towerse.tower_s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]",
towerse.member.s_const1,,[0.],
towerse.member.s_const2,,[0.],
towerse.joint1,m,[0. 0. 0.],
towerse.joint2,m,[ 0.  0. 78.],
towerse.tower_layer_thickness,m,"[[0.05697 0.05697 0.05047 0.04664 0.03935 0.03354 0.02801 0.02357 0.02374
  0.02241 0.02674]]",
towerse.tower_outer_diameter_in,m,[5.99 5.93 5.93 5.93 5.93 5.93 5.85 5.12 4.36 3.61 3.  ],
towerse.E_mat,Pa,"[[4.560e+06 4.560e+06 4.560e+06]
 [2.179e+10 1.467e+10 1.467e+10]
 [1.392e+10 1.392e+10 1.392e+10]
 [4.200e+10 1.230e+10 1.230e+10]
 [5.000e+07 5.000e+07 5.000e+07]
 [5.000e+07 5.000e+07 5.000e+07]
 [4.560e+06 4.560e+06 4.560e+06]
 [1.000e+06 1.000e+06 1.000e+06]
 [2.100e+11 2.100e+11 2.100e+11]]",
towerse.E_user,Pa,[0.],
towerse.G_mat,Pa,"[[1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [9.41300000e+09 9.41300000e+09 9.41300000e+09]
 [1.15000000e+10 1.15000000e+10 1.15000000e+10]
 [3.47000000e+09 3.47000000e+09 3.47000000e+09]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [3.84615385e+05 3.84615385e+05 3.84615385e+05]
 [8.07692308e+10 8.07692308e+10 8.07692308e+10]]",
towerse.sigma_y_mat,Pa,[0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 4.5e+08],
towerse.sigma_ult_mat,Pa,"[[0.00e+00 0.00e+00 0.00e+00]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [0.00e+00 0.00e+00 0.00e+00]
 [3.55e+08 3.55e+08 3.55e+08]]",
towerse.wohler_exp_mat,,[1. 1. 1. 1. 1. 1. 1. 1. 1.],
towerse.wohler_A_mat,,"[0.00e+00 6.00e+08 6.00e+08 6.00e+08 6.90e+05 6.90e+05 6.90e+05 0.00e+00
 3.55e+08]",
towerse.rho_mat,kg/m**3,[1100. 1845. 1845. 1940.  110.  110. 1100. 1150. 8500.],
towerse.unit_cost_mat,USD/kg,[ 7.23  2.86  3.    1.87 13.   13.    0.    3.63  0.  ],
towerse.outfitting_factor_in,,[1.07],
towerse.rho_water,kg/m**3,[0.],
towerse.tower_layer_materials,Unavailable,['steel'],
towerse.member.ballast_materials,Unavailable,[],
towerse.material_names,Unavailable,"['paint', 'triax', 'biax', 'ud', 'balsa', 'foam', 'adhesive', 'resin', 'steel']",
towerse.member.gc.d,m,[5.99 5.93 5.93 5.93 5.93 5.93 5.85 5.12 4.36 3.61 3.  ],
towerse.member.gc.t,m,"[0.05697  0.05372  0.048555 0.042995 0.036445 0.030775 0.02579  0.023655
 0.023075 0.024575]",
towerse.member.s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]",
towerse.member.height,m,[78.],
towerse.tower_outer_diameter,m,[5.99 5.93 5.93 5.93 5.93 5.93 5.85 5.12 4.36 3.61 3.  ],
towerse.tower_wall_thickness,m,"[0.05697  0.05372  0.048555 0.042995 0.036445 0.030775 0.02579  0.023655
 0.023075 0.024575]",
towerse.member.E,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11]",
towerse.member.G,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.member.sigma_y,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.rho,kg/m**3,[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.],
towerse.member.unit_cost,USD/kg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.member.outfitting_factor,,[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07],
towerse.nodes_xyz,m,"[[ 0.          0.          0.        ]
 [ 0.          0.          2.6       ]
 [ 0.          0.          5.2       ]
 [ 0.          0.          7.8       ]
 [ 0.          0.         10.40240741]
 [ 0.          0.         13.00481481]
 [ 0.          0.         15.60722222]
 [ 0.          0.         18.20722222]
 [ 0.          0.         20.80722222]
 [ 0.          0.         23.40722222]
 [ 0.          0.         26.00962963]
 [ 0.          0.         28.61203704]
 [ 0.          0.         31.21444444]
 [ 0.          0.         33.81444444]
 [ 0.          0.         36.41444444]
 [ 0.          0.         39.01444444]
 [ 0.          0.         41.61444444]
 [ 0.          0.         44.21444444]
 [ 0.          0.         46.81444444]
 [ 0.          0.         49.41685185]
 [ 0.          0.         52.01925926]
 [ 0.          0.         54.62166667]
 [ 0.          0.         57.22166667]
 [ 0.          0.         59.82166667]
 [ 0.          0.         62.42166667]
 [ 0.          0.         65.02166667]
 [ 0.          0.         67.62166667]
 [ 0.          0.         70.22166667]
 [ 0.          0.         72.81444444]
 [ 0.          0.         75.40722222]
 [ 0.          0.         78.        ]]",
towerse.s_full,m,"[0.         0.03333333 0.06666667 0.1        0.1333642  0.1667284
 0.20009259 0.23342593 0.26675926 0.30009259 0.33345679 0.36682099
 0.40018519 0.43351852 0.46685185 0.50018519 0.53351852 0.56685185
 0.60018519 0.63354938 0.66691358 0.70027778 0.73361111 0.76694444
 0.80027778 0.83361111 0.86694444 0.90027778 0.93351852 0.96675926
 1.        ]",
towerse.z_full,m,"[ 0.          2.6         5.2         7.8        10.40240741 13.00481481
 15.60722222 18.20722222 20.80722222 23.40722222 26.00962963 28.61203704
 31.21444444 33.81444444 36.41444444 39.01444444 41.61444444 44.21444444
 46.81444444 49.41685185 52.01925926 54.62166667 57.22166667 59.82166667
 62.42166667 65.02166667 67.62166667 70.22166667 72.81444444 75.40722222
 78.        ]",
towerse.d_full,m,"[5.99       5.97       5.95       5.93       5.93       5.93
 5.93       5.93       5.93       5.93       5.93       5.93
 5.93       5.93       5.93       5.93       5.90333333 5.87666667
 5.85       5.60666667 5.36333333 5.12       4.86666667 4.61333333
 4.36       4.11       3.86       3.61       3.40666667 3.20333333
 3.        ]",
towerse.member.s_ghost1,,[0.],
towerse.member.s_ghost2,,[1.],
towerse.t_full,m,"[0.05697  0.05697  0.05697  0.05372  0.05372  0.05372  0.048555 0.048555
 0.048555 0.042995 0.042995 0.042995 0.036445 0.036445 0.036445 0.030775
 0.030775 0.030775 0.02579  0.02579  0.02579  0.023655 0.023655 0.023655
 0.023075 0.023075 0.023075 0.024575 0.024575 0.024575]",
towerse.E_full,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
towerse.G_full,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.sigma_y_full,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.rho_full,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.outfitting_full,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07]",
towerse.member.unit_cost_full,USD/kg,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
towerse.labor_cost_rate,USD/min,[0.98],
towerse.painting_cost_rate,USD/m**2,[30.],
towerse.rna_mass,kg,[140874.94365853],
towerse.rna_I,kg*m**2,"[ 8.43519833e+06  7.87935732e+06  7.78849337e+06 -7.97815909e+00
  1.71973505e+05  6.23582332e+03]",
towerse.rna_cg,m,[-1.49545637 -0.05736411  1.02868919],
towerse.tower_mass,kg,[448096.08548763],
towerse.tower_center_of_mass,m,[29.06041019],
towerse.tower_I_base,kg*m**2,"[5.66911858e+08 5.66911858e+08 3.56476278e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.env.Uref,m/s,[20.59418563],
towerse.wind_reference_height,m,[80.],
towerse.z0,m,[0.],
towerse.shearExp,,[0.2],
towerse.env.windLoads.U,m/s,"[ 0.         10.3781823  11.92140094 12.92842279 13.69472757 14.32014647
 14.85223282 15.31705826 15.73147508 16.1063303  16.44952869 16.76626713
 17.06073541 17.33592729 17.59467962 17.83904952 18.07071955 18.29108467
 18.50131513 18.70258514 18.89554655 19.08093338 19.25922142 19.43114208
 19.59718524 19.75778454 19.91332582 20.06415398 20.21017777 20.35209936
 20.49016927]",
towerse.beta_wind,deg,[0.],
towerse.rho_air,kg/m**3,[1.225],
towerse.mu_air,kg/m/s,[1.81e-05],
towerse.cd_usr,,[-1.],
towerse.env.distLoads.windLoads_Px,N/m,"[  0.         267.39268986 360.71591588 426.58286234 480.69879046
 526.70824277 567.15657806 603.47741938 636.63857136 667.27072306
 695.84989671 722.68177252 748.02263808 772.05168922 794.95334003
 816.85813258 834.22596648 850.62802066 866.14819688 849.12199336
 829.85363523 808.37687869 783.07862938 755.44863011 725.41629397
 693.4708718  658.92278638 621.62161843 590.98602965 558.13064569
 522.71430921]",
towerse.env.distLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_qdyn,N/m**2,"[  0.          65.97033409  87.04837771 102.37577096 114.87165754
 125.6032894  135.11065204 143.70001763 151.5810763  158.89099898
 165.73453398 172.17847451 178.2795742  184.07730479 189.61331004
 194.91690872 200.0124293  204.92031427 209.65793011 214.24434829
 218.68802867 223.00023633 227.18703598 231.26118554 235.23042235
 239.10165555 242.88108399 246.57429351 250.17641243 253.70236835
 257.15631   ]",
towerse.env.distLoads.windLoads_z,m,"[ 0.          2.6         5.2         7.8        10.40240741 13.00481481
 15.60722222 18.20722222 20.80722222 23.40722222 26.00962963 28.61203704
 31.21444444 33.81444444 36.41444444 39.01444444 41.61444444 44.21444444
 46.81444444 49.41685185 52.01925926 54.62166667 57.22166667 59.82166667
 62.42166667 65.02166667 67.62166667 70.22166667 72.81444444 75.40722222
 78.        ]",
towerse.env.distLoads.windLoads_beta,deg,[0.],
towerse.env.distLoads.waveLoads_Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_qdyn,N/m**2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_z,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_beta,deg,[0.],
towerse.yaw,deg,[0.],
towerse.s_all,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Px_global,N/m,"[  0.         267.39268986 360.71591588 426.58286234 480.69879046
 526.70824277 567.15657806 603.47741938 636.63857136 667.27072306
 695.84989671 722.68177252 748.02263808 772.05168922 794.95334003
 816.85813258 834.22596648 850.62802066 866.14819688 849.12199336
 829.85363523 808.37687869 783.07862938 755.44863011 725.41629397
 693.4708718  658.92278638 621.62161843 590.98602965 558.13064569
 522.71430921]",
towerse.g2e.Py_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
