variables,units,values,description
towerse.member.ballast_unit_cost,USD/kg,[],
towerse.z_param,m,"[ 0.          8.         16.00740741 24.00740741 32.01481481 40.01481481
 48.01481481 56.02222222 64.02222222 72.02222222 80.        ]",
towerse.member.sec_loc,,"[0.         0.1111454  0.2222908  0.3334362  0.4445816  0.55567556
 0.66682096 0.77796636 0.88906033 1.        ]",normalized sectional location
towerse.member.str_tw,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],structural twist of section
towerse.member.tw_iner,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],inertial twist of section
towerse.member.mass_den,kg/m,"[3128.11912111 2888.61379601 2559.67247292 2271.1155483  1937.88235278
 1632.42787552 1298.08318375 1035.48901793  811.60676795  831.05228038]",sectional mass per unit length
towerse.member.foreaft_iner,kg*m,"[5919.9778318  5388.10298364 4767.70575    4246.20713632 3668.73013167
 3148.43554504 2480.42867812 1929.17030135 1513.65577549 1549.78048012]",sectional fore-aft intertia per unit length about the Y_G inertia axis
towerse.member.sideside_iner,kg*m,"[5919.9778318  5388.10298364 4767.70575    4246.20713632 3668.73013167
 3148.43554504 2480.42867812 1929.17030135 1513.65577549 1549.78048012]",sectional side-side intertia per unit length about the Y_G inertia axis
towerse.member.foreaft_stff,N*m**2,"[1.36689977e+11 1.24409195e+11 1.10084465e+11 9.80432654e+10
 8.47095467e+10 7.26961478e+10 5.72721300e+10 4.45437893e+10
 3.49497210e+10 3.57838264e+10]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
towerse.member.sideside_stff,N*m**2,"[1.36689977e+11 1.24409195e+11 1.10084465e+11 9.80432654e+10
 8.47095467e+10 7.26961478e+10 5.72721300e+10 4.45437893e+10
 3.49497210e+10 3.57838264e+10]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
towerse.member.tor_stff,N*m**2,"[1.05146136e+11 9.56993806e+10 8.46803576e+10 7.54178964e+10
 6.51611898e+10 5.59201137e+10 4.40554846e+10 3.42644533e+10
 2.68844008e+10 2.75260203e+10]",sectional torsional stiffness
towerse.member.axial_stff,N,"[7.22270495e+10 6.66969651e+10 5.91018383e+10 5.24391715e+10
 4.47449471e+10 3.76921225e+10 2.99722340e+10 2.39090372e+10
 1.87396835e+10 1.91886728e+10]",sectional axial stiffness
towerse.member.cg_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional center of mass
towerse.member.sc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional shear center
towerse.member.tc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional tension center
towerse.member.axial_load2stress,m**2,"[[ 0.          0.          2.90749797  3.01046756  3.01046756  0.        ]
 [ 0.          0.          3.14856905  3.28229451  3.28229451  0.        ]
 [ 0.          0.          3.55318897  3.70395902  3.70395902  0.        ]
 [ 0.          0.          4.00463993  4.16383231  4.16383231  0.        ]
 [ 0.          0.          4.69326736  4.84542954  4.84542954  0.        ]
 [ 0.          0.          5.57145595  5.69449844  5.69449844  0.        ]
 [ 0.          0.          7.00648473  7.18935503  7.18935503  0.        ]
 [ 0.          0.          8.78328968  9.12248389  9.12248389  0.        ]
 [ 0.          0.         11.20616579 11.62670224 11.62670224  0.        ]
 [ 0.          0.         10.94395649 11.3556889  11.3556889   0.        ]]",
towerse.member.shear_load2stress,m**2,"[[ 4.77293496  4.77293496  0.          0.          0.          1.50523378]
 [ 5.16975682  5.16975682  0.          0.          0.          1.64114726]
 [ 5.83614976  5.83614976  0.          0.          0.          1.85197951]
 [ 6.57974803  6.57974803  0.          0.          0.          2.08191615]
 [ 7.71409861  7.71409861  0.          0.          0.          2.42271477]
 [ 9.16072728  9.16072728  0.          0.          0.          2.84724922]
 [11.52400377 11.52400377  0.          0.          0.          3.59467752]
 [14.44990254 14.44990254  0.          0.          0.          4.56124195]
 [18.44023392 18.44023392  0.          0.          0.          5.81335112]
 [18.00839189 18.00839189  0.          0.          0.          5.67784445]]",
towerse.constr_d_to_t,,"[139.2844565  148.5976877  167.32882259 189.1711386  224.30312693
 271.06195724 337.48090508 412.26293296 526.26297782 513.92563863]",
towerse.constr_taper,,"[0.98097402 0.99609394 0.99316457 0.99080411 0.99838014 0.98474766
 0.97411154 1.         1.         1.        ]",
towerse.slope,,"[0.98097402 1.00392138 0.99316457 1.00928124 1.00162249 1.01548858
 0.97411154 1.         1.         1.        ]",
towerse.thickness_slope,,"[0.93014361 0.88675466 0.885594   0.84795576 0.83458196 0.79888774
 0.80787081 0.78337818 1.02400608]",
towerse.member.nu_full,,"[0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3
 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3]",
towerse.member.nodes_r,m,"[1.97834734 1.96580068 1.95325401 1.94070734 1.94324409 1.94578084
 1.94831759 1.94387839 1.9394392  1.935      1.9409864  1.9469728
 1.9529592  1.95401542 1.95507163 1.95612785 1.96622706 1.97632628
 1.98642549 1.96928366 1.95214183 1.935      1.935      1.935
 1.935      1.935      1.935      1.935      1.935      1.935
 1.935     ]",
towerse.member.center_of_buoyancy,m,[0. 0. 0.],
towerse.member.displacement,m**3,[0.],
towerse.member.buoyancy_force,N,[0.],
towerse.member.idx_cb,,[0.],
towerse.member.Awater,m**2,[0.],
towerse.member.Iwater,m**4,[0.],
towerse.member.added_mass,kg,[0. 0. 0. 0. 0. 0.],
towerse.member.waterline_centroid,m,[0. 0.],
towerse.member.z_dim,m,"[ 0.          2.66666667  5.33333333  8.         10.6691358  13.3382716
 16.00740741 18.67407407 21.34074074 24.00740741 26.67654321 29.34567901
 32.01481481 34.68148148 37.34814815 40.01481481 42.68148148 45.34814815
 48.01481481 50.68395062 53.35308642 56.02222222 58.68888889 61.35555556
 64.02222222 66.68888889 69.35555556 72.02222222 74.68148148 77.34074074
 80.        ]",
towerse.member.d_eff,m,"[3.95669469 3.93160135 3.90650802 3.88141469 3.88648818 3.89156168
 3.89663517 3.88775678 3.87887839 3.87       3.8819728  3.8939456
 3.9059184  3.90803083 3.91014327 3.9122557  3.93245413 3.95265255
 3.97285098 3.93856732 3.90428366 3.87       3.87       3.87
 3.87       3.87       3.87       3.87       3.87       3.87
 3.87      ]",
towerse.tower_cost,USD,[349907.25434539],
towerse.member.section_D,m,"[3.94414802 3.91905469 3.89396135 3.88395144 3.88902493 3.89409842
 3.89219598 3.88331759 3.8744392  3.8759864  3.8879592  3.899932
 3.90697461 3.90908705 3.91119948 3.92235491 3.94255334 3.96275176
 3.95570915 3.92142549 3.88714183 3.87       3.87       3.87
 3.87       3.87       3.87       3.87       3.87       3.87      ]",
towerse.member.section_t,m,"[0.03010665 0.03010665 0.03010665 0.02800351 0.02800351 0.02800351
 0.02483224 0.02483224 0.02483224 0.02199128 0.02199128 0.02199128
 0.01864764 0.01864764 0.01864764 0.01556298 0.01556298 0.01556298
 0.01243307 0.01243307 0.01243307 0.01004432 0.01004432 0.01004432
 0.0078685  0.0078685  0.0078685  0.00805739 0.00805739 0.00805739]",
towerse.member.section_sigma_y,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.turbine_mass,kg,[287021.72319441],
towerse.turbine_center_of_mass,m,[-7.60354260e-01 -2.94427076e-02  5.48766806e+01],
towerse.turbine_I_base,kg*m**2,"[ 1.10356706e+09  1.10240829e+09  8.87977207e+06 -4.21969206e+00
  1.26500162e+05  6.77750169e+03]",
towerse.env.wind.U,m/s,"[ 0.          5.75797814  6.61418002  7.17289152  7.59804942  7.94504163
  8.24025147  8.49814391  8.72806885  8.9360444   9.12645625  9.30218769
  9.46556331  9.61824408  9.76180393  9.89738417 10.02591833 10.14818036
 10.26481951 10.37648727 10.48354528 10.58640079 10.68531779 10.78070207
 10.87282541 10.96192842 11.04822516 11.13190699 11.21292328 11.2916636
 11.36826695]",
towerse.env.windLoads.windLoads_Px,N/m,"[  0.          37.11502983  52.13113951  63.18835971  72.81484034
  81.06150661  88.37128173  94.58769422 100.27728787 105.55209539
 111.28296915 116.82380265 122.21894963 127.03702724 131.68803764
 136.1865366  141.44481221 146.62843615 151.74122831 153.84863795
 155.76278291 157.49591616 161.01864737 164.45395369 167.80676745
 171.08157022 174.28244893 177.41314339 180.4686651  183.46094058
 186.39286428]",
towerse.env.windLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.windLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.windLoads.windLoads_qdyn,N/m**2,"[ 0.         20.30701629 26.79526864 31.51335335 35.35984247 38.66325795
 41.58981837 44.23380053 46.65975137 48.90989487 51.01647473 53.00005124
 54.87809434 56.66275424 58.36684973 59.99940573 61.56791104 63.07865828
 64.5369932  65.9487864  67.31664198 68.64402758 69.93281003 71.18691648
 72.40872864 73.60037329 74.76375856 75.90060388 77.00940966 78.09477091
 79.1579647 ]",
towerse.env.windLoads.windLoads_z,m,"[ 0.          2.66666667  5.33333333  8.         10.6691358  13.3382716
 16.00740741 18.67407407 21.34074074 24.00740741 26.67654321 29.34567901
 32.01481481 34.68148148 37.34814815 40.01481481 42.68148148 45.34814815
 48.01481481 50.68395062 53.35308642 56.02222222 58.68888889 61.35555556
 64.02222222 66.68888889 69.35555556 72.02222222 74.68148148 77.34074074
 80.        ]",
towerse.env.windLoads.windLoads_beta,deg,[0.],
towerse.env.Px,N/m,"[  0.          37.11502983  52.13113951  63.18835971  72.81484034
  81.06150661  88.37128173  94.58769422 100.27728787 105.55209539
 111.28296915 116.82380265 122.21894963 127.03702724 131.68803764
 136.1865366  141.44481221 146.62843615 151.74122831 153.84863795
 155.76278291 157.49591616 161.01864737 164.45395369 167.80676745
 171.08157022 174.28244893 177.41314339 180.4686651  183.46094058
 186.39286428]",
towerse.env.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.qdyn,N/m**2,"[ 0.         20.30701629 26.79526864 31.51335335 35.35984247 38.66325795
 41.58981837 44.23380053 46.65975137 48.90989487 51.01647473 53.00005124
 54.87809434 56.66275424 58.36684973 59.99940573 61.56791104 63.07865828
 64.5369932  65.9487864  67.31664198 68.64402758 69.93281003 71.18691648
 72.40872864 73.60037329 74.76375856 75.90060388 77.00940966 78.09477091
 79.1579647 ]",
towerse.g2e.Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Pz,N/m,"[   0.          -37.11502983  -52.13113951  -63.18835971  -72.81484034
  -81.06150661  -88.37128173  -94.58769422 -100.27728787 -105.55209539
 -111.28296915 -116.82380265 -122.21894963 -127.03702724 -131.68803764
 -136.1865366  -141.44481221 -146.62843615 -151.74122831 -153.84863795
 -155.76278291 -157.49591616 -161.01864737 -164.45395369 -167.80676745
 -171.08157022 -174.28244893 -177.41314339 -180.4686651  -183.46094058
 -186.39286428]",
towerse.g2e.qdyn,Pa,"[ 0.         20.30701629 26.79526864 31.51335335 35.35984247 38.66325795
 41.58981837 44.23380053 46.65975137 48.90989487 51.01647473 53.00005124
 54.87809434 56.66275424 58.36684973 59.99940573 61.56791104 63.07865828
 64.5369932  65.9487864  67.31664198 68.64402758 69.93281003 71.18691648
 72.40872864 73.60037329 74.76375856 75.90060388 77.00940966 78.09477091
 79.1579647 ]",
towerse.tower.section_L,m,"[2.66666667 2.66666667 2.66666667 2.6691358  2.6691358  2.6691358
 2.66666667 2.66666667 2.66666667 2.6691358  2.6691358  2.6691358
 2.66666667 2.66666667 2.66666667 2.66666667 2.66666667 2.66666667
 2.6691358  2.6691358  2.6691358  2.66666667 2.66666667 2.66666667
 2.66666667 2.66666667 2.66666667 2.65925926 2.65925926 2.65925926]",
towerse.tower.f1,Hz,[0.31146111],
towerse.tower.f2,Hz,[0.31199862],
towerse.tower.structural_frequencies,Hz,[0.31146111 0.31199862 1.40803459 2.02768753 2.10369319 4.44958897],
towerse.tower.fore_aft_modes,,"[[ 1.08947255e+00  1.03350340e-01 -6.30391365e-01  8.29156880e-01
  -3.91588407e-01]
 [-1.35202618e+02  1.83259779e+02 -1.83635740e+02  2.24719238e+02
  -8.81406579e+01]
 [-9.31186677e+01  1.23336719e+02  8.11485684e+01 -1.20012161e+02
   9.64554129e+00]]",
towerse.tower.side_side_modes,,"[[ 1.08752129e+00  1.05886385e-01 -6.33988123e-01  8.33078879e-01
  -3.92498433e-01]
 [-1.96509073e+02  2.65319675e+02 -2.73822669e+02  3.32771921e+02
  -1.26759853e+02]
 [-8.80069842e+01  1.16917332e+02  6.69177333e+01 -9.79612171e+01
   3.13313605e+00]]",
towerse.tower.torsion_modes,,"[[  5.60169881 -20.01358459  33.7700452  -25.68514726   7.32698785]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]",
towerse.tower.fore_aft_freqs,Hz,[0.31199862 2.10369319 4.54523577],
towerse.tower.side_side_freqs,Hz,[0.31146111 2.02768753 4.44958897],
towerse.tower.torsion_freqs,Hz,[8.53106686 0.         0.        ],
towerse.tower.tower_deflection,m,"[[0.        ]
 [0.00111605]
 [0.00427723]
 [0.00945504]
 [0.01669306]
 [0.02598299]
 [0.03724155]
 [0.0505062 ]
 [0.06581853]
 [0.08310692]
 [0.10244103]
 [0.12380639]
 [0.14708786]
 [0.1723282 ]
 [0.19957024]
 [0.2286986 ]
 [0.25978704]
 [0.29282814]
 [0.32766182]
 [0.36442699]
 [0.40313157]
 [0.44365765]
 [0.4860702 ]
 [0.53035846]
 [0.57630737]
 [0.62396159]
 [0.6731838 ]
 [0.72369941]
 [0.77507103]
 [0.82716612]
 [0.87971874]]",
towerse.tower.top_deflection,m,[0.87971874],
towerse.tower.tower_Fz,N,"[[-2429303.1649731 ]
 [-2347384.37944037]
 [-2265958.73339467]
 [-2190270.54060752]
 [-2114459.42909341]
 [-2038528.45970254]
 [-1971197.01923274]
 [-1904003.82093444]
 [-1836950.10136157]
 [-1777402.49673263]
 [-1717655.97351539]
 [-1657710.96888542]
 [-1606733.42307607]
 [-1555715.87119055]
 [-1504658.73507456]
 [-1461823.43537185]
 [-1418754.84316739]
 [-1375453.14729905]
 [-1340774.88570151]
 [-1306389.23970405]
 [-1272296.7006425 ]
 [-1244798.00355223]
 [-1217290.12185099]
 [-1189773.27983568]
 [-1168102.25813657]
 [-1146422.68854285]
 [-1124734.76123151]
 [-1102591.84377643]
 [-1080440.96541334]
 [-1058282.28879582]]",
towerse.tower.tower_Vx,N,"[[519739.57682439]
 [519770.89249333]
 [519801.38757019]
 [519824.95907234]
 [519854.26529754]
 [519882.47514189]
 [519889.79717003]
 [519915.25185132]
 [519939.6957625 ]
 [519938.00537072]
 [519961.46019527]
 [519983.77148488]
 [519963.59463464]
 [519982.93267666]
 [520001.19406758]
 [519972.03311437]
 [519989.16252784]
 [520005.16208656]
 [519961.18926139]
 [519971.66849329]
 [519981.17831652]
 [519941.0372628 ]
 [519950.78678158]
 [519959.43114899]
 [519915.99954782]
 [519922.45178172]
 [519927.79061927]
 [519936.25000286]
 [519939.34189661]
 [519941.32619105]]",
towerse.tower.tower_Vy,N,"[[5636.30296897]
 [5636.57495978]
 [5636.83757797]
 [5637.03801141]
 [5637.28571152]
 [5637.52161983]
 [5637.57694847]
 [5637.7844918 ]
 [5637.98094458]
 [5637.9556171 ]
 [5638.13856181]
 [5638.30936578]
 [5638.12819531]
 [5638.269148  ]
 [5638.39852474]
 [5638.14482208]
 [5638.25936684]
 [5638.36207429]
 [5637.99579474]
 [5638.04914575]
 [5638.09149601]
 [5637.7614243 ]
 [5637.79800136]
 [5637.82270906]
 [5637.48103282]
 [5637.4819812 ]
 [5637.47099534]
 [5637.47482932]
 [5637.4402048 ]
 [5637.39374511]]",
towerse.tower.tower_Mxx,N*m,"[[-368755.15366566]
 [-353658.17596028]
 [-338522.69406033]
 [-323337.09100354]
 [-308118.2495904 ]
 [-292870.67077582]
 [-277610.49417373]
 [-262324.99992511]
 [-247017.96035687]
 [-231676.93809899]
 [-216317.46143957]
 [-200943.48650274]
 [-185570.64728976]
 [-170184.94668479]
 [-154789.79327725]
 [-139386.32383919]
 [-123974.72762145]
 [-108558.43156269]
 [ -93123.9624996 ]
 [ -77685.00287067]
 [ -62244.20948755]
 [ -46816.83528531]
 [ -31389.36021767]
 [ -15964.97410241]
 [   -545.50582409]
 [  14866.98328283]
 [  30269.12523654]
 [  45615.00633702]
 [  60944.54879332]
 [  76255.06380232]]",
towerse.tower.tower_Myy,N*m,"[[42455309.26128636]
 [41061703.71269926]
 [39663623.47896836]
 [38260013.34272259]
 [36852456.87285011]
 [35441442.21996617]
 [34028476.35029507]
 [32612367.34343234]
 [31193524.89407268]
 [29770800.60521984]
 [28345617.28824711]
 [26918419.33009329]
 [25490653.02222925]
 [24060957.28949952]
 [22629716.82816917]
 [21197014.31768402]
 [19762789.06265366]
 [18327443.60291606]
 [16889666.62009642]
 [15450564.29080147]
 [14010413.23216268]
 [12570526.87625539]
 [11129471.86421517]
 [ 9687613.59507763]
 [ 8244990.70050499]
 [ 6801568.88329136]
 [ 5357731.30221462]
 [ 3917876.21155685]
 [ 2478360.84444976]
 [ 1039504.98190582]]",
towerse.tower.tower_Mzz,N*m,"[[516062.92243373]
 [516061.77155416]
 [516060.61375612]
 [516062.25357897]
 [516060.77440213]
 [516059.29680758]
 [516062.74771764]
 [516061.41826986]
 [516060.08563388]
 [516063.65850383]
 [516062.09798923]
 [516060.54237854]
 [516066.07794933]
 [516064.62392792]
 [516063.1703701 ]
 [516069.91293157]
 [516068.22892012]
 [516066.55441951]
 [516076.64260309]
 [516075.69181749]
 [516074.73656151]
 [516086.3274326 ]
 [516084.88492901]
 [516083.44195169]
 [516099.21527316]
 [516097.76481335]
 [516096.31378958]
 [516093.10080564]
 [516091.65347361]
 [516090.20562936]]",
towerse.tower.turbine_F,N,"[[  519722.34140233]
 [    5636.14981639]
 [-2511680.68729065]]",
towerse.tower.turbine_M,N*m,"[[ -383809.73232773]
 [43844031.5003268 ]
 [  516019.59480271]]",
towerse.post.axial_stress,Pa,"[[1.19158697e+08]
 [1.16794496e+08]
 [1.14340154e+08]
 [1.19011468e+08]
 [1.14307323e+08]
 [1.09617200e+08]
 [1.18476795e+08]
 [1.14033495e+08]
 [1.09536009e+08]
 [1.17597562e+08]
 [1.11151240e+08]
 [1.04776269e+08]
 [1.16106009e+08]
 [1.09287199e+08]
 [1.02476121e+08]
 [1.13775751e+08]
 [1.04636856e+08]
 [9.56762980e+07]
 [1.10010315e+08]
 [1.01927800e+08]
 [9.35262972e+07]
 [1.03741803e+08]
 [9.08370199e+07]
 [7.79250956e+07]
 [8.27721045e+07]
 [6.62330024e+07]
 [4.96897765e+07]
 [3.24264816e+07]
 [1.63277037e+07]
 [2.54218257e+05]]",
towerse.post.shear_stress,Pa,"[[ 3231821.8497825 ]
 [ 3257772.14113484]
 [ 3284120.59311056]
 [ 3540220.81092117]
 [ 3534609.86970752]
 [ 3529010.92480609]
 [ 3978732.46000183]
 [ 3990216.83353429]
 [ 4001758.39062353]
 [ 4512963.17864356]
 [ 4495814.53668883]
 [ 4478784.86152687]
 [ 5265102.74120506]
 [ 5261712.80318531]
 [ 5258318.98530061]
 [ 6272819.3730391 ]
 [ 6233133.78703567]
 [ 6193921.48692532]
 [ 7763338.58284261]
 [ 7847633.39236967]
 [ 7933696.50112673]
 [ 9867533.57028335]
 [ 9867667.86772126]
 [ 9867786.192748  ]
 [12588202.18858541]
 [12588312.73045149]
 [12588402.73657093]
 [12294062.46069562]
 [12294109.91297085]
 [12294137.41511719]]",
towerse.post.hoop_stress,Pa,"[[  -706.56375431]
 [ -1628.37846808]
 [ -2002.79375296]
 [ -2464.34133137]
 [ -2731.40961494]
 [ -2965.1815024 ]
 [ -3576.94358927]
 [ -3779.55436721]
 [ -3964.85634958]
 [ -4686.26180471]
 [ -4893.22703124]
 [ -5090.59931783]
 [ -6223.47506307]
 [ -6421.61756372]
 [ -6611.47557479]
 [ -8165.47173709]
 [ -8415.57411873]
 [ -8660.33812341]
 [-11072.74216451]
 [-11210.31798947]
 [-11336.7550421 ]
 [-14247.87916827]
 [-14509.32815499]
 [-14763.89154262]
 [-19173.29391657]
 [-19482.5464236 ]
 [-19784.60291643]
 [-19607.86658729]
 [-19889.22771851]
 [-20164.73995968]]",
towerse.post.hoop_stress_euro,Pa,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.post.constr_stress,,"[[0.46523278]
 [0.45603299]
 [0.44648198]
 [0.46476518]
 [0.44644281]
 [0.42817697]
 [0.46284745]
 [0.44555404]
 [0.42805256]
 [0.45965166]
 [0.43456185]
 [0.40975581]
 [0.45422012]
 [0.42771196]
 [0.40124505]
 [0.44575986]
 [0.41026643]
 [0.37549277]
 [0.43225472]
 [0.40105912]
 [0.36869048]
 [0.41007428]
 [0.36050843]
 [0.31116015]
 [0.33385907]
 [0.27198126]
 [0.2116612 ]
 [0.15132527]
 [0.10467374]
 [0.0830533 ]]",
towerse.post.constr_shell_buckling,,"[[0.02187333]
 [0.02118975]
 [0.02050447]
 [0.02239639]
 [0.02161589]
 [0.02083454]
 [0.02491839]
 [0.02408245]
 [0.02324751]
 [0.02829518]
 [0.02734608]
 [0.02639429]
 [0.0351527 ]
 [0.03403475]
 [0.0329163 ]
 [0.04358024]
 [0.04225983]
 [0.04093639]
 [0.06091537]
 [0.0593871 ]
 [0.05787369]
 [0.08711948]
 [0.0852195 ]
 [0.08331861]
 [0.13808873]
 [0.13557034]
 [0.1330505 ]
 [0.12385584]
 [0.12141087]
 [0.11896467]]",
towerse.post.constr_global_buckling,,"[[1.00000051]
 [0.97897006]
 [0.95725472]
 [1.00000043]
 [0.95925367]
 [0.91876716]
 [1.00000073]
 [0.96224629]
 [0.92415526]
 [1.00000046]
 [0.94556657]
 [0.89192944]
 [1.00000083]
 [0.94348086]
 [0.88720794]
 [1.00000471]
 [0.92416809]
 [0.8501199 ]
 [1.00001379]
 [0.93726663]
 [0.87211711]
 [1.00000098]
 [0.89556613]
 [0.79142235]
 [0.89361885]
 [0.75946486]
 [0.62573527]
 [0.48049472]
 [0.35141411]
 [0.22296263]]",
