variables,units,values,description
drivese.unit_cost_mat,USD/kg,[ 7.23  2.86  3.    1.87 13.   13.    0.    3.63  0.  ],
drivese.material_names,Unavailable,"['paint', 'triax', 'biax', 'ud', 'balsa', 'foam', 'adhesive', 'resin', 'steel']",
drivese.lss_material,Unavailable,steel,
drivese.hss_material,Unavailable,steel,
drivese.hub_material,Unavailable,steel,
drivese.spinner_material,Unavailable,ud,
drivese.bedplate_material,Unavailable,steel,
drivese.blades_I,kg*m**2,"[11540148.77698743  5770074.38849371  5770074.38849371        0.
        0.                0.        ]",
drivese.rated_rpm,rpm,[15.16026965],
drivese.stop_time,s,[5.],
drivese.flange_t2shell_t,,[4.],
drivese.flange_OD2hub_D,,[0.5],
drivese.flange_ID2flange_OD,,[0.8],
drivese.hub_shell.rho,kg/m**3,[8500.],
drivese.max_torque,N*m,[3664181.24618093],
drivese.hub_shell.Xy,Pa,[4.5e+08],
drivese.hub_stress_concentration,,[2.5],
drivese.hub_shell.metal_cost,USD/kg,[0.],
drivese.hub_diameter,m,[4.],
drivese.blade_root_diameter,m,[2.6],
drivese.hub_in2out_circ,,[1.2],
drivese.hub_shell.n_blades,Unavailable,3,
drivese.clearance_hub_spinner,m,[0.5],
drivese.spin_hole_incr,,[1.2],
drivese.spinner_gust_ws,m/s,[70.],
drivese.spinner.composite_Xt,Pa,[6.e+08],
drivese.spinner.composite_rho,kg/m**3,[1940.],
drivese.spinner.Xy,Pa,[4.5e+08],
drivese.spinner.metal_rho,kg/m**3,[8500.],
drivese.spinner.composite_cost,USD/kg,[1.87],
drivese.spinner.metal_cost,USD/kg,[0.],
drivese.n_blades,Unavailable,3,
drivese.n_front_brackets,Unavailable,3,
drivese.n_rear_brackets,Unavailable,3,
drivese.blade_mass,kg,[10789.46923081],
drivese.pitch_system.rho,kg/m**3,[8500.],
drivese.pitch_system.Xy,Pa,[4.5e+08],
drivese.pitch_system_scaling_factor,,[0.54],
drivese.pitch_system.BRFM,N*m,[-4667789.32762891],
drivese.pitch_mass,kg,[4445.27111825],
drivese.pitch_cost,USD,[0.],
drivese.pitch_I,kg*m**2,"[17781.08447299  8890.5422365   8890.5422365      0.
     0.             0.        ]",
drivese.hub_mass,kg,[754.77070466],
drivese.hub_cost,USD,[0.],
drivese.hub_cm,m,[1.8350075],
drivese.hub_I,kg*m**2,"[2012.7218791 2012.7218791 2012.7218791    0.           0.
    0.       ]",
drivese.spinner_mass,kg,[503.41554728],
drivese.spinner_cost,kg,[428.45156616],
drivese.spinner_cm,m,[2.],
drivese.spinner_I,kg*m**2,"[2097.56478034 2097.56478034 2097.56478034    0.            0.
    0.        ]",
drivese.gear_ratio,,[97.],
drivese.rotor_diameter,m,[100.],
drivese.rated_torque,N*m,[1284290.74195224],
drivese.machine_rating,kW,[1790.],
drivese.gear_configuration,Unavailable,eep,
drivese.planet_numbers,Unavailable,"[3, 3, 0]",
drivese.L_12,m,[1.],
drivese.L_h1,m,[2.],
drivese.L_generator,m,[2.],
drivese.overhang,m,[5.],
drivese.drive_height,m,[2.],
drivese.tilt,deg,[4.99962972],
drivese.lss_diameter,m,[0.577 0.577],
drivese.lss_wall_thickness,m,[0.288 0.288],
drivese.D_top,m,[3.],
drivese.lss_rho,kg/m**3,[8500.],
drivese.bedplate_rho,kg/m**3,[8500.],
drivese.L_hss,m,[1.5],
drivese.L_gearbox,m,[1.2],
drivese.hss_diameter,m,[0.288 0.288],
drivese.hss_wall_thickness,m,[0.144 0.144],
drivese.hss_rho,kg/m**3,[8500.],
drivese.bedplate_flange_width,m,[1.],
drivese.bedplate_flange_thickness,m,[0.05],
drivese.bedplate_web_thickness,m,[0.05],
drivese.upwind,Unavailable,True,
drivese.bear1.D_bearing,m,[0.],
drivese.bear1.D_shaft,m,[0.577],
drivese.bear1.bearing_type,Unavailable,CARB,
drivese.bear2.D_bearing,m,[0.],
drivese.bear2.D_shaft,m,[0.577],
drivese.bear2.bearing_type,Unavailable,SRB,
drivese.brake_mass_user,kg,[0.],
drivese.s_rotor,m,[0.],
drivese.s_gearbox,m,[-0.68090365],
drivese.converter_mass_user,kg,[0.],
drivese.transformer_mass_user,kg,[0.],
drivese.yaw.rho,kg/m**3,[8500.],
drivese.minimum_rpm,rpm,[8.],
drivese.generator.E,Pa,[2.1e+11],
drivese.generator.G,Pa,[8.07692308e+10],
drivese.generator.B_r,T,[1.2],
drivese.generator.P_Fe0e,W/kg,[1.],
drivese.generator.P_Fe0h,W/kg,[4.],
drivese.generator.S_N,,[-0.002],
drivese.generator.alpha_p,,[1.09955743],
drivese.generator.b_r_tau_r,,[0.45],
drivese.generator.b_ro,m,[0.004],
drivese.generator.b_s_tau_s,,[0.45],
drivese.generator.b_so,m,[0.004],
drivese.generator.cofi,,[0.9],
drivese.generator.freq,Hz,[60.],
drivese.generator.h_i,m,[0.001],
drivese.generator.h_sy0,,[0.],
drivese.generator.h_w,m,[0.005],
drivese.generator.k_fes,,[0.9],
drivese.generator.k_fillr,,[0.55],
drivese.generator.k_fills,,[0.65],
drivese.generator.k_s,,[0.2],
drivese.generator.mu_0,m*kg/s**2/A**2,[1.25663706e-06],
drivese.generator.mu_r,m*kg/s**2/A**2,[1.06],
drivese.generator.p,,[3.],
drivese.generator.phi,rad,[1.57079633],
drivese.generator.ratio_mw2pp,,[0.7],
drivese.generator.resist_Cu,ohm/m,[2.52e-08],
drivese.generator.sigma,Pa,[21500.],
drivese.generator.v,,[0.3],
drivese.generator.y_tau_p,,[0.8],
drivese.generator.y_tau_pr,,[0.8333333],
drivese.generator.I_0,A,[40.],
drivese.generator.d_r,m,[0.],
drivese.generator.h_m,m,[0.],
drivese.generator.h_0,m,[0.01],
drivese.generator.h_s,m,[0.08],
drivese.generator.len_s,m,[0.49],
drivese.generator.shaft_rpm,rpm,"[ 776.00000004  799.9498675   823.89973497  847.84960243  871.7994699
  895.74933736  919.69920483  943.64907229  967.59893975  991.54880722
 1015.49867468 1039.44854215 1063.39840961 1087.34827708 1111.29814454
 1135.248012   1159.19787947 1183.14774693 1207.0976144  1231.04748186
 1254.99734933 1278.94721679 1302.89708425 1326.84695172 1350.79681918
 1374.74668665 1398.69655411 1422.64642158 1446.59628904 1470.5461565 ]",
drivese.generator.n_r,,[0.],
drivese.generator.rad_ag,m,[0.61],
drivese.generator.t_wr,m,[0.],
drivese.generator.n_s,,[0.],
drivese.generator.b_st,m,[0.],
drivese.generator.d_s,m,[0.],
drivese.generator.t_ws,m,[0.],
drivese.generator.D_shaft,m,[0.288],
drivese.generator.rho_Copper,kg/m**3,[8900.],
drivese.generator.rho_Fe,kg/m**3,[7700.],
drivese.generator.rho_Fes,kg/m**3,[7850.],
drivese.generator.rho_PM,kg/m**3,[7450.],
drivese.generator.S_Nmax,,[-0.2],
drivese.generator.B_symax,T,[1.3],
drivese.generator.m,Unavailable,3.0,
drivese.generator.q1,Unavailable,5.0,
drivese.generator.q2,Unavailable,4.0,
drivese.generator.R_out,m,[0.9343759],
drivese.generator_stator_mass,kg,[0.],
drivese.generator_rotor_mass,kg,[0.],
drivese.generator_mass,kg,[28866.54530786],
drivese.generator.C_Cu,USD/kg,[4.786],
drivese.generator.C_Fe,USD/kg,[0.556],
drivese.generator.C_Fes,USD/kg,[0.50139],
drivese.generator.C_PM,USD/kg,[50.],
drivese.generator.Copper,kg,[355.00396217],
drivese.generator.Iron,kg,[8101.88678169],
drivese.generator.mass_PM,kg,[0.],
drivese.generator.Structural_mass,kg,[20409.65456401],
drivese.generator.u_allow_s,m,[0.],
drivese.generator.u_as,m,[0.],
drivese.generator.z_allow_s,m,[0.],
drivese.generator.z_as,m,[0.],
drivese.generator.y_allow_s,m,[0.],
drivese.generator.y_as,m,[0.],
drivese.generator.b_allow_s,m,[0.],
drivese.generator.u_allow_r,m,[0.],
drivese.generator.u_ar,m,[0.],
drivese.generator.y_allow_r,m,[0.],
drivese.generator.y_ar,m,[0.],
drivese.generator.z_allow_r,m,[0.],
drivese.generator.z_ar,m,[0.],
drivese.generator.b_allow_r,m,[0.],
drivese.generator.b_arm,m,[0.],
drivese.generator.TC1,m**3,[0.08874931],
drivese.generator.TC2r,m**3,[0.182329],
drivese.generator.TC2s,m**3,[0.],
drivese.generator.B_g,T,[1.53043609],
drivese.generator.B_smax,T,[0.],
drivese.generator.K_rad,,[0.40163934],
drivese.generator.K_rad_LL,,[0.],
drivese.generator.K_rad_UL,,[0.],
drivese.generator.D_ratio,,[1.53176377],
drivese.generator.D_ratio_LL,,[0.],
drivese.generator.D_ratio_UL,,[0.],
drivese.generator.eandm_efficiency,,"[0.96975903 0.96995188 0.97008616 0.97016797 0.97020259 0.9701946
 0.97014799 0.97006627 0.9699525  0.9698094  0.96963934 0.96944447
 0.96922665 0.96898758 0.96872875 0.96845152 0.96815709 0.96784655
 0.96752088 0.96718099 0.96682766 0.96646163 0.96608357 0.96569408
 0.96529371 0.96488297 0.96446232 0.96403219 0.96359296 0.963145  ]",
drivese.hvac_mass_coeff,kg/kW/m,[0.025],
drivese.H_bedplate,m,[1.14593681],
drivese.L_bedplate,m,[7.77032304],
drivese.R_generator,m,[0.9343759],
drivese.generator_cm,m,[-3.78090365],
drivese.rho_fiberglass,kg/m**3,[1940.],
drivese.rho_castiron,kg/m**3,[8500.],
drivese.mb1_mass,kg,[1480.55356999],
drivese.mb1_cm,m,[1.01909635],
drivese.mb1_I,kg*m**2,[134.02030141  70.60698288  70.60698288],
drivese.mb2_mass,kg,[1349.62411874],
drivese.mb2_cm,m,[0.01909635],
drivese.mb2_I,kg*m**2,[118.75932276  61.52201828  61.52201828],
drivese.gearbox_mass,kg,[21919.14012171],
drivese.gearbox_cm,m,[-0.68090365],
drivese.gearbox_I,kg*m**2,[3467.67646457 4364.13504689 4364.13504689],
drivese.hss_mass,kg,[830.58683213],
drivese.hss_cm,m,[-2.03090365],
drivese.hss_I,kg*m**2,[  8.61152428 160.04079316 160.04079316],
drivese.brake_mass,kg,[1566.83470518],
drivese.brake_cm,m,[-0.34045182],
drivese.brake_I,kg*m**2,[195.85433815  97.92716907  97.92716907],
drivese.generator_I,kg*m**2,[12601.08882587  6878.11587363  6878.11587363],
drivese.generator_rotor_I,kg*m**2,[6300.54441293 3439.05793682 3439.05793682],
drivese.generator_stator_I,kg*m**2,[6300.54441293 3439.05793682 3439.05793682],
drivese.nose_mass,kg,[0.],
drivese.nose_cm,m,[0.],
drivese.nose_I,kg*m**2,[0. 0. 0.],
drivese.lss_mass,kg,[6890.02539724],
drivese.lss_cm,m,[1.46909635],
drivese.lss_I,kg*m**2,[ 286.73701944 5661.13051534 5661.13051534],
drivese.converter_mass,kg,[1696.5625],
drivese.converter_cm,m,[0.   2.25 0.75],
drivese.converter_I,kg*m**2,[636.2109375 636.2109375 636.2109375],
drivese.transformer_mass,kg,[5337.85],
drivese.transformer_cm,m,[ 0.   -2.25  0.75],
drivese.transformer_I,kg*m**2,[2001.69375 2001.69375 2001.69375],
drivese.yaw_mass,kg,[3543.31838],
drivese.yaw_cm,m,[0. 0. 0.],
drivese.yaw_I,kg*m**2,[0. 0. 0.],
drivese.bedplate_mass,kg,[19787.48731724],
drivese.bedplate_cm,m,[-1.11483848  0.          0.54796841],
drivese.bedplate_I,kg*m**2,"[ 11181.58152788 103719.83696227 111793.23850131      0.
      0.              0.        ]",
drivese.hvac_mass,kg,[197.0406357],
drivese.hvac_cm,m,[-3.78090365],
drivese.hvac_I,m,[96.76573147 48.38286574 48.38286574],
drivese.platform_mass,kg,[12240.],
drivese.platform_cm,m,[0. 0. 0.],
drivese.platform_I,m,[36721.632 36721.632 73440.   ],
drivese.cover_mass,kg,[3246.27533876],
drivese.cover_cm,m,[-0.38851615  0.          1.14417199],
drivese.cover_I,m,[ 46.78933438 117.03579333 114.51758176],
drivese.x_bedplate,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
drivese.constr_height,m,[1.14593681],
drivese.uptower,Unavailable,True,
drivese.L_drive,m,[7.8],
drivese.shaft_start,m,[0.         0.         1.14593681],
drivese.blades_mass,kg,[32368.40769244],
drivese.hub_system_mass,kg,[5703.45737019],
drivese.nacelle_mass,kg,[108951.84422455],
drivese.hub_system_cm,m,[1.84957056],
drivese.nacelle_cm,m,[ 0.84087561 -0.07519741  0.75342633],
drivese.hub_system_I,kg*m**2,"[21891.37113243 13013.32353333 13013.32353333     0.
     0.             0.        ]",
drivese.nacelle_I_TT,kg*m**2,"[ 1.80394179e+05  7.05083954e+05  7.08198527e+05 -7.53146176e+00
 -7.93750365e+04  6.13792445e+03]",
drivese.s_lss,m,[-0.08090365  0.01909635  0.51909635  1.01909635  3.01909635],
drivese.F_hub,N,"[[403645.50775149]
 [ -1212.313355  ]
 [  3369.24485478]]",
drivese.M_hub,N*m,"[[2701624.94644625]
 [-118807.43474368]
 [ 432169.86215531]]",
drivese.s_mb1,m,[1.01909635],
drivese.s_mb2,m,[0.01909635],
drivese.carrier_mass,kg,[8596.66666667],
drivese.carrier_I,kg*m**2,[1360.01953125  680.00976562  680.00976562],
drivese.lss_E,Pa,[2.1e+11],
drivese.lss_G,Pa,[8.07692308e+10],
drivese.lss_Xy,Pa,[4.5e+08],
drivese.s_hss,m,[-2.78090365 -2.03090365 -1.28090365],
drivese.s_generator,m,[-3.78090365],
drivese.hss_E,Pa,[2.1e+11],
drivese.hss_G,Pa,[8.07692308e+10],
drivese.hss_Xy,Pa,[4.5e+08],
drivese.s_drive,m,"[-4.78090365 -3.78090365 -2.78090365 -2.03090365 -1.28090365 -0.68090365
 -0.08090365  0.01909635  0.51909635  1.01909635  2.01909635  3.01909635]",
drivese.bedplate_web_height,m,[0.99593681],
drivese.mb1_max_defl_ang,rad,[0.00872665],
drivese.mb2_max_defl_ang,rad,[0.078],
drivese.F_mb1,N,"[[ 374150.50784744]
 [  -1212.313355  ]
 [-333785.23882807]]",
drivese.F_mb2,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.F_torq,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.F_generator,N,"[[ -26718.65007313]
 [     -0.        ]
 [-305418.30065327]]",
drivese.M_mb1,N*m,"[[-0.]
 [-0.]
 [-0.]]",
drivese.M_mb2,N*m,"[[    -0.        ]
 [ 76293.06540027]
 [435199.38442867]]",
drivese.M_torq,N*m,"[[2701624.94644625]
 [     -0.        ]
 [     -0.        ]]",
drivese.M_generator,N*m,"[[  27851.80357161]
 [-687429.13380921]
 [     -0.        ]]",
drivese.other_mass,kg,[26261.04685446],
drivese.bedplate_E,Pa,[2.1e+11],
drivese.bedplate_G,Pa,[8.07692308e+10],
drivese.bedplate_Xy,Pa,[4.5e+08],
drivese.lss_spring_constant,N*m/rad,[2.83522415e+08],
drivese.hss_spring_constant,N*m/rad,[36368428.31277599],
drivese.damping_ratio,,[0.01],
towerse.hub_height,m,[80.],
towerse.tower_height,m,[78.],
towerse.foundation_height,m,[0.],
towerse.tower_s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]",
towerse.member.s_const1,,[0.],
towerse.member.s_const2,,[0.],
towerse.joint1,m,[0. 0. 0.],
towerse.joint2,m,[ 0.  0. 78.],
towerse.tower_layer_thickness,m,"[[0.05697 0.05697 0.05047 0.04664 0.03935 0.03354 0.02801 0.02357 0.02374
  0.02241 0.02674]]",
towerse.tower_outer_diameter_in,m,[5.99 5.93 5.93 5.93 5.93 5.93 5.85 5.12 4.36 3.61 3.  ],
towerse.E_mat,Pa,"[[4.560e+06 4.560e+06 4.560e+06]
 [2.179e+10 1.467e+10 1.467e+10]
 [1.392e+10 1.392e+10 1.392e+10]
 [4.200e+10 1.230e+10 1.230e+10]
 [5.000e+07 5.000e+07 5.000e+07]
 [5.000e+07 5.000e+07 5.000e+07]
 [4.560e+06 4.560e+06 4.560e+06]
 [1.000e+06 1.000e+06 1.000e+06]
 [2.100e+11 2.100e+11 2.100e+11]]",
towerse.E_user,Pa,[0.],
towerse.G_mat,Pa,"[[1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [9.41300000e+09 9.41300000e+09 9.41300000e+09]
 [1.15000000e+10 1.15000000e+10 1.15000000e+10]
 [3.47000000e+09 3.47000000e+09 3.47000000e+09]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [3.84615385e+05 3.84615385e+05 3.84615385e+05]
 [8.07692308e+10 8.07692308e+10 8.07692308e+10]]",
towerse.sigma_y_mat,Pa,[0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 4.5e+08],
towerse.sigma_ult_mat,Pa,"[[0.00e+00 0.00e+00 0.00e+00]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [0.00e+00 0.00e+00 0.00e+00]
 [3.55e+08 3.55e+08 3.55e+08]]",
towerse.wohler_exp_mat,,[1. 1. 1. 1. 1. 1. 1. 1. 1.],
towerse.wohler_A_mat,,"[0.00e+00 6.00e+08 6.00e+08 6.00e+08 6.90e+05 6.90e+05 6.90e+05 0.00e+00
 3.55e+08]",
towerse.rho_mat,kg/m**3,[1100. 1845. 1845. 1940.  110.  110. 1100. 1150. 8500.],
towerse.unit_cost_mat,USD/kg,[ 7.23  2.86  3.    1.87 13.   13.    0.    3.63  0.  ],
towerse.outfitting_factor_in,,[1.07],
towerse.rho_water,kg/m**3,[0.],
towerse.tower_layer_materials,Unavailable,['steel'],
towerse.member.ballast_materials,Unavailable,[],
towerse.material_names,Unavailable,"['paint', 'triax', 'biax', 'ud', 'balsa', 'foam', 'adhesive', 'resin', 'steel']",
towerse.member.gc.d,m,[5.99 5.93 5.93 5.93 5.93 5.93 5.85 5.12 4.36 3.61 3.  ],
towerse.member.gc.t,m,"[0.05697  0.05372  0.048555 0.042995 0.036445 0.030775 0.02579  0.023655
 0.023075 0.024575]",
towerse.member.s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]",
towerse.member.height,m,[78.],
towerse.tower_outer_diameter,m,[5.99 5.93 5.93 5.93 5.93 5.93 5.85 5.12 4.36 3.61 3.  ],
towerse.tower_wall_thickness,m,"[0.05697  0.05372  0.048555 0.042995 0.036445 0.030775 0.02579  0.023655
 0.023075 0.024575]",
towerse.member.E,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11]",
towerse.member.G,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.member.sigma_y,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.rho,kg/m**3,[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.],
towerse.member.unit_cost,USD/kg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.member.outfitting_factor,,[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07],
towerse.nodes_xyz,m,"[[ 0.          0.          0.        ]
 [ 0.          0.          2.6       ]
 [ 0.          0.          5.2       ]
 [ 0.          0.          7.8       ]
 [ 0.          0.         10.40240741]
 [ 0.          0.         13.00481481]
 [ 0.          0.         15.60722222]
 [ 0.          0.         18.20722222]
 [ 0.          0.         20.80722222]
 [ 0.          0.         23.40722222]
 [ 0.          0.         26.00962963]
 [ 0.          0.         28.61203704]
 [ 0.          0.         31.21444444]
 [ 0.          0.         33.81444444]
 [ 0.          0.         36.41444444]
 [ 0.          0.         39.01444444]
 [ 0.          0.         41.61444444]
 [ 0.          0.         44.21444444]
 [ 0.          0.         46.81444444]
 [ 0.          0.         49.41685185]
 [ 0.          0.         52.01925926]
 [ 0.          0.         54.62166667]
 [ 0.          0.         57.22166667]
 [ 0.          0.         59.82166667]
 [ 0.          0.         62.42166667]
 [ 0.          0.         65.02166667]
 [ 0.          0.         67.62166667]
 [ 0.          0.         70.22166667]
 [ 0.          0.         72.81444444]
 [ 0.          0.         75.40722222]
 [ 0.          0.         78.        ]]",
towerse.s_full,m,"[0.         0.03333333 0.06666667 0.1        0.1333642  0.1667284
 0.20009259 0.23342593 0.26675926 0.30009259 0.33345679 0.36682099
 0.40018519 0.43351852 0.46685185 0.50018519 0.53351852 0.56685185
 0.60018519 0.63354938 0.66691358 0.70027778 0.73361111 0.76694444
 0.80027778 0.83361111 0.86694444 0.90027778 0.93351852 0.96675926
 1.        ]",
towerse.z_full,m,"[ 0.          2.6         5.2         7.8        10.40240741 13.00481481
 15.60722222 18.20722222 20.80722222 23.40722222 26.00962963 28.61203704
 31.21444444 33.81444444 36.41444444 39.01444444 41.61444444 44.21444444
 46.81444444 49.41685185 52.01925926 54.62166667 57.22166667 59.82166667
 62.42166667 65.02166667 67.62166667 70.22166667 72.81444444 75.40722222
 78.        ]",
towerse.d_full,m,"[5.99       5.97       5.95       5.93       5.93       5.93
 5.93       5.93       5.93       5.93       5.93       5.93
 5.93       5.93       5.93       5.93       5.90333333 5.87666667
 5.85       5.60666667 5.36333333 5.12       4.86666667 4.61333333
 4.36       4.11       3.86       3.61       3.40666667 3.20333333
 3.        ]",
towerse.member.s_ghost1,,[0.],
towerse.member.s_ghost2,,[1.],
towerse.t_full,m,"[0.05697  0.05697  0.05697  0.05372  0.05372  0.05372  0.048555 0.048555
 0.048555 0.042995 0.042995 0.042995 0.036445 0.036445 0.036445 0.030775
 0.030775 0.030775 0.02579  0.02579  0.02579  0.023655 0.023655 0.023655
 0.023075 0.023075 0.023075 0.024575 0.024575 0.024575]",
towerse.E_full,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
towerse.G_full,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.sigma_y_full,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.rho_full,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.outfitting_full,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07]",
towerse.member.unit_cost_full,USD/kg,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
towerse.labor_cost_rate,USD/min,[0.98],
towerse.painting_cost_rate,USD/m**2,[30.],
towerse.rna_mass,kg,[147023.70928718],
towerse.rna_I,kg*m**2,"[ 1.18488407e+07  1.01565764e+07  1.00532846e+07 -7.53146176e+00
  1.46070288e+05  6.13792445e+03]",
towerse.rna_cg,m,[-1.86612368 -0.055725    1.07283243],
towerse.tower_mass,kg,[448096.08548763],
towerse.tower_center_of_mass,m,[29.06041019],
towerse.tower_I_base,kg*m**2,"[5.66911858e+08 5.66911858e+08 3.56476278e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.env.Uref,m/s,[19.65610255],
towerse.wind_reference_height,m,[80.],
towerse.z0,m,[0.],
towerse.shearExp,,[0.2],
towerse.env.windLoads.U,m/s,"[ 0.          9.90544707 11.37837075 12.33952188 13.07092081 13.66785133
 14.17570069 14.61935292 15.0148927  15.37267294 15.70023834 16.00254907
 16.28360406 16.54626072 16.79322665 17.02646529 17.24758254 17.45790984
 17.65856412 17.85066611 18.03483796 18.21178025 18.38194712 18.54603664
 18.70451639 18.85780026 19.0062565  19.15021431 19.28958658 19.42504352
 19.55682423]",
towerse.beta_wind,deg,[0.],
towerse.rho_air,kg/m**3,[1.225],
towerse.mu_air,kg/m/s,[1.81e-05],
towerse.cd_usr,,[-1.],
towerse.env.distLoads.windLoads_Px,N/m,"[  0.         240.42504902 326.28887589 386.69469732 436.45751442
 478.75871782 515.93491091 549.30554434 579.76182678 607.88486941
 634.11334521 658.72922445 681.96888657 703.99777439 724.98591729
 745.05378795 760.94687396 775.95296779 790.14941758 774.42233649
 756.58840913 736.67215692 713.17457337 687.46376293 659.47002459
 629.64597989 597.35385733 562.64777293 534.0316482  503.18262265
 469.77996756]",
towerse.env.distLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_qdyn,N/m**2,"[  0.          60.09720245  79.29873405  93.26157763 104.64499468
 114.42122306 123.08217507 130.90685642 138.08628919 144.74543241
 150.97970899 156.84996573 162.40790368 167.68948053 172.73263262
 177.56406856 182.20595096 186.67690234 190.99274312 195.1708469
 199.21892037 203.14722572 206.96128775 210.67272858 214.2885967
 217.81518617 221.25814396 224.62255864 227.90399223 231.11604337
 234.26249144]",
towerse.env.distLoads.windLoads_z,m,"[ 0.          2.6         5.2         7.8        10.40240741 13.00481481
 15.60722222 18.20722222 20.80722222 23.40722222 26.00962963 28.61203704
 31.21444444 33.81444444 36.41444444 39.01444444 41.61444444 44.21444444
 46.81444444 49.41685185 52.01925926 54.62166667 57.22166667 59.82166667
 62.42166667 65.02166667 67.62166667 70.22166667 72.81444444 75.40722222
 78.        ]",
towerse.env.distLoads.windLoads_beta,deg,[0.],
