variables,units,values,description
drivese.bedplate_cm,m,[-1.01920374  0.          0.53960207],
drivese.bedplate_I,kg*m**2,"[  6685.29251433 110613.60724377 114259.57068834      0.
      0.              0.        ]",
drivese.hvac_mass,kg,[248.28962258],
drivese.hvac_cm,m,[-3.97290365],
drivese.hvac_I,m,[117.26820536  58.63410268  58.63410268],
drivese.platform_mass,kg,[7159.16997423],
drivese.platform_cm,m,[0. 0. 0.],
drivese.platform_I,m,[12563.13953636 12563.13953636 25124.36996072],
drivese.cover_mass,kg,[3251.17009433],
drivese.cover_cm,m,[-0.39807963  0.          1.1250411 ],
drivese.cover_I,m,[ 46.01486648 119.07772406 116.54000231],
drivese.x_bedplate,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
drivese.constr_height,m,[1.12920415],
drivese.uptower,Unavailable,True,
drivese.L_drive,m,[7.992],
drivese.shaft_start,m,[0.         0.         1.12920415],
drivese.blades_mass,kg,[33424.58512283],
drivese.hub_system_mass,kg,[6298.10453563],
drivese.nacelle_mass,kg,[109191.94319988],
drivese.hub_system_cm,m,[1.84822871],
drivese.nacelle_cm,m,[ 0.87536624 -0.07797339  0.80348833],
drivese.hub_system_I,kg*m**2,"[24020.63553998 14327.38869215 14327.38869215     0.
     0.             0.        ]",
drivese.nacelle_I_TT,kg*m**2,"[ 1.58346874e+05  7.02389102e+05  6.70242882e+05 -4.92332920e+00
 -8.03864029e+04  7.40271877e+03]",
drivese.s_lss,m,[-0.08090365  0.01909635  0.51909635  1.01909635  3.01909635],
drivese.F_hub,N,"[[549451.75117611]
 [ -1318.14584202]
 [  4136.06380664]]",
drivese.M_hub,N*m,"[[4097289.05416119]
 [-236027.26210061]
 [ 690254.63688744]]",
drivese.s_mb1,m,[1.01909635],
drivese.s_mb2,m,[0.01909635],
drivese.carrier_mass,kg,[8766.66666667],
drivese.carrier_I,kg*m**2,[1866.2315625   933.11578125  933.11578125],
drivese.lss_E,Pa,[2.1e+11],
drivese.lss_G,Pa,[8.07692308e+10],
drivese.lss_Xy,Pa,[4.5e+08],
drivese.s_hss,m,[-2.97290365 -2.22290365 -1.47290365],
drivese.s_generator,m,[-3.97290365],
drivese.hss_E,Pa,[2.1e+11],
drivese.hss_G,Pa,[8.07692308e+10],
drivese.hss_Xy,Pa,[4.5e+08],
drivese.s_drive,m,"[-4.97290365 -3.97290365 -2.97290365 -2.22290365 -1.47290365 -0.77690365
 -0.08090365  0.01909635  0.51909635  1.01909635  2.01909635  3.01909635]",
drivese.bedplate_web_height,m,[0.97920415],
drivese.mb1_max_defl_ang,rad,[0.00872665],
drivese.mb2_max_defl_ang,rad,[0.078],
drivese.F_mb1,N,"[[ 514076.83399408]
 [  -1318.14584203]
 [-400231.18476156]]",
drivese.F_mb2,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.F_torq,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.F_generator,N,"[[ -25013.08691266]
 [     -0.        ]
 [-285922.17336404]]",
drivese.M_mb1,N*m,"[[-0.]
 [-0.]
 [-0.]]",
drivese.M_mb2,N*m,"[[    -0.        ]
 [ 26797.7982629 ]
 [694210.50331256]]",
drivese.M_torq,N*m,"[[4097289.05416119]
 [     -0.        ]
 [     -0.        ]]",
drivese.M_generator,N*m,"[[  42240.09334187]
 [-615853.25167969]
 [     -0.        ]]",
drivese.other_mass,kg,[21837.4663864],
drivese.bedplate_E,Pa,[2.1e+11],
drivese.bedplate_G,Pa,[8.07692308e+10],
drivese.bedplate_Xy,Pa,[4.5e+08],
drivese.lss_spring_constant,N*m/rad,[2.83522415e+08],
drivese.hss_spring_constant,N*m/rad,[36368428.31277599],
drivese.damping_ratio,,[0.01],
towerse.hub_height,m,[80.],
towerse.tower_height,m,[78.],
towerse.foundation_height,m,[0.],
towerse.tower_s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]",
towerse.member.s_const1,,[0.],
towerse.member.s_const2,,[0.],
towerse.joint1,m,[0. 0. 0.],
towerse.joint2,m,[ 0.  0. 78.],
towerse.tower_layer_thickness,m,"[[0.0280483  0.02245747 0.02335244 0.01773749 0.01861839 0.01378697
  0.01862301 0.0141363  0.01944124 0.01488189 0.01706672]]",
towerse.tower_outer_diameter_in,m,"[4.         4.         4.         4.         4.         3.72790468
 3.43340463 3.10082049 2.72183375 2.29436169 2.29436169]",
towerse.E_mat,Pa,"[[4.560e+06 4.560e+06 4.560e+06]
 [2.179e+10 1.467e+10 1.467e+10]
 [1.392e+10 1.392e+10 1.392e+10]
 [4.200e+10 1.230e+10 1.230e+10]
 [5.000e+07 5.000e+07 5.000e+07]
 [5.000e+07 5.000e+07 5.000e+07]
 [4.560e+06 4.560e+06 4.560e+06]
 [1.000e+06 1.000e+06 1.000e+06]
 [2.100e+11 2.100e+11 2.100e+11]]",
towerse.E_user,Pa,[0.],
towerse.G_mat,Pa,"[[1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [9.41300000e+09 9.41300000e+09 9.41300000e+09]
 [1.15000000e+10 1.15000000e+10 1.15000000e+10]
 [3.47000000e+09 3.47000000e+09 3.47000000e+09]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [3.84615385e+05 3.84615385e+05 3.84615385e+05]
 [8.07692308e+10 8.07692308e+10 8.07692308e+10]]",
towerse.sigma_y_mat,Pa,[0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 4.5e+08],
towerse.sigma_ult_mat,Pa,"[[0.00e+00 0.00e+00 0.00e+00]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [0.00e+00 0.00e+00 0.00e+00]
 [3.55e+08 3.55e+08 3.55e+08]]",
towerse.wohler_exp_mat,,[1. 1. 1. 1. 1. 1. 1. 1. 1.],
towerse.wohler_A_mat,,"[0.00e+00 6.00e+08 6.00e+08 6.00e+08 6.90e+05 6.90e+05 6.90e+05 0.00e+00
 3.55e+08]",
towerse.rho_mat,kg/m**3,[1100. 1845. 1845. 1940.  110.  110. 1100. 1150. 8500.],
towerse.unit_cost_mat,USD/kg,[ 7.23  2.86  3.    1.87 13.   13.    0.    3.63  0.  ],
towerse.outfitting_factor_in,,[1.07],
towerse.rho_water,kg/m**3,[0.],
towerse.tower_layer_materials,Unavailable,['steel'],
towerse.member.ballast_materials,Unavailable,[],
towerse.material_names,Unavailable,"['paint', 'triax', 'biax', 'ud', 'balsa', 'foam', 'adhesive', 'resin', 'steel']",
towerse.member.gc.d,m,"[4.         4.         4.         4.         4.         3.72790468
 3.43340463 3.10082049 2.72183375 2.29436169 2.29436169]",
towerse.member.gc.t,m,"[0.02525289 0.02290495 0.02054497 0.01817794 0.01620268 0.01620499
 0.01637965 0.01678877 0.01716156 0.0159743 ]",
towerse.member.s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]",
towerse.member.height,m,[78.],
towerse.tower_outer_diameter,m,"[4.         4.         4.         4.         4.         3.72790468
 3.43340463 3.10082049 2.72183375 2.29436169 2.29436169]",
towerse.tower_wall_thickness,m,"[0.02525289 0.02290495 0.02054497 0.01817794 0.01620268 0.01620499
 0.01637965 0.01678877 0.01716156 0.0159743 ]",
towerse.member.E,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11]",
towerse.member.G,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.member.sigma_y,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.rho,kg/m**3,[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.],
towerse.member.unit_cost,USD/kg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.member.outfitting_factor,,[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07],
towerse.nodes_xyz,m,"[[ 0.          0.          0.        ]
 [ 0.          0.          2.6       ]
 [ 0.          0.          5.2       ]
 [ 0.          0.          7.8       ]
 [ 0.          0.         10.40240741]
 [ 0.          0.         13.00481481]
 [ 0.          0.         15.60722222]
 [ 0.          0.         18.20722222]
 [ 0.          0.         20.80722222]
 [ 0.          0.         23.40722222]
 [ 0.          0.         26.00962963]
 [ 0.          0.         28.61203704]
 [ 0.          0.         31.21444444]
 [ 0.          0.         33.81444444]
 [ 0.          0.         36.41444444]
 [ 0.          0.         39.01444444]
 [ 0.          0.         41.61444444]
 [ 0.          0.         44.21444444]
 [ 0.          0.         46.81444444]
 [ 0.          0.         49.41685185]
 [ 0.          0.         52.01925926]
 [ 0.          0.         54.62166667]
 [ 0.          0.         57.22166667]
 [ 0.          0.         59.82166667]
 [ 0.          0.         62.42166667]
 [ 0.          0.         65.02166667]
 [ 0.          0.         67.62166667]
 [ 0.          0.         70.22166667]
 [ 0.          0.         72.81444444]
 [ 0.          0.         75.40722222]
 [ 0.          0.         78.        ]]",
towerse.s_full,m,"[0.         0.03333333 0.06666667 0.1        0.1333642  0.1667284
 0.20009259 0.23342593 0.26675926 0.30009259 0.33345679 0.36682099
 0.40018519 0.43351852 0.46685185 0.50018519 0.53351852 0.56685185
 0.60018519 0.63354938 0.66691358 0.70027778 0.73361111 0.76694444
 0.80027778 0.83361111 0.86694444 0.90027778 0.93351852 0.96675926
 1.        ]",
towerse.z_full,m,"[ 0.          2.6         5.2         7.8        10.40240741 13.00481481
 15.60722222 18.20722222 20.80722222 23.40722222 26.00962963 28.61203704
 31.21444444 33.81444444 36.41444444 39.01444444 41.61444444 44.21444444
 46.81444444 49.41685185 52.01925926 54.62166667 57.22166667 59.82166667
 62.42166667 65.02166667 67.62166667 70.22166667 72.81444444 75.40722222
 78.        ]",
towerse.d_full,m,"[4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         3.90930156 3.81860312 3.72790468 3.62973799 3.53157131
 3.43340463 3.32254325 3.21168187 3.10082049 2.97449158 2.84816267
 2.72183375 2.57934307 2.43685238 2.29436169 2.29436169 2.29436169
 2.29436169]",
towerse.member.s_ghost1,,[0.],
towerse.member.s_ghost2,,[1.],
towerse.t_full,m,"[0.02525289 0.02525289 0.02525289 0.02290495 0.02290495 0.02290495
 0.02054497 0.02054497 0.02054497 0.01817794 0.01817794 0.01817794
 0.01620268 0.01620268 0.01620268 0.01620499 0.01620499 0.01620499
 0.01637965 0.01637965 0.01637965 0.01678877 0.01678877 0.01678877
 0.01716156 0.01716156 0.01716156 0.0159743  0.0159743  0.0159743 ]",
towerse.E_full,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
towerse.G_full,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.sigma_y_full,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.rho_full,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.outfitting_full,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07]",
towerse.member.unit_cost_full,USD/kg,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
towerse.labor_cost_rate,USD/min,[0.98],
towerse.painting_cost_rate,USD/m**2,[30.],
towerse.rna_mass,kg,[148914.63285834],
towerse.rna_I,kg*m**2,"[ 1.68857029e+07  1.29954957e+07  1.28697023e+07 -4.92332920e+00
 -2.85997166e+04  7.40271877e+03]",
towerse.rna_cg,m,[-1.97301103 -0.05717414  1.11912729],
towerse.tower_mass,kg,[144150.62725581],
towerse.tower_center_of_mass,m,[32.08653801],
towerse.tower_I_base,kg*m**2,"[2.17456207e+08 2.17456207e+08 4.76941005e+05 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.env.Uref,m/s,[19.43846858],
towerse.wind_reference_height,m,[80.],
towerse.z0,m,[0.],
towerse.shearExp,,[0.2],
towerse.env.windLoads.U,m/s,"[ 0.          9.79577315 11.2523885  12.20289769 12.92619851 13.51651977
 14.01874617 14.45748626 14.84864658 15.20246545 15.52640403 15.82536754
 16.10331067 16.36305917 16.60729068 16.83794688 17.05661591 17.26461444
 17.46304706 17.65302208 17.83515476 18.01013794 18.17842071 18.34069342
 18.49741846 18.64900516 18.79581768 18.93818157 19.07601071 19.20996786
 19.34028948]",
towerse.beta_wind,deg,[0.],
towerse.rho_air,kg/m**3,[1.225],
towerse.mu_air,kg/m/s,[1.81e-05],
towerse.cd_usr,,[-1.],
towerse.env.distLoads.windLoads_Px,N/m,"[  0.         137.0184164  190.18923477 229.38954204 261.97669333
 290.80421185 316.91977752 340.69403218 362.47148209 382.54587024
 401.23070715 418.73670438 435.23948995 438.54988999 440.40837562
 440.9224393  439.04684801 435.90413639 431.5451079  423.88079165
 414.95056019 404.90130141 391.15741865 376.77697212 362.04572639
 343.93688793 325.10957691 305.34606087 310.59172872 315.72765238
 320.75889784]",
towerse.env.distLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_qdyn,N/m**2,"[  0.          58.77376759  77.55245128  91.2078111  102.34054741
 111.90148787 120.37171211 128.02408167 135.04541205 141.55791047
 147.65489848 153.39588294 158.83142636 163.99669458 168.92878853
 173.65382867 178.19348952 182.56598352 186.7867827  190.87287807
 194.8318066  198.6736045  202.40367488 206.03338394 209.56962497
 213.01855339 216.38569185 219.67601682 222.88518809 226.02650481
 229.10366315]",
towerse.env.distLoads.windLoads_z,m,"[ 0.          2.6         5.2         7.8        10.40240741 13.00481481
 15.60722222 18.20722222 20.80722222 23.40722222 26.00962963 28.61203704
 31.21444444 33.81444444 36.41444444 39.01444444 41.61444444 44.21444444
 46.81444444 49.41685185 52.01925926 54.62166667 57.22166667 59.82166667
 62.42166667 65.02166667 67.62166667 70.22166667 72.81444444 75.40722222
 78.        ]",
towerse.env.distLoads.windLoads_beta,deg,[0.],
towerse.env.distLoads.waveLoads_Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_qdyn,N/m**2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_z,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_beta,deg,[0.],
towerse.yaw,deg,[0.],
towerse.s_all,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Px_global,N/m,"[  0.         137.0184164  190.18923477 229.38954204 261.97669333
 290.80421185 316.91977752 340.69403218 362.47148209 382.54587024
 401.23070715 418.73670438 435.23948995 438.54988999 440.40837562
 440.9224393  439.04684801 435.90413639 431.5451079  423.88079165
 414.95056019 404.90130141 391.15741865 376.77697212 362.04572639
 343.93688793 325.10957691 305.34606087 310.59172872 315.72765238
 320.75889784]",
towerse.g2e.Py_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Pz_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.qdyn_global,Pa,"[  0.          58.77376759  77.55245128  91.2078111  102.34054741
 111.90148787 120.37171211 128.02408167 135.04541205 141.55791047
 147.65489848 153.39588294 158.83142636 163.99669458 168.92878853
 173.65382867 178.19348952 182.56598352 186.7867827  190.87287807
 194.8318066  198.6736045  202.40367488 206.03338394 209.56962497
 213.01855339 216.38569185 219.67601682 222.88518809 226.02650481
 229.10366315]",
towerse.lc:Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Pz,N/m,"[   0.         -137.0184164  -190.18923477 -229.38954204 -261.97669333
 -290.80421185 -316.91977752 -340.69403218 -362.47148209 -382.54587024
 -401.23070715 -418.73670438 -435.23948995 -438.54988999 -440.40837562
 -440.9224393  -439.04684801 -435.90413639 -431.5451079  -423.88079165
 -414.95056019 -404.90130141 -391.15741865 -376.77697212 -362.04572639
 -343.93688793 -325.10957691 -305.34606087 -310.59172872 -315.72765238
 -320.75889784]",
towerse.lc:qdyn,Pa,"[  0.          58.77376759  77.55245128  91.2078111  102.34054741
 111.90148787 120.37171211 128.02408167 135.04541205 141.55791047
 147.65489848 153.39588294 158.83142636 163.99669458 168.92878853
 173.65382867 178.19348952 182.56598352 186.7867827  190.87287807
 194.8318066  198.6736045  202.40367488 206.03338394 209.56962497
 213.01855339 216.38569185 219.67601682 222.88518809 226.02650481
 229.10366315]",
towerse.section_A,m**2,"[0.33740705 0.33740705 0.33740705 0.30621682 0.30621682 0.30621682
 0.27482907 0.27482907 0.27482907 0.24331015 0.24331015 0.24331015
 0.21450908 0.20956915 0.20462923 0.19951419 0.19416674 0.18881929
 0.18509027 0.17898621 0.17288215 0.17048421 0.16335477 0.15622533
 0.15191889 0.14369879 0.13547869 0.12234414 0.12234414 0.12234414]",
towerse.section_Asx,m**2,"[0.19201262 0.19201262 0.19201262 0.17421565 0.17421565 0.17421565
 0.15631595 0.15631595 0.15631595 0.13835141 0.13835141 0.13835141
 0.12194972 0.11914654 0.11634336 0.11344088 0.11040646 0.10737205
 0.10526093 0.1017972  0.09833347 0.09698454 0.09293901 0.08889349
 0.08646091 0.08179659 0.0771323  0.06964492 0.06964492 0.06964492]",
towerse.section_Asy,m**2,"[0.19201262 0.19201262 0.19201262 0.17421565 0.17421565 0.17421565
 0.15631595 0.15631595 0.15631595 0.13835141 0.13835141 0.13835141
 0.12194972 0.11914654 0.11634336 0.11344088 0.11040646 0.10737205
 0.10526093 0.1017972  0.09833347 0.09698454 0.09293901 0.08889349
 0.08646091 0.08179659 0.0771323  0.06964492 0.06964492 0.06964492]",
towerse.section_Ixx,kg*m**2,"[0.6663474  0.6663474  0.6663474  0.60545993 0.60545993 0.60545993
 0.54404079 0.54404079 0.54404079 0.48221751 0.48221751 0.48221751
 0.41592334 0.38784544 0.36106051 0.33456088 0.30837474 0.28359195
 0.26145353 0.23643033 0.21305697 0.19447817 0.17108623 0.14964952
 0.13169908 0.11145741 0.09340393 0.07939071 0.07939071 0.07939071]",
towerse.section_Iyy,kg*m**2,"[0.6663474  0.6663474  0.6663474  0.60545993 0.60545993 0.60545993
 0.54404079 0.54404079 0.54404079 0.48221751 0.48221751 0.48221751
 0.41592334 0.38784544 0.36106051 0.33456088 0.30837474 0.28359195
 0.26145353 0.23643033 0.21305697 0.19447817 0.17108623 0.14964952
 0.13169908 0.11145741 0.09340393 0.07939071 0.07939071 0.07939071]",
towerse.section_J0,kg*m**2,"[1.33269479 1.33269479 1.33269479 1.21091986 1.21091986 1.21091986
 1.08808159 1.08808159 1.08808159 0.96443503 0.96443503 0.96443503
 0.83184669 0.77569088 0.72212102 0.66912175 0.61674948 0.5671839
 0.52290705 0.47286066 0.42611395 0.38895635 0.34217246 0.29929904
 0.26339817 0.22291482 0.18680787 0.15878141 0.15878141 0.15878141]",
towerse.section_rho,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.section_E,Pa,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
towerse.section_G,Pa,"[8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10 8.07692308e+10 8.07692308e+10
 8.07692308e+10 8.07692308e+10]",
towerse.tower.rna_F,N,"[[  547000.67243198]
 [   -1318.21617148]
 [-1080529.70104038]]",
towerse.tower.rna_M,N*m,"[[ 36025.25240331]
 [381108.59955293]
 [642001.35706479]]",
towerse.Px,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Py,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Pz,N/m,"[[   0.        ]
 [-137.0184164 ]
 [-190.18923477]
 [-229.38954204]
 [-261.97669333]
 [-290.80421185]
 [-316.91977752]
 [-340.69403218]
 [-362.47148209]
 [-382.54587024]
 [-401.23070715]
 [-418.73670438]
 [-435.23948995]
 [-438.54988999]
 [-440.40837562]
 [-440.9224393 ]
 [-439.04684801]
 [-435.90413639]
 [-431.5451079 ]
 [-423.88079165]
 [-414.95056019]
 [-404.90130141]
 [-391.15741865]
 [-376.77697212]
 [-362.04572639]
 [-343.93688793]
 [-325.10957691]
 [-305.34606087]
 [-310.59172872]
 [-315.72765238]
 [-320.75889784]]",
towerse.post.cylinder_Fz,N,"[[-2447920.38944461]
 [-2374376.45457388]
 [-2300713.63803241]
 [-2233655.94085997]
 [-2166519.12981718]
 [-2099311.54151067]
 [-2038904.26702606]
 [-1978438.36743183]
 [-1917918.60456493]
 [-1864129.97877662]
 [-1810294.73230628]
 [-1756415.67599696]
 [-1708802.72317449]
 [-1662253.70162003]
 [-1616772.20701363]
 [-1572400.99730555]
 [-1529195.14285694]
 [-1487157.83995857]
 [-1445906.00261359]
 [-1405999.63858844]
 [-1367441.82015422]
 [-1329469.9755021 ]
 [-1293079.41777332]
 [-1258271.41459513]
 [-1224438.97081691]
 [-1192435.51981286]
 [-1162263.19743755]
 [-1135031.93090351]
 [-1107787.34037529]
 [-1080529.70104039]]",
towerse.post.cylinder_Vx,N,"[[547016.90934433]
 [547046.32579775]
 [547074.82917187]
 [547094.5418612 ]
 [547121.22124428]
 [547146.95193116]
 [547155.62621019]
 [547179.39585535]
 [547202.19457163]
 [547200.39033647]
 [547221.28793313]
 [547241.19564228]
 [547231.23434123]
 [547244.45722657]
 [547257.02918014]
 [547268.68972127]
 [547279.301448  ]
 [547289.11854544]
 [547300.83585727]
 [547307.71946038]
 [547313.60900149]
 [547324.76364692]
 [547326.47469361]
 [547326.88196626]
 [547331.6450664 ]
 [547326.58654365]
 [547319.57003897]
 [547297.92754038]
 [547305.17026144]
 [547309.27017377]]",
